index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-84.4
0,2022-07-23-14:05:34,-80,-80,100,100,-97,-68,100,100,-79,100,100,-83,-92,-96,100,-79,-84,-92,100,100,100,100,100,-59,-70,,
1,2022-07-23-14:05:39,100,100,100,100,100,100,100,100,-86,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,-62,-75,,
2,2022-07-23-14:05:44,-78,-69,100,100,-80,-80,100,100,-86,100,100,-85,-93,100,100,-85,-81,100,100,100,100,100,100,-58,-70,,
3,2022-07-23-14:05:49,-78,-76,-97,100,-85,-84,100,100,-87,100,100,-86,100,-85,100,-77,-82,100,100,100,100,100,100,-66,-67,,
4,2022-07-23-14:05:54,-87,-88,100,100,-86,-79,100,100,-85,100,100,-88,-81,-85,100,-85,-92,100,100,100,100,100,100,-66,-76,,
5,2022-07-23-14:05:59,-97,100,100,100,100,-79,100,100,-86,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,,
6,2022-07-23-14:06:04,-91,-90,100,100,-83,-81,100,100,-86,100,100,-84,-85,-86,100,-87,100,100,100,100,100,100,100,-65,-74,,
7,2022-07-23-14:06:09,-92,-69,-94,100,-85,-71,100,100,-91,100,100,-89,-86,-88,100,-94,-86,100,100,100,100,100,100,-60,-73,,
8,2022-07-23-14:06:14,-87,-72,100,100,-78,-70,100,100,-98,100,100,100,-84,-88,100,-86,100,-98,100,100,100,100,100,-58,-72,,
9,2022-07-23-14:06:19,-89,-70,100,100,-83,100,100,100,-87,100,100,-89,-84,100,100,100,100,100,100,100,100,100,100,-62,-78,,
10,2022-07-23-14:06:24,-85,-70,100,100,100,-72,100,100,-88,100,100,-81,-84,-91,100,-79,-82,100,100,100,100,100,100,-64,-68,,
11,2022-07-23-14:06:29,-92,-70,100,100,-86,-90,100,100,-88,100,100,-80,-88,-87,100,-85,-91,100,100,100,100,100,100,-62,-73,,
12,2022-07-23-14:06:34,-80,-68,100,100,-87,-66,100,100,-88,100,100,-81,-89,-91,100,-79,-82,100,100,100,100,100,100,-55,-67,,
13,2022-07-23-14:06:39,-80,100,100,100,100,-71,100,100,100,100,100,-83,-86,-92,100,-78,-82,100,100,100,100,100,100,100,-68,,
14,2022-07-23-14:06:44,-92,-93,100,100,-87,-85,100,100,-89,100,100,-87,-84,100,100,-84,-89,100,100,100,100,100,100,-55,-73,,
15,2022-07-23-14:06:49,-85,-70,-98,100,-82,-70,100,100,-88,100,100,-82,-82,-91,100,-78,-82,100,100,100,100,100,100,-63,-68,,
16,2022-07-23-14:06:54,-91,-93,100,100,-86,-85,100,100,-89,100,100,-88,-84,-87,100,-78,-92,-96,100,100,100,100,100,-80,-73,,
17,2022-07-23-14:06:59,100,-93,100,100,100,-84,100,100,-89,100,100,-88,-84,100,100,-84,-90,100,100,100,100,100,100,-79,-73,,
18,2022-07-23-14:07:04,-84,-70,100,100,-82,-70,100,100,-88,100,100,-79,-82,-87,100,-78,-92,100,100,100,100,100,100,-63,-68,,
19,2022-07-23-14:07:09,-80,-94,100,100,-86,-86,100,100,-92,100,100,-81,-84,-91,100,-78,-82,100,100,100,100,100,100,-78,-73,,
20,2022-07-23-14:07:14,-83,-70,100,100,-83,-69,100,100,-87,100,100,-82,-83,-91,100,-77,-92,-96,100,100,100,100,100,-63,-68,,
21,2022-07-23-14:07:19,-85,100,100,100,-82,-70,100,100,-88,100,100,-79,-83,100,100,-79,100,100,100,100,100,100,100,-63,-68,,
22,2022-07-23-14:07:24,-82,-68,100,100,100,-72,100,100,100,100,100,-81,-92,-91,100,-78,-82,100,100,100,100,100,100,-54,-67,,
23,2022-07-23-14:07:29,-84,-72,100,100,-85,-70,100,100,-92,100,100,-79,-83,-87,100,-78,-91,100,100,100,100,100,100,-63,-68,,
24,2022-07-23-14:07:34,-80,-94,100,100,-94,-85,100,100,-88,100,100,-82,-86,-92,100,-78,-90,-97,100,100,100,100,100,-55,-68,,
25,2022-07-23-14:07:39,-80,-67,100,100,100,-71,100,100,100,100,100,-82,-87,-91,100,-79,-82,100,100,100,100,100,100,-55,-68,,
26,2022-07-23-14:07:44,-92,-94,100,100,-86,100,100,100,-88,100,100,-87,-83,100,100,-85,-90,100,100,100,100,100,100,-79,-74,,
27,2022-07-23-14:07:49,-80,-67,100,100,-87,-71,100,100,-91,100,100,-82,-86,-91,100,-78,-82,100,100,100,100,100,100,-55,-68,,
28,2022-07-23-14:07:54,-84,-69,100,100,-87,-70,100,100,-89,100,100,-88,-82,-96,100,-78,-91,100,100,100,100,100,100,-63,-68,,
29,2022-07-23-14:07:59,-92,-93,100,100,-85,-84,100,100,-88,100,100,-88,100,100,100,-85,-90,100,100,100,100,100,100,-80,-73,,
30,2022-07-23-14:08:04,-85,-70,100,100,-82,100,100,100,-88,100,100,-79,-82,-87,100,-78,-94,100,100,100,100,100,100,-64,-68,,
31,2022-07-23-14:08:09,-92,-94,100,100,-85,-85,100,100,-88,100,100,-88,-83,100,100,-84,-89,100,100,100,100,100,100,-80,-74,,
32,2022-07-23-14:08:14,-80,-68,100,100,-97,-71,100,100,-92,100,100,-81,-86,-91,100,-78,-82,100,100,100,100,100,100,-55,-68,,
33,2022-07-23-14:08:19,-84,-69,100,100,-83,-70,100,100,-87,100,100,-78,-82,-87,100,-78,-92,-99,100,100,100,100,100,-63,-68,,
34,2022-07-23-14:08:24,-80,100,-98,100,100,-71,100,100,100,100,100,-82,-86,-92,100,-79,-82,-96,100,100,100,100,100,-55,-68,,
35,2022-07-23-14:08:29,-85,-70,100,100,-82,-70,100,100,-88,100,100,-79,-82,-92,100,-78,-93,100,100,100,100,100,100,-64,-68,,
36,2022-07-23-14:08:34,-92,-93,100,100,-86,-85,100,100,-89,100,100,-88,-84,-87,100,-84,-91,100,100,100,100,100,100,-80,-73,,
37,2022-07-23-14:08:39,-80,-67,100,100,100,-71,100,100,-91,100,100,-82,-86,-91,100,-78,-82,-97,100,100,100,100,100,-55,-68,,
38,2022-07-23-14:08:44,-94,100,100,100,-86,-85,100,100,-89,100,100,-88,-84,100,100,-85,100,100,100,100,100,100,100,100,-74,,
39,2022-07-23-14:08:49,-80,-67,-96,100,-85,-71,100,100,-91,100,100,-82,-87,-91,100,-79,-82,100,100,100,100,100,100,-55,-74,,
