index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-84.4
40,2022-07-23-14:08:54,-84,-69,100,100,-83,-70,100,100,-88,100,100,-79,-82,-86,100,-78,-92,-94,100,100,100,100,100,-63,-68,,
41,2022-07-23-14:08:59,-93,-93,-98,100,-87,-85,100,100,-89,100,100,-89,-84,-98,100,-84,-90,-95,100,100,100,100,100,-82,-73,,
42,2022-07-23-14:09:04,-84,-69,-99,100,-83,100,100,100,-88,100,100,100,-82,100,100,-78,100,100,100,100,100,100,100,-64,-68,,
43,2022-07-23-14:09:09,-91,-94,100,100,-87,-86,100,100,-89,100,100,-88,-84,-87,100,-84,-90,100,100,100,100,100,100,-80,-74,,
44,2022-07-23-14:09:14,-80,-67,100,100,-86,-71,100,100,-89,100,100,-81,-87,-91,100,-78,-82,100,100,100,100,100,100,-55,-68,,
45,2022-07-23-14:09:19,-85,-70,100,100,-82,-70,100,100,-88,100,100,-78,-82,-87,100,-79,-92,-97,100,100,100,100,100,-63,-68,,
46,2022-07-23-14:09:24,100,100,100,100,-83,100,100,100,100,100,100,-79,100,100,100,-78,100,100,100,100,100,100,100,-54,-68,,
47,2022-07-23-14:09:29,-84,-68,-97,100,100,-69,100,100,-88,100,100,-79,-82,-91,100,-78,-93,100,100,100,100,100,100,-54,-68,,
48,2022-07-23-14:09:34,-84,-94,100,100,-86,-84,100,100,-88,100,100,-88,-84,-87,100,-84,-90,100,100,100,100,100,100,-79,-74,,
49,2022-07-23-14:09:39,-80,-67,100,100,-86,-71,100,100,-91,100,100,-81,-88,-91,100,-78,-82,100,100,100,100,100,100,-55,-68,,
50,2022-07-23-14:09:44,-80,100,100,100,100,100,100,100,100,100,100,100,-86,-91,100,-78,-82,100,100,100,100,100,100,100,100,,
51,2022-07-23-14:09:49,-80,-67,100,100,-87,-84,100,100,-89,100,100,-88,-84,-91,100,-79,-82,100,100,100,100,100,100,-54,-68,,
52,2022-07-23-14:09:54,-80,-70,100,100,100,-70,100,100,100,100,100,-79,-82,-91,100,-78,-93,100,100,100,100,100,100,-63,-68,,
53,2022-07-23-14:09:59,-91,-91,100,100,-87,-86,100,100,-90,100,100,-87,-83,-86,100,-84,-89,100,100,100,100,100,100,-80,-73,,
54,2022-07-23-14:10:04,-95,-89,100,100,-86,100,100,100,-87,100,100,-89,100,-94,100,100,-89,100,100,100,100,100,100,100,-73,,
55,2022-07-23-14:10:09,-93,-70,100,100,-82,-69,100,100,-90,100,100,-78,-80,-87,100,-77,-92,100,100,100,100,100,100,-63,-68,,
56,2022-07-23-14:10:14,-80,-93,100,100,-86,-71,100,100,-88,100,100,-81,-84,-91,100,-84,-82,100,100,100,100,100,100,-54,-68,,
57,2022-07-23-14:10:19,-84,-70,100,100,-82,-70,100,100,-87,100,100,-78,-82,-92,100,-79,-92,-96,100,100,100,100,100,-63,-68,,
58,2022-07-23-14:10:24,100,-70,100,100,-82,100,100,100,-89,100,100,-79,-82,100,100,-78,100,100,100,100,100,100,100,-63,-68,,
59,2022-07-23-14:10:29,-80,-67,-96,100,100,-71,100,100,-91,100,100,-82,-86,-91,100,-78,-81,100,100,100,100,100,100,-55,-68,,
