index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-66.96
0,2022-07-23-17:29:18,-72,-91,100,100,-91,-82,100,100,100,100,100,-66,-77,-96,100,-84,100,100,100,100,100,100,100,-96,-85,,
1,2022-07-23-17:29:23,-69,-90,100,100,-85,-82,100,100,100,100,100,-64,-76,100,100,-77,100,100,100,100,100,100,100,-88,-78,,
2,2022-07-23-17:29:28,-66,-85,100,100,-84,-83,100,100,100,100,100,-63,-68,100,100,-78,100,100,100,100,100,100,100,100,-77,,
3,2022-07-23-17:29:33,-71,-88,100,100,-88,-83,100,100,100,100,100,-61,-69,100,100,-95,100,100,100,100,100,100,100,-89,-84,,
4,2022-07-23-17:29:38,-64,-83,100,100,-87,-83,100,100,100,100,100,-62,-71,100,100,-77,100,100,100,100,100,100,100,-94,-79,,
5,2022-07-23-17:29:43,-70,-88,100,100,-89,-83,100,100,100,100,100,-62,-69,100,100,-80,100,100,100,100,100,100,100,-91,-83,,
6,2022-07-23-17:29:48,-72,100,100,100,-89,-83,100,100,100,100,100,-62,-68,100,100,100,100,100,100,100,100,100,100,-90,-84,,
7,2022-07-23-17:29:53,-63,-92,100,100,-87,-86,100,100,100,100,100,-57,-68,100,100,-80,100,100,100,100,100,100,100,100,-78,,
8,2022-07-23-17:29:58,-63,-87,100,100,-89,-85,100,100,100,100,100,-61,-68,100,100,100,100,100,100,100,100,100,100,-89,-84,,
9,2022-07-23-17:30:03,-68,-85,100,100,-89,-84,100,100,100,100,100,-62,-69,100,100,-79,100,100,100,100,100,100,100,-93,-77,,
10,2022-07-23-17:30:08,-63,-90,100,100,-86,-84,100,100,100,100,100,-57,-68,100,100,-80,100,100,100,100,100,100,100,-94,100,,
11,2022-07-23-17:30:13,-68,100,100,100,-85,-82,100,100,100,100,100,-62,-70,100,100,-77,100,100,100,100,100,100,100,100,-76,,
12,2022-07-23-17:30:18,-64,-92,100,100,-91,-84,100,100,100,100,100,-57,-67,100,100,100,100,100,100,100,100,100,100,100,-80,,
13,2022-07-23-17:30:23,-70,-87,100,100,-91,-84,100,100,100,100,100,-61,-68,100,100,100,100,100,100,100,100,100,100,-91,-80,,
14,2022-07-23-17:30:28,-67,-86,100,100,-85,-83,100,100,100,100,100,-62,-70,100,100,-78,100,100,100,100,100,100,100,-92,-78,,
15,2022-07-23-17:30:33,-70,-86,100,100,-87,-83,100,100,100,100,100,-61,-68,100,100,100,100,100,100,100,100,100,100,-91,-84,,
16,2022-07-23-17:30:38,-67,-86,100,100,-85,-83,100,100,100,100,100,-62,-70,100,100,-77,100,100,100,100,100,100,100,-92,-84,,
17,2022-07-23-17:30:43,-64,-85,100,100,100,-86,100,100,100,100,100,-57,-68,100,100,-81,100,100,100,100,100,100,100,-93,-80,,
18,2022-07-23-17:30:48,-70,-87,100,100,-88,-83,100,100,100,100,100,-62,-67,100,100,-80,100,100,100,100,100,100,100,-92,-84,,
