index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-66.96
19,2022-07-23-17:30:53,-64,100,100,100,100,-86,100,100,100,100,100,-57,100,100,100,100,100,100,100,100,100,100,100,100,-80,,
20,2022-07-23-17:30:58,-70,-86,100,100,-88,-85,100,100,100,100,100,-61,-68,100,100,-81,100,100,100,100,100,100,100,-90,-84,,
21,2022-07-23-17:31:03,-67,-86,100,100,-85,-83,100,100,100,100,100,-63,-70,100,100,-78,100,100,100,100,100,100,100,-92,-77,,
22,2022-07-23-17:31:08,-64,-92,100,100,-84,-85,100,100,100,100,100,-57,-67,100,100,-80,100,100,100,100,100,100,100,-94,-80,,
23,2022-07-23-17:31:13,-67,100,100,100,-88,100,100,100,100,100,100,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,,
24,2022-07-23-17:31:18,-63,-86,100,100,-85,-83,100,100,100,100,100,-57,-68,100,100,-80,100,100,100,100,100,100,100,100,-77,,
25,2022-07-23-17:31:23,-70,-87,100,100,-88,-83,100,100,100,100,100,-61,-68,100,100,-80,100,100,100,100,100,100,100,-90,-84,,
26,2022-07-23-17:31:28,-67,-86,100,100,-85,-83,100,100,100,100,100,-62,-70,100,100,-78,100,100,100,100,100,100,100,-91,-77,,
27,2022-07-23-17:31:33,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,-77,,
28,2022-07-23-17:31:38,-67,-86,100,100,-88,-83,100,100,100,100,100,-61,-68,100,100,-94,100,100,100,100,100,100,100,-90,-77,,
29,2022-07-23-17:31:43,-64,-86,100,100,-84,-86,100,100,100,100,100,-57,-67,100,100,-80,100,100,100,100,100,100,100,-92,-80,,
30,2022-07-23-17:31:48,-71,-87,100,100,-88,-83,100,100,100,100,100,-61,-68,100,100,100,100,100,100,100,100,100,100,-91,-84,,
31,2022-07-23-17:31:53,-70,100,100,100,100,-83,100,100,100,100,100,-61,-68,100,100,100,100,100,100,100,100,100,100,-90,100,,
32,2022-07-23-17:31:58,-64,-86,100,100,-87,100,100,100,100,100,100,-57,-68,100,100,-80,100,100,100,100,100,100,100,-92,-80,,
33,2022-07-23-17:32:03,-67,-86,100,100,-84,-83,100,100,100,100,100,-62,-68,100,100,-78,100,100,100,100,100,100,100,-91,-84,,
34,2022-07-23-17:32:08,-64,-86,100,100,-84,-85,100,100,100,100,100,-57,-70,100,100,-80,100,100,100,100,100,100,100,-92,-81,,
35,2022-07-23-17:32:13,-64,100,100,100,-88,-85,100,100,100,100,100,-57,-68,100,100,-80,100,100,100,100,100,100,100,100,100,,
36,2022-07-23-17:32:18,-67,-86,100,100,-85,-83,100,100,100,100,100,-63,-70,100,100,-77,100,100,100,100,100,100,100,-91,-77,,
37,2022-07-23-17:32:23,-71,-86,100,100,-88,-83,100,100,100,100,100,-60,-68,100,100,-80,100,100,100,100,100,100,100,-91,-80,,
38,2022-07-23-17:32:28,-67,-87,100,100,-85,-83,100,100,100,100,100,-62,-70,100,100,-78,100,100,100,100,100,100,100,-91,-77,,
39,2022-07-23-17:32:33,-67,-86,100,100,-85,-83,100,100,100,100,100,-62,-70,100,100,-78,100,100,100,100,100,100,100,100,-77,,
40,2022-07-23-17:32:38,-70,100,100,100,-87,-84,100,100,100,100,100,-60,-68,100,100,-95,100,100,100,100,100,100,100,-91,-84,,
41,2022-07-23-17:32:43,-67,-86,100,100,-87,-83,100,100,100,100,100,-62,-67,100,100,-77,100,100,100,100,100,100,100,-92,-80,,
42,2022-07-23-17:32:48,-64,-86,100,100,-88,-83,100,100,100,100,100,-61,-68,100,100,-80,100,100,100,100,100,100,100,-91,-80,,
43,2022-07-23-17:32:53,-70,-87,100,100,-87,-83,100,100,100,100,100,-61,-69,100,100,100,100,100,100,100,100,100,100,-91,-84,,
44,2022-07-23-17:32:58,-64,100,100,100,-88,-86,100,100,100,100,100,-57,-67,100,100,-80,100,100,100,100,100,100,100,100,-80,,
45,2022-07-23-17:33:03,-70,-87,100,100,-88,-83,100,100,100,100,100,-61,-70,100,100,-78,100,100,100,100,100,100,100,-91,-84,,
46,2022-07-23-17:33:08,-64,-92,100,100,-85,-83,100,100,100,100,100,-62,-67,100,100,-80,100,100,100,100,100,100,100,-92,-80,,
47,2022-07-23-17:33:13,-64,100,100,100,100,-85,100,100,100,100,100,-57,-68,100,100,100,100,100,100,100,100,100,100,-93,-80,,
48,2022-07-23-17:33:18,-67,-85,100,100,100,-83,100,100,100,100,100,-62,-70,100,100,-78,100,100,100,100,100,100,100,-92,-77,,
49,2022-07-23-17:33:23,-63,100,100,100,-88,-85,100,100,100,100,100,-57,-67,100,100,-81,100,100,100,100,100,100,100,-92,-80,,
50,2022-07-23-17:33:28,-70,-87,100,100,-88,-83,100,100,100,100,100,-61,-68,100,100,-95,100,100,100,100,100,100,100,-91,-84,,
51,2022-07-23-17:33:33,-67,-86,100,100,-84,-83,100,100,100,100,100,-62,-70,100,100,-77,100,100,100,100,100,100,100,-92,-77,,
52,2022-07-23-17:33:38,-71,-87,100,100,-87,-83,100,100,100,100,100,100,-69,100,100,100,100,100,100,100,100,100,100,-90,100,,
53,2022-07-23-17:33:43,-67,-86,100,100,-84,-83,100,100,100,100,100,-62,-70,100,100,-78,100,100,100,100,100,100,100,-91,-85,,
54,2022-07-23-17:33:48,-64,-92,100,100,100,-85,100,100,100,100,100,-57,-68,100,100,-80,100,100,100,100,100,100,100,-92,-80,,
55,2022-07-23-17:33:53,-70,-87,100,100,-88,-83,100,100,100,100,100,-61,-69,100,100,100,100,100,100,100,100,100,100,-90,-84,,
56,2022-07-23-17:33:58,100,100,100,100,100,-85,100,100,100,100,100,-57,-67,100,100,100,100,100,100,100,100,100,100,-92,100,,
57,2022-07-23-17:34:03,-71,-87,100,100,-87,-83,100,100,100,100,100,-61,-69,100,100,-95,100,100,100,100,100,100,100,-92,-84,,
58,2022-07-23-17:34:08,-67,-86,100,100,100,-83,100,100,100,100,100,-62,-70,100,100,-77,100,100,100,100,100,100,100,-92,-77,,
59,2022-07-23-17:34:13,-64,-92,100,100,-87,-86,100,100,100,100,100,-57,-67,100,100,-80,100,100,100,100,100,100,100,-92,-80,,
