index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-59.86
0,2022-07-23-17:51:02,-60,-94,100,100,-90,-85,100,100,100,100,100,-68,-83,-96,100,-86,100,100,100,100,100,100,100,-88,-89,,
1,2022-07-23-17:51:07,-57,-84,100,100,100,-73,100,100,100,100,100,-66,-74,100,100,100,100,100,100,100,100,100,100,100,-78,,
2,2022-07-23-17:51:12,-58,-83,100,100,-87,-78,100,100,100,100,100,-59,-74,100,100,-82,100,100,100,100,100,100,100,-87,-76,,
3,2022-07-23-17:51:17,-58,-83,100,100,-86,-78,100,100,100,100,100,-59,-74,100,100,-82,100,100,100,100,100,100,100,100,-76,,
4,2022-07-23-17:51:22,-58,-88,100,100,-92,-74,100,100,100,100,100,-60,-80,100,100,-84,100,100,100,100,100,100,100,-86,-79,,
5,2022-07-23-17:51:27,-63,-84,100,100,-86,-77,100,100,100,100,100,-59,-72,100,100,-80,100,100,100,100,100,100,100,-88,-78,,
6,2022-07-23-17:51:32,-73,-85,100,100,-92,-82,100,100,100,100,100,-60,-85,100,100,-83,100,100,100,100,100,100,100,100,-87,,
7,2022-07-23-17:51:37,-57,-86,100,100,100,-74,100,100,100,100,100,-59,-78,100,100,-84,100,100,100,100,100,100,100,-87,-78,,
8,2022-07-23-17:51:42,-63,-85,100,100,100,-83,100,100,100,100,100,-65,-82,100,100,-92,100,100,100,100,100,100,100,-97,-87,,
9,2022-07-23-17:51:47,-57,-88,100,100,100,-74,100,100,100,100,100,-60,-76,100,100,-84,100,100,100,100,100,100,100,-87,-77,,
10,2022-07-23-17:51:52,-58,-83,100,100,100,-77,100,100,100,100,100,-59,-76,100,100,-80,100,100,100,100,100,100,100,-88,-76,,
11,2022-07-23-17:51:57,-66,-84,100,100,100,-82,100,100,100,100,100,-65,-83,100,100,-94,100,100,100,100,100,100,100,-97,-82,,
12,2022-07-23-17:52:02,-58,-83,100,100,100,-78,100,100,100,100,100,-59,-76,100,100,-80,100,100,100,100,100,100,100,-88,-76,,
13,2022-07-23-17:52:07,-66,-83,100,100,100,-81,100,100,100,100,100,-65,-83,100,100,-100,100,100,100,100,100,100,100,-93,-82,,
