index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-17:46:48,100,-72,-86,-92,-78,-92,-78,-87,-62,-84,-100,-92,100,-97,-87,-93,-98,-65,-74,-95,-96,100,-93,-98,-87,-97
1,2022-07-19-17:46:53,100,-72,-92,100,-76,100,100,-77,-64,100,100,-89,100,100,100,100,-96,-67,-69,-97,-94,100,100,100,100,100
2,2022-07-19-17:46:58,100,-70,-90,-95,-73,100,-77,-92,-66,-83,100,-83,100,100,-76,-86,100,-68,-82,100,-94,100,-89,-88,-87,-92
3,2022-07-19-17:47:03,100,-75,-82,100,-73,100,-77,-81,-60,-79,100,-84,100,100,-71,-88,-91,-66,-74,-90,100,100,-83,100,-76,100
4,2022-07-19-17:47:08,100,-70,-87,-85,-70,100,-89,-92,-74,-84,-98,-86,100,100,-76,-88,100,-68,-85,-93,-95,100,-87,-88,-87,100
5,2022-07-19-17:47:13,100,-70,-91,-97,100,100,-84,-89,-73,-83,100,-86,100,100,-77,100,100,-68,-78,100,100,100,-89,-88,-87,-98
6,2022-07-19-17:47:18,100,-77,-85,-86,-73,100,-78,100,-60,-80,100,-83,100,100,-72,100,100,-81,-73,-84,100,100,-84,100,-80,-98
7,2022-07-19-17:47:23,100,-71,-88,100,-74,100,-84,-81,-74,-79,100,-88,100,100,-76,-87,100,-66,-82,100,100,100,-88,-87,-84,-96
8,2022-07-19-17:47:28,100,-77,-86,-85,-72,100,-76,-82,-60,-80,100,-83,100,100,-71,-88,-95,-81,-71,100,100,100,-86,-91,-80,100
9,2022-07-19-17:47:33,100,-77,-85,-86,-73,100,-77,-87,-60,-80,-96,100,100,100,-71,100,100,-80,-71,-85,100,100,-83,100,-80,100
10,2022-07-19-17:47:38,100,-65,-87,-94,-74,100,-78,-81,-64,-80,100,-83,100,100,-71,-88,-96,-66,-74,100,-91,100,-85,100,-86,100
11,2022-07-19-17:47:43,100,-76,-87,-85,-73,100,-76,-87,-60,-83,-95,-88,100,100,-71,-88,-96,-68,-71,-84,100,100,-83,-88,-80,100
12,2022-07-19-17:47:48,100,-65,-88,-96,-74,100,-78,-92,-64,-80,100,-88,100,100,-71,-88,-97,-66,-83,100,-93,100,-85,-88,-85,-98
13,2022-07-19-17:47:53,100,-65,-88,-94,-73,-92,-78,-81,-64,-80,100,-83,100,100,-71,-89,-92,-66,-74,-89,-91,100,-85,100,-86,100
14,2022-07-19-17:47:58,100,-71,-85,100,-71,100,-85,-91,-74,-84,100,-87,100,100,-76,-87,-97,-68,-82,100,-94,100,-88,-87,-85,100
15,2022-07-19-17:48:03,100,-68,-85,-94,-72,100,-78,-82,-65,-80,100,-82,100,100,-72,-87,100,-66,-74,-93,-92,100,-86,-87,-89,-97
16,2022-07-19-17:48:08,100,-77,-85,-86,-72,100,-77,-90,-74,-78,100,-83,100,100,-76,100,100,-68,-72,-93,-93,100,-84,-91,-80,100
17,2022-07-19-17:48:13,100,-70,-89,100,-70,100,-83,-92,-74,-84,100,-86,100,100,-76,100,100,-68,-89,-94,-94,100,100,-87,-87,100
18,2022-07-19-17:48:18,100,-80,-87,-86,-72,100,-78,100,-60,-80,-96,-84,100,100,-71,100,100,-80,-70,-85,100,100,-83,100,-80,-98
19,2022-07-19-17:48:23,100,-71,-89,-86,-70,100,-85,-92,-74,-84,100,-87,100,100,-76,-89,100,-69,-85,100,-95,100,-84,-87,-87,100
20,2022-07-19-17:48:28,100,-77,-88,100,-74,-93,-79,-82,-64,-80,-97,-87,100,100,-71,-87,100,-66,-72,-96,-91,100,-84,-88,-86,100
