index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
18,2022-07-22-14:39:34,100,-76,100,100,-78,100,-92,-94,-66,100,100,100,100,-84,100,100,-76,-71,100,100,100,-92,100,100,100
19,2022-07-22-14:39:39,100,-82,100,100,-76,100,-92,-90,-57,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100
20,2022-07-22-14:39:44,100,-76,100,100,-78,100,-92,-91,-66,100,100,100,100,-84,100,100,-78,-71,100,100,100,100,100,-92,100
21,2022-07-22-14:39:49,100,-78,100,100,-75,100,100,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
22,2022-07-22-14:39:54,100,-82,100,100,-76,100,-94,-94,-58,100,100,100,100,-83,100,100,-91,-80,100,100,100,-90,100,-91,100
23,2022-07-22-14:39:59,100,-83,100,100,-73,100,100,100,-66,100,100,100,100,-78,100,100,-79,100,100,100,100,100,100,100,100
24,2022-07-22-14:40:04,100,-83,100,100,-74,100,-90,-85,-58,100,100,100,100,-83,100,100,-88,-81,100,100,100,100,100,-91,100
25,2022-07-22-14:40:09,100,-77,100,100,-78,100,-92,-91,-66,100,100,100,100,-83,100,100,-78,-71,100,100,100,-92,100,-91,100
26,2022-07-22-14:40:14,100,-78,100,100,-75,100,-96,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
27,2022-07-22-14:40:19,100,-78,100,100,-75,100,100,-86,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,100
28,2022-07-22-14:40:24,100,-78,100,100,-78,100,-93,-87,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
29,2022-07-22-14:40:29,100,-82,100,100,-76,100,-92,-91,-58,100,100,100,100,-83,100,100,-91,-80,100,100,100,100,100,-93,100
30,2022-07-22-14:40:34,100,-76,100,100,-78,100,-92,-92,-66,100,100,100,100,-84,100,100,-78,-71,100,100,100,100,100,-95,100
31,2022-07-22-14:40:39,100,100,100,100,100,100,100,-95,100,100,100,100,100,-84,100,100,-78,-70,100,100,100,100,100,100,100
32,2022-07-22-14:40:44,100,-76,100,100,-78,100,-92,-96,-66,100,100,100,100,-84,100,100,-91,-81,100,100,100,-98,100,-91,100
33,2022-07-22-14:40:49,100,-76,100,100,-75,100,100,-87,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-91,100,100,100
34,2022-07-22-14:40:54,100,-83,100,100,-76,100,-91,-91,-57,100,100,100,100,-82,100,100,-79,-80,100,100,100,-90,100,-92,100
35,2022-07-22-14:40:59,100,-82,100,100,-76,100,-92,-92,-58,100,100,100,100,100,100,100,-91,-81,100,100,100,100,100,-92,100
36,2022-07-22-14:41:04,100,-78,100,100,-76,100,100,-86,-58,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
37,2022-07-22-14:41:09,100,-76,100,100,-78,100,-93,-92,-58,100,100,100,100,-83,100,100,-91,-69,100,100,100,-98,100,-91,100
38,2022-07-22-14:41:14,100,-78,100,100,-75,100,-92,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-91,100,100,100
39,2022-07-22-14:41:19,100,-78,100,100,-75,100,100,-86,-66,100,100,100,100,-77,100,100,-80,-72,100,100,100,-90,100,100,100
40,2022-07-22-14:41:24,100,-76,100,100,-78,100,-94,-94,-66,100,100,100,100,-84,100,100,-78,-70,100,100,100,-92,100,-94,100
41,2022-07-22-14:41:29,100,-82,100,100,-76,100,-92,-87,-58,100,100,100,100,-82,100,100,-90,-81,100,100,100,-89,100,-96,100
42,2022-07-22-14:41:34,100,-76,100,100,-78,100,-93,-91,-66,100,100,100,100,-84,100,100,-78,-81,100,100,100,100,100,-94,100
43,2022-07-22-14:41:39,100,-75,100,100,-78,100,-93,100,100,100,100,100,100,-84,100,100,-78,-70,100,100,100,100,100,-96,100
44,2022-07-22-14:41:44,100,-83,100,100,-76,100,-92,-90,-58,100,100,100,100,-83,100,100,-92,-80,100,100,100,100,100,-91,100
45,2022-07-22-14:41:49,100,-76,100,100,-78,100,-93,100,-66,100,100,100,100,-77,100,100,-78,-71,100,100,100,-92,100,-90,100
46,2022-07-22-14:41:54,100,-82,100,100,-76,100,-92,-90,-58,100,100,100,100,-83,100,100,-90,-81,100,100,100,100,100,-91,100
47,2022-07-22-14:41:59,100,-82,100,100,-76,100,100,-92,-58,100,100,100,100,-83,100,100,-90,-80,100,100,100,100,100,-91,100
48,2022-07-22-14:42:04,100,-78,100,100,-75,100,100,-87,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
49,2022-07-22-14:42:09,100,-82,100,100,-76,100,-91,-91,-58,100,100,100,100,-83,100,100,-91,-81,100,100,100,-96,100,-92,100
50,2022-07-22-14:42:14,100,-78,100,100,-78,100,-92,-87,-66,100,100,100,100,-84,100,100,-79,-72,100,100,100,100,100,100,100
51,2022-07-22-14:42:19,100,-78,100,100,-75,100,100,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
52,2022-07-22-14:42:24,100,-76,100,100,-78,100,100,-94,-66,100,100,100,100,100,100,100,-77,-70,100,100,100,100,100,100,100
53,2022-07-22-14:42:29,100,-78,100,100,-74,100,-92,-87,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
54,2022-07-22-14:42:34,100,-73,100,100,-76,100,-90,-94,-58,100,100,100,100,-83,100,100,-91,-84,100,100,100,100,100,-91,100
55,2022-07-22-14:42:39,100,-75,100,100,-78,100,100,100,-66,100,100,100,100,-84,100,100,-78,-70,100,100,100,-92,100,-87,100
56,2022-07-22-14:42:44,100,-82,100,100,-76,100,-93,100,-58,100,100,100,100,-82,100,100,-91,-81,100,100,100,100,100,-90,100
57,2022-07-22-14:42:49,100,-76,100,100,-78,100,-92,100,-66,100,100,100,100,-84,100,100,-78,-70,100,100,100,-92,100,-91,100
58,2022-07-22-14:42:54,100,-78,100,100,-75,100,-93,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100
59,2022-07-22-14:42:59,100,-82,100,100,-76,100,-92,-92,-57,100,100,100,100,-83,100,100,-92,-80,100,100,100,100,100,-92,100
