index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-19:18:05,100,-97,-96,-93,-88,100,-88,-100,-94,-92,-96,-87,100,100,-88,-63,100,-83,-86,-97,-82,100,-82,-93,100,100
1,2022-07-19-19:18:10,100,-98,100,-92,-78,100,-86,100,100,-88,-92,-77,100,100,-82,-59,100,-85,-78,-85,-80,100,-66,-94,100,100
2,2022-07-19-19:18:15,100,100,-94,-88,-77,100,-89,100,100,-92,-93,-75,100,100,-88,-62,100,-82,-85,-87,-80,100,-72,-93,100,100
3,2022-07-19-19:18:20,100,100,100,-94,-91,100,-86,100,100,-94,-98,-85,100,100,100,-62,100,-82,-85,-94,-96,100,-75,100,100,100
4,2022-07-19-19:18:25,100,100,-92,-86,-78,100,-84,100,100,-89,100,-80,100,100,-91,-62,100,-82,-76,-84,-86,100,-63,100,100,100
5,2022-07-19-19:18:30,100,100,100,-87,-91,100,-86,-96,100,100,100,-83,100,100,-91,-62,100,-82,-86,-96,100,100,-71,100,100,100
6,2022-07-19-19:18:35,100,100,100,-94,-77,100,-92,100,100,100,-93,-78,100,100,-90,-63,100,-78,-76,-99,-86,100,-67,-97,100,100
7,2022-07-19-19:18:40,100,100,-94,-89,-78,100,-84,100,100,100,100,-80,100,100,-89,-62,100,-80,-76,-83,-87,100,-67,100,100,100
8,2022-07-19-19:18:45,100,100,100,-92,-79,100,-91,100,100,100,-96,-77,100,100,-82,-64,100,-78,-76,100,-86,100,-66,100,100,100
9,2022-07-19-19:18:50,100,100,100,-92,-77,100,-82,100,100,-93,100,-80,100,100,-88,-62,100,-83,-76,-83,-85,100,-66,100,100,100
10,2022-07-19-19:18:55,100,100,100,-92,-89,100,-93,100,100,100,100,-80,100,100,-88,-62,100,-84,-85,-96,-84,100,-76,100,100,100
11,2022-07-19-19:19:00,100,100,100,-90,-80,100,-87,100,100,-93,-91,-74,100,100,-83,-61,100,-81,-75,-89,-80,100,-62,-93,100,100
12,2022-07-19-19:19:05,100,100,100,100,100,100,-87,100,100,-91,100,-76,100,100,-90,-62,100,-83,-85,-88,100,100,-69,-92,100,100
13,2022-07-19-19:19:10,100,100,100,-91,-80,100,-89,100,100,-92,-92,-74,100,100,-82,-63,100,-79,-78,-86,-81,100,-64,100,100,100
14,2022-07-19-19:19:15,100,100,-95,-85,-77,100,-85,-99,-96,-90,-98,-75,100,100,-92,-62,100,-82,-76,-82,-81,100,-62,100,100,100
15,2022-07-19-19:19:20,100,100,100,100,-90,100,-88,-96,100,-91,-94,-77,100,100,100,-62,100,-82,-85,-88,100,100,-70,-92,100,100
16,2022-07-19-19:19:25,100,100,100,-85,-78,100,-84,100,100,100,100,-76,100,100,100,-62,100,-81,-76,-82,-80,100,-60,100,100,100
17,2022-07-19-19:19:30,100,100,-94,-85,-79,100,-88,-96,100,-92,-95,-76,100,100,-88,-62,100,-82,-86,-88,-81,100,-69,100,100,100
18,2022-07-19-19:19:35,100,100,100,-91,-80,100,-90,100,100,-92,-92,-74,100,100,-83,-64,100,-79,-76,-88,-81,100,-64,-94,100,100
19,2022-07-19-19:19:40,100,100,-94,-85,-78,100,-86,100,-96,-90,-96,-76,100,100,-92,-62,100,-82,-76,-83,-80,100,-62,100,100,100
20,2022-07-19-19:19:45,100,100,100,100,-80,100,100,100,100,-94,100,-74,100,100,-82,-63,100,-79,-76,100,-81,100,100,100,100,100
21,2022-07-19-19:19:50,100,100,-94,-85,-78,100,-86,100,100,-89,-91,-75,100,100,-82,-62,100,-82,-76,-82,-81,100,-62,100,100,100
22,2022-07-19-19:19:55,100,100,100,-85,-92,100,-88,-97,-96,-92,-94,-76,100,100,100,-62,100,-82,-85,-88,-81,100,-69,-92,100,100
23,2022-07-19-19:20:00,100,100,100,-90,-80,100,-90,-97,100,-92,-91,-74,100,100,-82,-63,100,-79,-76,-90,-81,100,-64,100,100,100
24,2022-07-19-19:20:05,100,100,100,100,-90,100,-90,100,100,100,100,-74,100,100,100,-64,100,-82,-85,-88,100,100,-64,100,100,100
25,2022-07-19-19:20:10,100,100,100,-90,-80,100,-90,-97,100,-93,-95,-74,100,100,-82,-64,100,-80,-76,-86,-80,100,-63,-92,100,100
26,2022-07-19-19:20:15,100,100,-93,-85,-77,100,-84,100,100,100,-92,-74,100,100,-91,-62,100,-82,-76,-82,-81,100,-62,100,100,100
27,2022-07-19-19:20:20,100,100,100,-85,-90,100,-89,100,-97,-92,-94,-76,100,100,-92,-62,100,-82,-85,-87,-80,100,-69,-93,100,100
28,2022-07-19-19:20:25,100,100,100,100,-78,100,-88,100,100,-92,100,-76,100,100,100,-62,100,100,-85,-88,-80,100,-69,-92,100,100
29,2022-07-19-19:20:30,100,100,-94,-85,-90,100,-84,100,100,-92,100,-76,100,100,-91,-62,100,-82,-86,-82,-81,100,-69,-92,100,100
30,2022-07-19-19:20:35,100,100,100,-91,-80,100,-90,100,100,-93,-92,-74,100,100,-82,-63,100,-79,-76,100,-81,100,-64,100,100,100
31,2022-07-19-19:20:40,100,100,-93,-85,-77,100,-86,100,100,-89,-91,-76,100,100,-93,-62,100,-82,-76,-82,-81,100,-62,-94,100,100
32,2022-07-19-19:20:45,100,100,-96,-85,-78,100,100,100,100,100,100,100,100,100,100,-62,100,-82,-76,-82,100,100,-62,100,100,100
33,2022-07-19-19:20:50,100,100,100,-85,-80,100,-90,-102,100,-90,-92,-74,100,100,-92,-62,100,-79,-76,-82,-81,100,-64,100,100,100
34,2022-07-19-19:20:55,100,100,-97,100,-78,100,-88,100,-98,-91,-93,-76,100,100,-92,-62,100,-81,-85,100,-81,100,-69,100,100,100
35,2022-07-19-19:21:00,100,100,100,-90,-80,100,-90,100,100,-93,-92,-74,100,100,-82,-63,100,-79,-76,-88,-81,100,-64,-92,100,100
36,2022-07-19-19:21:05,100,100,100,100,-80,100,-90,100,100,-92,-91,-74,100,100,-82,-64,100,-79,-76,-90,-81,100,-64,100,100,100
37,2022-07-19-19:21:10,100,100,100,-91,-91,100,-89,-96,100,-93,-94,-76,100,100,100,-62,100,-82,-85,-89,100,100,-69,-91,100,100
38,2022-07-19-19:21:15,100,100,100,-91,-78,100,-85,-97,100,-93,-92,-75,100,100,-82,-62,100,-79,-75,-82,-80,100,-62,100,100,100
39,2022-07-19-19:21:20,100,100,-94,-84,-91,100,-88,-96,100,-91,-94,-76,100,100,-93,-62,100,-82,-85,-82,-81,100,-69,100,100,100
40,2022-07-19-19:21:25,100,100,100,100,-90,100,-88,100,100,-92,-95,-76,100,100,100,-62,100,-82,-86,-88,100,100,-69,-92,100,100
41,2022-07-19-19:21:30,100,100,-93,-85,-77,100,-84,100,100,-90,-100,-76,100,100,-92,-62,100,-82,-75,-82,-81,100,-62,100,100,100
42,2022-07-19-19:21:35,100,100,100,100,-91,100,-90,100,100,-91,-94,-74,100,100,-82,-64,100,-79,-76,-88,-81,100,-64,-92,100,100
43,2022-07-19-19:21:40,100,100,100,-85,-77,100,-86,100,100,-90,-92,-75,100,100,-91,-62,100,-82,-76,-82,-81,100,-62,-92,100,100
44,2022-07-19-19:21:45,100,100,100,-85,-78,100,-85,100,100,-89,100,-76,100,100,100,-62,100,-82,-76,100,-80,100,-62,-95,100,100
45,2022-07-19-19:21:50,100,100,100,-89,-80,100,-89,100,100,-93,-91,-74,100,100,-83,-64,100,-79,-76,100,-80,100,-64,100,100,100
46,2022-07-19-19:21:55,100,100,-95,-84,-77,100,-85,100,100,-89,100,-75,100,100,-92,-62,100,-82,-85,-83,-81,100,-62,100,100,100
47,2022-07-19-19:22:00,100,100,100,-90,-80,100,-89,-96,100,-92,-91,-76,100,100,-82,-62,100,-80,-85,-89,-81,100,-69,-92,100,100
48,2022-07-19-19:22:05,100,100,100,-90,-80,100,-89,100,100,-93,-91,-74,100,100,-82,-63,100,-79,-76,100,-81,100,-64,100,100,100
49,2022-07-19-19:22:10,100,100,100,100,-90,100,-89,-94,100,100,-95,-76,100,100,100,-62,100,-82,-86,100,100,100,-69,-91,100,100
50,2022-07-19-19:22:15,100,100,100,-90,-80,100,-92,-94,100,-92,-91,-74,100,100,-82,-63,100,-80,-76,-88,-80,100,-64,100,100,100
51,2022-07-19-19:22:20,100,100,-94,-85,-78,100,-89,-88,100,-92,-95,-76,100,100,-90,-62,100,-82,-76,-82,-81,100,-62,100,100,100
52,2022-07-19-19:22:25,100,100,100,100,-90,100,-88,-96,100,-91,-94,-76,100,100,100,-62,100,-82,-85,-88,100,100,-69,-92,100,100
53,2022-07-19-19:22:30,100,100,-95,-85,-78,100,-85,100,100,-89,100,-75,100,100,100,-62,100,-82,-76,-82,-81,100,-62,100,100,100
54,2022-07-19-19:22:35,100,100,-94,-85,-90,100,-89,100,-96,-91,-94,-76,100,100,-92,-62,100,-82,-86,-87,-81,100,-69,-92,100,100
