index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-71.98
0,2022-07-23-17:22:16,-74,-85,100,100,-90,-92,100,100,100,100,100,-74,-62,100,100,-85,100,100,100,100,-87,100,100,-92,-91,,
1,2022-07-23-17:22:21,-71,-88,100,100,100,-80,100,100,100,100,100,-58,100,100,100,100,100,100,100,100,100,100,100,-93,100,,
2,2022-07-23-17:22:26,-75,-85,100,100,-81,-80,100,100,100,100,100,-67,-80,100,100,-86,100,100,100,100,100,100,100,-92,-82,,
3,2022-07-23-17:22:31,-89,-85,100,100,-91,-84,100,100,100,100,100,-67,-71,100,100,-80,100,100,100,100,100,100,100,-88,100,,
4,2022-07-23-17:22:36,-69,-88,100,100,-82,-78,100,100,100,100,100,-58,-63,-96,100,-86,100,100,100,100,100,100,100,-90,-77,,
5,2022-07-23-17:22:41,-67,100,100,100,100,100,100,100,100,100,100,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,,
6,2022-07-23-17:22:46,-68,-84,100,100,-82,-77,100,100,100,100,100,-65,-75,100,100,-78,100,100,100,100,100,100,100,-90,-77,,
7,2022-07-23-17:22:51,-72,-89,100,100,-91,-80,100,100,100,100,100,-75,-63,-94,100,-83,100,100,100,100,100,100,100,-88,-77,,
8,2022-07-23-17:22:56,-76,-86,100,100,-88,-85,100,100,100,100,100,-72,-66,100,100,-80,100,100,100,100,100,100,100,-89,-84,,
9,2022-07-23-17:23:01,100,-88,100,100,100,-84,100,100,100,100,100,-71,100,100,100,-78,100,100,100,100,100,100,100,100,100,,
10,2022-07-23-17:23:06,-71,-86,100,100,100,-79,100,100,100,100,100,-71,-63,100,100,-76,100,100,100,100,100,100,100,-91,-77,,
11,2022-07-23-17:23:11,-70,-87,100,100,-82,-77,100,100,100,100,100,-66,-68,100,100,-78,100,100,100,100,100,100,100,-90,-77,,
12,2022-07-23-17:23:16,-70,-88,100,100,-92,-77,100,100,100,100,100,-74,-62,100,100,-83,100,100,100,100,100,100,100,-94,-78,,
13,2022-07-23-17:23:21,-71,-87,100,100,100,-80,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,-77,,
14,2022-07-23-17:23:26,-70,-86,100,100,-82,-77,100,100,100,100,100,-75,-69,100,100,-80,100,100,100,100,100,100,100,-94,-76,,
15,2022-07-23-17:23:31,-77,-87,100,100,-92,-85,100,100,100,100,100,-71,-67,100,100,-83,100,100,100,100,100,100,100,-89,-85,,
16,2022-07-23-17:23:36,-70,-88,100,100,-82,-77,100,100,100,100,100,-65,-68,100,100,-80,100,100,100,100,100,100,100,-94,-77,,
17,2022-07-23-17:23:41,-70,-89,100,100,100,-77,100,100,100,100,100,-65,-68,100,100,-80,100,100,100,100,100,100,100,-93,-77,,
18,2022-07-23-17:23:46,-77,-86,100,100,-91,-85,100,100,100,100,100,-71,-67,100,100,-77,100,100,100,100,100,100,100,-88,-86,,
19,2022-07-23-17:23:51,-71,-88,100,100,-82,-77,100,100,100,100,100,-75,-70,-99,100,-80,100,100,100,100,100,100,100,-89,-77,,
20,2022-07-23-17:23:56,-77,-87,100,100,-92,-85,100,100,100,100,100,-75,-67,100,100,-83,100,100,100,100,100,100,100,-89,-85,,
21,2022-07-23-17:24:01,-77,100,100,100,100,-85,100,100,100,100,100,-71,-67,100,100,-77,100,100,100,100,100,100,100,-88,100,,
22,2022-07-23-17:24:06,-70,-89,100,100,-90,-80,100,100,100,100,100,100,-62,100,100,100,100,100,100,100,100,100,100,-89,-78,,
23,2022-07-23-17:24:11,-77,-87,100,100,-93,-85,100,100,100,100,100,100,-67,100,100,-77,100,100,100,100,100,100,100,-90,-85,,
24,2022-07-23-17:24:16,-70,-87,100,100,100,-80,100,100,100,100,100,-65,-62,100,100,-80,100,100,100,100,100,100,100,-89,-77,,
25,2022-07-23-17:24:21,-71,-87,100,100,-90,-80,100,100,100,100,100,-75,-62,100,100,-83,100,100,100,100,100,100,100,-88,-78,,
26,2022-07-23-17:24:26,-70,-88,100,100,100,-77,100,100,100,100,100,-65,-69,100,100,-80,100,100,100,100,100,100,100,-95,-77,,
