index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-69.82
41,2022-07-23-16:45:55,-73,100,100,100,-84,-88,100,100,100,100,100,-79,-56,100,100,-61,100,100,100,100,100,100,100,100,100,,
42,2022-07-23-16:46:00,-82,-83,100,100,-83,-94,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-90,-77,,
43,2022-07-23-16:46:05,-73,-84,100,100,-84,-88,100,100,100,100,100,-79,-53,100,100,-61,100,100,100,100,100,100,100,-86,-78,,
44,2022-07-23-16:46:10,-73,100,100,100,-83,-89,100,100,100,100,100,-78,-56,100,100,-61,100,100,100,100,100,100,100,-85,-77,,
45,2022-07-23-16:46:15,-76,-80,100,100,-86,-91,100,100,100,100,100,-79,-52,100,100,-64,100,100,100,100,100,100,100,-86,-81,,
46,2022-07-23-16:46:20,-73,-84,100,100,-84,-90,100,100,100,100,100,-79,-56,100,100,-61,100,100,100,100,100,100,100,-87,-77,,
47,2022-07-23-16:46:25,-82,-83,100,100,100,100,100,100,100,100,100,-83,-53,100,100,-70,100,100,100,100,100,100,100,-90,-77,,
48,2022-07-23-16:46:30,-77,-80,100,100,-86,100,100,100,100,100,100,-78,-53,100,100,-64,100,100,100,100,100,100,100,-87,-81,,
49,2022-07-23-16:46:35,-81,-83,100,100,100,100,100,100,100,100,100,-83,100,100,100,-70,100,100,100,100,100,100,100,-91,100,,
50,2022-07-23-16:46:40,-77,-80,100,100,-86,-91,100,100,100,100,100,100,-53,100,100,-64,100,100,100,100,100,100,100,-87,-80,,
51,2022-07-23-16:46:45,-73,-83,100,100,-84,-89,100,100,100,100,100,-79,-56,100,100,-61,100,100,100,100,100,100,100,-85,-77,,
52,2022-07-23-16:46:50,100,-83,100,100,100,-95,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-90,-78,,
53,2022-07-23-16:46:55,-73,-84,100,100,-84,100,100,100,100,100,100,-79,-56,100,100,100,100,100,100,100,100,100,100,-86,-77,,
54,2022-07-23-16:47:00,-82,-83,100,100,-99,-88,100,100,100,100,100,-82,-69,100,100,-70,100,100,100,100,100,100,100,-91,-78,,
55,2022-07-23-16:47:05,-79,-80,100,100,-85,-92,100,100,100,100,100,-79,-53,100,100,-64,100,100,100,100,-88,100,100,-86,-81,,
56,2022-07-23-16:47:10,-73,-84,100,100,-84,100,100,100,100,100,100,-79,-56,100,100,-61,100,100,100,100,100,100,100,-86,-77,,
57,2022-07-23-16:47:15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
58,2022-07-23-16:47:20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
59,2022-07-23-16:47:25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
