index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-69.82
0,2022-07-23-16:42:30,-75,-91,100,100,-97,-86,100,100,100,100,100,-78,-55,100,100,-82,100,100,100,100,-92,100,100,-89,-90,,
1,2022-07-23-16:42:35,-73,-77,100,100,-88,-83,100,100,100,100,100,-80,-56,100,100,-63,100,100,100,100,100,100,100,-89,-78,,
2,2022-07-23-16:42:40,-80,-84,100,100,-89,-95,100,100,100,100,100,-80,-65,100,100,-70,100,100,100,100,100,100,100,-90,-82,,
3,2022-07-23-16:42:45,-77,-79,100,100,-89,100,100,100,100,100,100,-84,-53,100,100,-66,100,100,100,100,100,100,100,-82,-84,,
4,2022-07-23-16:42:50,-81,-83,100,100,100,-94,100,100,100,100,100,100,-64,100,100,-71,100,100,100,100,100,100,100,100,-76,,
5,2022-07-23-16:42:55,-77,-78,100,100,-96,-87,100,100,100,100,100,-81,-53,100,100,-65,100,100,100,100,100,100,100,-82,-87,,
6,2022-07-23-16:43:00,-70,-80,100,100,-84,-81,100,100,100,100,100,-82,-58,100,100,-63,100,100,100,100,100,100,100,-90,-82,,
7,2022-07-23-16:43:05,-80,-83,100,100,100,-93,100,100,100,100,100,-80,-64,100,100,-70,100,100,100,100,100,100,100,-90,-76,,
8,2022-07-23-16:43:10,-79,100,100,100,100,-84,100,100,100,100,100,-74,100,100,100,-63,100,100,100,100,100,100,100,100,100,,
9,2022-07-23-16:43:15,-83,-82,100,100,-98,-92,100,100,100,100,100,-85,-66,100,100,-72,100,100,100,100,100,100,100,-85,-81,,
10,2022-07-23-16:43:20,-76,-79,100,100,-89,100,100,100,100,100,100,-79,-53,100,100,-65,100,100,100,100,100,100,100,-83,-84,,
11,2022-07-23-16:43:25,-74,-82,100,100,-83,-86,100,100,100,100,100,-77,-56,100,100,-61,100,100,100,100,100,100,100,-91,-77,,
12,2022-07-23-16:43:30,-74,100,100,100,-84,100,100,100,100,100,100,-78,100,100,100,-65,100,100,100,100,100,100,100,-87,-77,,
13,2022-07-23-16:43:35,-77,-81,100,100,-82,-87,100,100,100,100,100,-78,-53,100,100,-61,100,100,100,100,100,100,100,-88,-79,,
14,2022-07-23-16:43:40,-82,-83,100,100,-97,-94,100,100,100,100,100,-83,-56,100,100,-70,100,100,100,100,100,100,100,-91,-78,,
15,2022-07-23-16:43:45,-77,-80,100,100,-85,100,100,100,100,100,100,-78,-53,100,100,-64,100,100,100,100,100,100,100,-86,-81,,
16,2022-07-23-16:43:50,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,100,100,100,100,100,100,100,100,-81,,
17,2022-07-23-16:43:55,-77,-80,100,100,-99,100,100,100,100,100,100,-80,-52,100,100,-70,100,100,100,100,100,100,100,-86,-81,,
18,2022-07-23-16:44:00,-73,-84,100,100,-83,-91,100,100,100,100,100,-78,-55,100,100,-61,100,100,100,100,-87,100,100,-87,-77,,
19,2022-07-23-16:44:05,-82,-83,100,100,-84,-89,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-89,-77,,
20,2022-07-23-16:44:10,-82,-83,100,100,-95,100,100,100,100,100,100,100,-70,100,100,-70,100,100,100,100,100,100,100,-87,-81,,
21,2022-07-23-16:44:15,-77,-83,100,100,-84,-92,100,100,100,100,100,-78,-56,100,100,-61,100,100,100,100,100,100,100,-87,-77,,
22,2022-07-23-16:44:20,-82,-83,100,100,-84,-89,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-87,-77,,
23,2022-07-23-16:44:25,-77,-80,100,100,-86,-92,100,100,100,100,100,-78,-53,100,100,-64,100,100,100,100,100,100,100,-87,-81,,
24,2022-07-23-16:44:30,100,-80,100,100,100,100,100,100,100,100,100,-83,-53,100,100,-64,100,100,100,100,100,100,100,-87,-81,,
25,2022-07-23-16:44:35,-82,-80,100,100,-86,100,100,100,100,100,100,-78,-53,100,100,-64,100,100,100,100,100,100,100,-91,-81,,
26,2022-07-23-16:44:40,-73,-84,100,100,-84,100,100,100,100,100,100,-78,-56,100,100,-61,100,100,100,100,-88,100,100,-87,-78,,
27,2022-07-23-16:44:45,-82,-83,100,100,100,-94,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-90,-77,,
28,2022-07-23-16:44:50,100,-83,100,100,100,100,100,100,100,100,100,-83,100,100,100,-70,100,100,100,100,100,100,100,100,-78,,
29,2022-07-23-16:44:55,-82,-83,100,100,-83,-89,100,100,100,100,100,-78,-56,100,100,-61,100,100,100,100,100,100,100,-90,-78,,
30,2022-07-23-16:45:00,-77,-80,100,100,-85,-91,100,100,100,100,100,-83,-70,100,100,-64,100,100,100,100,-88,100,100,-87,-81,,
31,2022-07-23-16:45:05,-73,-84,100,100,-83,-88,100,100,100,100,100,-78,-56,100,100,-61,100,100,100,100,100,100,100,-86,-77,,
32,2022-07-23-16:45:10,-73,100,100,100,-84,100,100,100,100,100,100,100,-56,100,100,-61,100,100,100,100,100,100,100,-86,-77,,
33,2022-07-23-16:45:15,-77,-87,100,100,-89,-90,100,100,100,100,100,-77,-53,100,100,-64,100,100,100,100,-88,100,100,-92,-80,,
34,2022-07-23-16:45:20,-73,-80,100,100,-84,100,100,100,100,100,100,-78,-56,100,100,-70,100,100,100,100,100,100,100,-90,-78,,
35,2022-07-23-16:45:25,-84,-80,100,100,-85,-90,100,100,100,100,100,-79,-53,100,100,-63,100,100,100,100,100,100,100,-87,-80,,
36,2022-07-23-16:45:30,-77,-80,100,100,-86,100,100,100,100,100,100,-78,-53,100,100,-64,100,100,100,100,100,100,100,-86,-80,,
37,2022-07-23-16:45:35,-82,-83,100,100,-98,-95,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-90,-77,,
38,2022-07-23-16:45:40,-73,-80,100,100,-84,100,100,100,100,100,100,-78,-56,100,100,-61,100,100,100,100,-88,100,100,-87,-81,,
39,2022-07-23-16:45:45,-82,-83,100,100,-84,-88,100,100,100,100,100,-78,-70,100,100,-70,100,100,100,100,100,100,100,-90,-77,,
40,2022-07-23-16:45:50,-82,-83,100,100,100,-94,100,100,100,100,100,-83,-70,100,100,-70,100,100,100,100,100,100,100,-90,100,,
