index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-18:19:10,-85,-62,-84,-90,-73,-86,-78,-88,-75,-88,-91,-86,-80,-83,-81,-90,-80,-86,-71,-93,-95,100,-85,-92,-80,-86
1,2022-07-19-18:19:15,-78,-57,-86,-94,-67,-78,-77,-92,-71,-86,-92,-86,-78,-78,-69,-91,-66,-67,-71,-84,-92,100,-84,100,-70,-77
2,2022-07-19-18:19:20,-82,-57,-85,100,-73,-79,-78,-91,100,-84,100,-88,-78,-78,-69,-89,-70,-67,-71,-82,-95,100,-88,100,-76,-81
3,2022-07-19-18:19:25,-79,-65,-85,100,-64,-77,-78,-89,-71,-82,100,-82,-94,-90,100,-94,-66,-67,-72,100,-91,100,-82,-89,-71,-77
4,2022-07-19-18:19:30,-83,-58,-82,-86,-66,-79,-79,-88,-74,100,-98,-81,-78,-85,-75,100,-71,-65,-71,-82,-90,100,-90,-89,-73,-77
5,2022-07-19-18:19:35,-80,-62,-89,-86,-72,100,-80,-89,-80,-83,-91,-92,-80,-82,-72,-94,-79,-67,-87,-85,-96,100,-84,-86,-89,-84
6,2022-07-19-18:19:40,-78,-64,-88,100,-63,-76,-75,-89,-72,-83,-92,-78,-95,-84,-74,100,-66,-69,-71,-80,-89,100,-83,-86,-70,-76
7,2022-07-19-18:19:45,-88,-61,-89,100,-73,100,-80,-88,-83,-89,100,-91,-80,-81,-73,-93,-80,-85,-90,100,-95,100,-84,-92,-89,-84
8,2022-07-19-18:19:50,-78,-64,-90,100,-63,-76,-75,-89,-72,-83,-92,-78,-97,-84,-74,100,-66,-67,-70,-81,-88,100,-83,-85,-71,-77
9,2022-07-19-18:19:55,-80,-58,-85,-86,-72,-78,-80,-94,-73,-83,-100,-81,-78,-77,-74,100,-69,-65,-72,-83,-90,100,-90,-86,-74,-80
10,2022-07-19-18:20:00,-89,-62,-86,100,-72,100,-80,-87,-80,-91,100,-90,-81,-82,-78,-89,-78,-87,-96,-86,-94,100,-86,-90,-87,-84
11,2022-07-19-18:20:05,-86,-58,-84,100,-78,-79,-78,-93,-75,-90,100,100,-79,-80,-77,-89,-70,-67,-72,-91,100,100,100,100,-76,-80
12,2022-07-19-18:20:10,-95,-62,-86,-86,-71,100,-80,-90,-82,-83,100,-92,-81,-80,-72,100,-80,-84,-71,-86,100,100,-85,100,-80,-84
13,2022-07-19-18:20:15,-80,-63,-85,-93,-64,-78,-76,-88,-72,100,-92,-78,-88,-86,-73,-92,-67,-67,-71,-81,100,100,-83,-86,-71,-85
14,2022-07-19-18:20:20,-81,-58,-85,-86,-66,-78,-80,-96,-73,-83,100,-82,-79,-78,-76,100,-70,-66,-71,-82,-92,100,-91,100,-75,-82
15,2022-07-19-18:20:25,-79,-64,100,-93,-64,-76,-76,-88,-71,100,-92,-78,100,-85,-74,100,-67,-68,-71,-80,-88,100,100,100,-70,-77
16,2022-07-19-18:20:30,-82,-58,-84,-86,-66,-79,-80,-96,-74,-83,-92,-81,-78,-77,-76,100,-69,-68,-71,-83,-87,100,-90,-86,-75,-80
17,2022-07-19-18:20:35,-90,-62,-87,-86,-71,-80,-80,-88,-80,-88,-97,-92,-80,-82,-72,-93,-79,-84,-94,-86,-93,100,-85,100,-85,-84
18,2022-07-19-18:20:40,-78,-64,-85,-92,-64,-76,-76,-89,-72,-83,-91,-78,-96,-85,-75,-92,-67,-68,-71,-80,-87,100,-83,-86,-70,-77
19,2022-07-19-18:20:45,100,-62,100,100,100,-76,100,-88,-81,-83,-90,100,100,-82,-73,100,100,-68,100,100,100,100,100,100,-87,-84
20,2022-07-19-18:20:50,-78,-63,-87,-93,-64,-77,-76,-88,-72,-88,-93,-92,-80,-85,-73,-93,-66,-84,-94,-80,-86,100,-82,-91,-70,-77
21,2022-07-19-18:20:55,-80,-58,-84,-87,-64,-80,-80,-93,-74,-83,-92,-78,-77,-78,-76,100,-70,-66,-71,-83,-88,100,-90,-86,-75,-81
