index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-24-11:58:48,-85,-87,-64,100,-87,-82,-85,-87,-76,100,100,-89,-82,-89,100,-96,-81,-69,100,100,100,100,100,-88,-95
1,2022-07-24-11:58:53,100,-85,-65,100,100,100,100,-83,-78,100,100,100,100,-84,100,100,-77,-63,100,100,100,100,100,100,100
2,2022-07-24-11:58:58,100,-86,-65,100,100,100,-89,-88,-80,100,100,100,100,-92,100,100,-71,-67,100,100,100,100,100,100,100
3,2022-07-24-11:59:03,100,-88,-81,100,-86,100,-89,-87,-79,100,100,100,100,-86,100,100,-70,-58,100,100,100,100,100,100,100
4,2022-07-24-11:59:08,100,-84,-80,100,-89,100,-86,-87,-80,100,100,100,100,-92,100,100,-71,-58,100,100,100,100,100,100,100
5,2022-07-24-11:59:13,100,-84,-66,100,-89,100,-88,-81,-80,100,-96,100,100,-86,100,100,-71,-58,100,100,100,100,100,100,100
6,2022-07-24-11:59:18,100,-84,-80,100,-89,100,-87,-81,-77,100,100,100,100,-85,100,100,-71,-59,100,100,100,100,100,100,100
7,2022-07-24-11:59:23,100,-84,-66,100,-88,100,-86,-87,-80,-96,-96,100,100,-85,100,100,-71,-59,100,100,100,100,100,100,100
8,2022-07-24-11:59:28,100,-84,-61,-99,-88,100,-86,-87,-76,100,100,100,100,-85,100,100,-71,-59,100,100,100,100,100,100,100
9,2022-07-24-11:59:33,100,-84,-61,100,-89,100,-86,-87,-77,-96,100,100,100,-92,100,100,-79,-58,100,100,100,100,100,100,100
10,2022-07-24-11:59:38,100,-85,-61,100,100,100,-88,-87,-77,100,-96,100,100,-86,100,100,-79,-58,100,100,100,100,100,100,100
11,2022-07-24-11:59:43,100,-84,-66,100,-88,100,-88,-81,-76,100,100,100,100,-85,100,100,-71,-59,100,100,100,100,100,100,100
12,2022-07-24-11:59:48,100,-84,-61,100,-88,100,-88,-82,-77,100,100,100,100,-85,100,100,-77,-59,100,100,100,100,100,100,100
13,2022-07-24-11:59:53,100,-84,-66,100,-89,100,-86,-81,-77,100,100,100,100,-85,100,100,-71,-58,100,100,100,100,100,100,100
14,2022-07-24-11:59:58,100,-84,-66,100,100,100,-86,-82,-80,100,100,100,100,-86,100,100,-71,-59,100,100,100,100,100,100,100
15,2022-07-24-12:00:03,100,-81,-61,100,100,100,-87,-86,-77,100,100,100,100,-86,100,100,-79,-67,100,100,100,100,100,100,100
16,2022-07-24-12:00:08,100,-85,-79,100,100,100,-88,-87,-80,100,100,100,100,-92,100,100,-79,-67,100,100,100,100,100,100,100
17,2022-07-24-12:00:13,100,-85,-79,100,100,100,-86,-81,-80,100,100,100,100,-85,100,100,-71,-58,100,100,100,100,100,100,100
18,2022-07-24-12:00:18,100,-85,-60,100,100,100,-87,-87,-76,100,100,100,100,-84,100,100,-71,-59,100,100,100,100,100,100,100
19,2022-07-24-12:00:23,100,-88,-66,100,100,100,-88,-92,-77,100,100,100,100,-86,100,100,-77,-67,100,100,100,100,100,100,100
20,2022-07-24-12:00:28,100,-86,-80,100,-87,100,-92,-82,-80,100,100,100,100,-86,100,100,-80,-58,100,100,100,100,100,100,100
21,2022-07-24-12:00:33,100,-84,-61,100,-87,100,-87,-87,-78,-96,100,100,100,-91,100,100,-71,-58,100,100,100,100,100,100,100
22,2022-07-24-12:00:38,100,-82,-81,100,-89,100,-88,-82,-80,100,100,100,100,-91,100,100,-79,-67,100,100,100,100,100,-97,100
23,2022-07-24-12:00:43,100,-82,-66,100,-89,100,-86,-82,-79,100,-96,100,100,-91,100,100,-77,-67,100,100,100,100,100,100,100
24,2022-07-24-12:00:48,100,-86,-66,100,100,100,-89,-87,-78,100,100,100,100,-86,100,100,-80,-58,100,100,100,100,100,100,100
25,2022-07-24-12:00:53,100,-85,-66,100,-89,100,-86,-87,-78,100,100,100,100,-85,100,100,-76,-66,100,100,100,100,100,-99,100
26,2022-07-24-12:00:58,100,-85,-66,100,100,100,-86,-82,-81,100,100,100,100,-86,100,100,-79,-67,100,100,100,100,100,100,100
27,2022-07-24-12:01:03,100,-84,-66,100,-87,100,-86,100,-81,100,-95,100,100,-86,100,100,-77,-67,100,100,100,100,100,100,100
28,2022-07-24-12:01:08,100,-83,-79,100,-87,100,-93,-81,-75,100,100,100,100,-86,100,100,-79,-67,100,100,100,100,100,100,100
29,2022-07-24-12:01:13,100,-83,-84,100,100,100,-86,-82,-74,100,-96,100,100,-86,100,100,-80,-66,100,100,100,100,100,100,100
30,2022-07-24-12:01:18,100,-85,-82,100,100,100,-86,-87,-76,100,100,100,100,-84,100,100,-77,-67,100,100,100,100,100,100,100
31,2022-07-24-12:01:23,100,-83,-74,100,100,100,-86,-93,-82,100,100,100,100,-86,100,100,-79,-67,100,100,100,100,100,100,100
32,2022-07-24-12:01:28,100,-86,-61,100,-87,100,-87,-86,-76,100,100,100,100,-86,100,100,-87,-59,100,100,100,100,100,100,100
33,2022-07-24-12:01:33,100,-84,-60,100,100,100,-89,-84,-80,100,100,100,100,-97,100,100,-77,-58,100,100,100,100,100,100,100
34,2022-07-24-12:01:38,100,-85,-68,100,100,100,-93,-88,-77,100,100,100,100,-86,100,100,-81,-66,100,100,100,100,100,100,100
35,2022-07-24-12:01:43,100,-85,-61,100,-85,100,-92,-88,-76,100,100,100,100,-96,100,100,-74,-66,100,100,100,100,100,100,100
36,2022-07-24-12:01:48,100,-85,-66,100,-86,100,-86,-87,-77,100,-96,100,100,-87,100,100,-73,-66,100,100,100,100,100,100,100
37,2022-07-24-12:01:53,100,-85,-60,100,100,100,-88,-85,-77,-97,100,100,100,-87,100,100,-76,-65,100,100,100,100,100,100,100
38,2022-07-24-12:01:58,100,-86,-61,100,-88,100,-88,-88,-80,100,-94,100,100,-85,100,100,-77,-59,100,100,100,100,100,100,100
39,2022-07-24-12:02:03,100,-83,-69,100,100,100,-88,-84,-80,100,100,100,100,-85,100,100,-72,-66,100,100,100,100,100,100,100
40,2022-07-24-12:02:08,100,-85,-77,100,100,100,-90,-87,-76,-97,100,100,100,-88,100,100,-77,-65,100,100,100,100,100,100,100
41,2022-07-24-12:02:13,100,-85,-76,100,100,100,-90,-85,-75,100,100,100,100,-89,100,100,-78,-66,100,100,100,100,100,100,100
42,2022-07-24-12:02:18,100,-83,-68,100,-92,100,-90,-87,-77,100,100,100,100,-84,100,100,-87,-66,100,100,100,100,100,100,100
43,2022-07-24-12:02:23,100,-85,-84,100,-87,100,-86,-88,-74,100,100,100,100,-87,100,100,-77,-59,100,100,100,100,100,100,100
44,2022-07-24-12:02:28,100,-84,-80,100,-87,100,100,-84,-79,100,100,100,100,-91,100,100,-73,-59,100,100,100,100,100,100,100
45,2022-07-24-12:02:33,100,-84,-61,-96,100,100,-91,-83,-80,100,-93,100,100,-93,100,100,-72,-59,100,100,100,100,100,100,100
46,2022-07-24-12:02:38,100,-86,-61,-96,-88,100,-87,-81,-77,100,100,100,100,-84,100,100,-72,-59,100,100,100,100,100,100,100
47,2022-07-24-12:02:43,100,-84,-61,100,-88,100,-92,-81,-80,100,100,100,100,-85,100,100,-79,-66,100,100,100,100,100,100,100
48,2022-07-24-12:02:48,100,-83,-80,-94,100,100,-86,-90,-76,100,100,100,100,-85,100,100,-72,-59,100,100,100,100,100,100,100
49,2022-07-24-12:02:53,100,-83,-66,100,-89,100,-86,-87,-78,100,100,100,100,-85,100,100,-72,-67,100,100,100,100,100,100,100
