index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-17:08:13,100,-82,-66,-98,-82,100,-77,-78,-71,-84,-100,-90,100,100,-80,-94,100,-74,-77,-89,-96,100,-90,-88,-99,100
1,2022-07-19-17:08:18,100,-73,-70,-89,-78,100,-75,-81,100,-85,100,-85,100,100,-82,-94,100,-64,-70,100,100,100,-92,100,-85,100
2,2022-07-19-17:08:23,100,-80,-74,-92,-91,100,-83,-82,-85,-91,100,-90,100,100,-84,-91,100,-67,-71,-91,100,100,100,100,-94,100
3,2022-07-19-17:08:28,100,-78,-66,-89,-73,100,-75,-75,-71,-89,-95,-84,100,100,-83,100,100,-67,-69,-92,-90,100,-87,-90,-85,100
4,2022-07-19-17:08:33,100,-79,-72,-90,-92,100,-76,-82,-84,-87,100,-97,100,100,-87,-95,100,-68,-69,-89,100,100,-86,-95,-85,100
5,2022-07-19-17:08:38,100,-78,-73,-90,-89,100,-89,-84,-86,-89,100,-95,100,100,-86,-94,100,-67,-68,-88,100,100,100,100,-95,100
6,2022-07-19-17:08:43,100,-77,-66,-90,-89,100,-78,-76,-76,-86,100,-88,100,100,-87,-94,100,-66,-69,-89,100,100,-88,100,-86,100
7,2022-07-19-17:08:48,100,-77,-74,-90,-89,100,-85,-83,-86,-87,100,-92,100,100,-87,-94,100,-67,-70,100,-95,100,-88,-96,-96,100
8,2022-07-19-17:08:53,100,-77,-66,-92,-77,100,-77,-75,-76,-96,-94,-84,100,100,-82,-93,100,-66,-69,100,100,100,-88,-90,-86,100
9,2022-07-19-17:08:58,100,-78,-65,-91,100,100,-78,-75,-76,-87,100,-94,100,100,-84,100,100,-66,-69,-90,100,100,-87,100,-85,100
10,2022-07-19-17:09:03,100,-73,-66,-88,-77,100,-74,-78,-71,-97,100,-84,100,100,-81,100,100,-67,-69,100,100,100,-85,-91,-84,100
11,2022-07-19-17:09:08,100,-77,-65,-92,-89,100,-77,-75,-76,-86,-94,-93,100,100,-84,-94,100,-66,-69,-91,-92,100,-86,-90,-86,100
12,2022-07-19-17:09:13,100,-73,-73,-88,-90,100,-84,-78,-87,-89,100,-92,100,100,-81,-94,100,-67,-69,100,-95,100,-83,-90,-84,100
13,2022-07-19-17:09:18,100,-73,-66,-88,-77,100,-74,-78,-71,100,-94,-84,100,100,-82,100,100,-68,-69,100,100,100,-85,-90,-84,100
14,2022-07-19-17:09:23,100,-78,-74,-90,-90,100,-85,-84,-87,-89,100,-92,100,100,-88,-93,100,-68,-70,-89,-97,100,100,100,-94,100
15,2022-07-19-17:09:28,100,-73,-66,-90,-77,100,-74,-78,-71,-89,-94,-84,100,100,-80,-96,100,-68,-69,-91,-97,100,-84,-90,-83,100
16,2022-07-19-17:09:33,100,-77,-66,-91,-89,100,-77,-75,-76,-87,100,-94,100,100,-84,-93,100,-66,-69,-90,100,100,-86,100,-86,100
17,2022-07-19-17:09:38,100,-78,-74,-91,-90,100,-84,-83,-86,-89,100,-92,100,100,-87,-94,100,-67,-70,-88,-95,100,100,100,-96,100
18,2022-07-19-17:09:43,100,-77,-66,-92,100,100,-77,-75,-76,-88,100,-95,100,100,-84,-96,100,-66,-69,-89,100,100,100,100,-85,100
19,2022-07-19-17:09:48,100,-78,-74,-90,-89,100,-84,-83,-86,-89,100,-92,100,100,-87,-94,100,-67,-70,-89,100,100,-87,100,-94,100
20,2022-07-19-17:09:53,100,-73,-66,-87,-77,100,-74,-78,-71,-89,-94,-84,100,100,-87,-94,100,-68,-69,-89,-91,100,-85,-90,-82,100
21,2022-07-19-17:09:58,100,-77,-66,-91,100,100,-77,-74,-76,-87,-95,-84,100,100,-84,-93,100,-66,-69,-89,100,100,-87,100,-86,100
22,2022-07-19-17:10:03,100,-73,-66,-88,-77,100,-74,-78,-71,100,100,-84,100,100,-82,100,100,-67,-69,100,100,100,-85,100,-83,100
23,2022-07-19-17:10:08,100,-77,-66,-91,-90,100,-77,-74,-76,-87,100,-84,100,100,-83,-92,100,-66,-69,-90,-92,100,-87,-90,-86,100
24,2022-07-19-17:10:13,100,-77,-74,-91,-90,100,-84,-83,-86,-89,100,-93,100,100,-88,-94,100,-67,-70,-88,-97,100,-98,100,-93,100
25,2022-07-19-17:10:18,100,-73,-65,-88,-79,100,-74,-78,-72,-94,-94,-84,100,100,-83,100,100,-67,-69,-89,-91,100,-85,100,-83,100
26,2022-07-19-17:10:23,100,-77,-74,100,100,100,-84,-83,-86,-90,100,-92,100,100,-87,-96,100,-68,-70,100,100,100,100,-95,-84,100
27,2022-07-19-17:10:28,100,-73,-66,-87,-76,100,-74,-82,-71,-90,100,-91,100,100,-80,-94,100,-67,-69,-90,-94,100,-85,-90,-84,100
28,2022-07-19-17:10:33,100,-73,-66,-87,-76,100,-74,-78,-71,-86,-94,-84,100,100,-81,-93,100,-67,-68,-90,-91,100,-85,-90,-84,100
29,2022-07-19-17:10:38,100,-76,-66,-92,-89,100,-77,-75,-76,-87,-94,-84,100,100,-85,100,100,-66,-69,-88,-92,100,-87,100,-86,100
30,2022-07-19-17:10:43,100,-78,-74,-90,-88,100,-84,-83,-86,-87,100,-92,100,100,-87,-95,100,-67,-70,-89,-96,100,-99,-95,-94,100
31,2022-07-19-17:10:48,100,-73,-66,-87,-76,100,-74,-78,-72,-97,-94,-84,100,100,-81,-95,100,-67,-69,100,-92,100,-85,100,-83,100
32,2022-07-19-17:10:53,100,100,-74,-91,-88,100,-84,-83,100,-89,100,-93,100,100,-86,100,100,-67,-70,100,100,100,100,100,100,100
33,2022-07-19-17:10:58,100,-75,-66,-88,-76,100,-74,-78,-71,-89,100,-84,100,100,-81,-93,100,-67,-69,-89,-91,100,-85,-90,-83,100
34,2022-07-19-17:11:03,100,-76,-66,-92,-88,100,-77,-75,-76,-88,100,-93,100,100,-83,100,100,-66,-69,100,100,100,-87,100,-86,100
35,2022-07-19-17:11:08,100,-79,-74,-91,-89,100,-84,-83,-86,-89,100,-91,100,100,-88,-95,100,-67,-70,-89,-96,100,-95,-94,-94,100
36,2022-07-19-17:11:13,100,-76,-65,-92,100,100,100,-75,100,-89,100,100,100,100,100,-94,100,-66,100,100,100,100,-87,100,-85,100
37,2022-07-19-17:11:18,100,-78,-74,-90,-88,100,-84,-82,-86,-89,100,-93,100,100,-87,-94,100,-67,-70,-89,100,100,100,100,-95,100
38,2022-07-19-17:11:23,100,-73,-65,-88,-76,100,-74,-78,-71,-89,-93,-84,100,100,-81,-94,100,-67,-69,-89,-91,100,-85,-90,-83,100
39,2022-07-19-17:11:28,100,-76,-65,-91,-88,100,-77,-76,-76,-87,-98,-94,100,100,-83,-94,100,-66,-69,-90,100,100,-87,100,-86,100
40,2022-07-19-17:11:33,100,100,-65,100,100,100,100,-75,-76,-87,100,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,100
41,2022-07-19-17:11:38,100,-76,-66,-92,-89,100,-77,-75,-76,-87,-94,100,100,100,-84,-92,100,-66,-68,-89,-92,100,-85,-90,-86,100
42,2022-07-19-17:11:43,100,-78,-74,-91,-86,100,-85,-83,-86,-89,100,-93,100,100,-87,-94,100,-67,-70,-89,100,100,-87,-96,-94,100
43,2022-07-19-17:11:48,100,-73,-66,-87,-76,100,-74,-78,-71,-97,-94,-84,100,100,-80,-93,100,-68,-69,100,-91,100,-85,-90,-84,100
44,2022-07-19-17:11:53,100,-73,100,-88,-76,100,-74,-78,-71,100,-94,-84,100,100,-81,100,100,-67,100,100,-91,100,-85,100,-84,100
45,2022-07-19-17:11:58,100,-73,-74,-87,-76,100,-84,-78,-86,-90,100,-92,100,100,-81,-94,100,-67,-68,-90,-96,100,-84,-94,-84,100
46,2022-07-19-17:12:03,100,-76,-66,-88,-76,100,-77,-75,-76,-86,-94,-84,100,100,-84,100,100,-66,-69,100,-92,100,-87,100,-86,100
47,2022-07-19-17:12:08,100,-78,-74,-90,-88,100,-84,-83,-86,-90,100,-91,100,100,-87,-95,100,-67,-70,-90,-97,100,-87,100,-96,100
48,2022-07-19-17:12:13,100,-78,-74,-90,-88,100,-84,-83,-86,-90,100,-92,100,100,-86,-94,100,-67,-70,100,-95,100,100,100,100,100
49,2022-07-19-17:12:18,100,-78,-66,-89,-88,100,-77,-75,-76,-87,-97,100,100,100,-84,-94,100,-66,-70,-90,100,100,-87,100,-86,100
50,2022-07-19-17:12:23,100,-73,-66,-87,-88,100,-74,-78,-71,-89,100,-92,100,100,-80,-93,100,-67,-70,-89,-96,100,-85,100,-84,100
51,2022-07-19-17:12:28,100,-76,-65,-91,-88,100,-77,-75,-76,-87,100,-84,100,100,-84,100,100,-66,-69,-90,100,100,-87,-90,-85,100
52,2022-07-19-17:12:33,100,-77,-65,-93,-88,100,-77,-75,-76,-88,100,-94,100,100,-83,-94,100,-66,-69,100,100,100,100,100,-86,100
53,2022-07-19-17:12:38,100,-71,-66,-87,-78,100,-74,-78,-71,100,-94,-84,100,100,-81,-95,100,-67,-69,-92,-91,100,-85,-89,-83,100
54,2022-07-19-17:12:43,100,-76,-74,-90,-87,100,-84,-75,-87,-85,-99,-94,100,100,-89,-95,100,-67,-70,-92,100,100,-88,100,-86,100
55,2022-07-19-17:12:48,100,-73,-66,-90,-76,100,-74,-78,-71,-93,100,-82,100,100,-80,100,100,-67,-69,100,100,100,-87,100,-83,100
56,2022-07-19-17:12:53,100,-73,-66,-90,-76,100,-74,-78,-71,100,100,-84,100,100,-81,100,100,-67,-69,100,100,100,-89,100,-83,100
57,2022-07-19-17:12:58,100,-78,-73,-93,-89,100,-84,-83,-86,-89,100,-92,100,100,-86,-96,100,-67,-70,-94,-96,100,100,-96,-95,100
58,2022-07-19-17:13:03,100,-73,-66,-88,-76,100,-74,-76,-71,-89,100,-84,100,100,-81,-96,100,-67,-69,100,-94,100,-85,-91,-85,100
59,2022-07-19-17:13:08,100,-76,-74,-90,-88,100,-84,-84,-76,-90,100,-87,100,100,-87,-93,100,-67,-70,-92,-96,100,-87,100,-94,100
