index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-15:53:04,-82,-95,100,100,-91,-96,100,100,-98,100,100,-80,-72,-96,100,-66,100,100,100,100,-79,100,100,-90,-78
1,2022-07-23-15:53:09,-83,100,100,100,100,-87,100,100,100,100,100,-81,-74,100,100,-63,100,100,100,100,-92,100,100,100,-80
2,2022-07-23-15:53:14,-91,-76,100,100,-87,-70,100,100,100,100,100,-91,-70,100,100,-56,100,100,100,100,-80,100,100,-85,-57
3,2022-07-23-15:53:19,-78,-83,100,100,-84,-67,100,100,100,100,100,-84,-75,100,100,-58,100,100,100,100,-87,100,100,-82,-57
4,2022-07-23-15:53:24,-91,-77,100,100,-90,-69,100,100,100,100,100,-84,-70,100,100,-56,100,100,100,100,-78,100,100,-82,-58
5,2022-07-23-15:53:29,-91,-81,100,100,-86,-69,100,100,100,100,100,100,-71,100,100,-57,100,100,100,100,-79,100,100,100,-60
6,2022-07-23-15:53:34,-78,100,100,100,-92,-67,100,100,100,100,100,-78,-71,100,100,-58,100,100,100,100,-87,100,100,-81,-58
7,2022-07-23-15:53:39,-88,-76,100,100,-85,-69,100,100,100,100,100,-85,-70,100,100,-56,100,100,100,100,100,100,100,-86,-58
8,2022-07-23-15:53:44,-78,-84,100,100,-88,-69,100,100,100,100,100,-78,-74,100,100,-58,100,100,100,100,-92,100,100,-82,-58
9,2022-07-23-15:53:49,-78,-88,100,100,100,-68,100,100,100,100,100,-77,-71,100,100,-58,100,100,100,100,-86,100,100,-80,-58
10,2022-07-23-15:53:54,-83,-83,100,100,-87,-86,100,100,100,100,100,-83,-75,100,100,-65,100,100,100,100,100,100,100,-91,-63
11,2022-07-23-15:53:59,-79,-88,100,100,-86,-68,100,100,100,100,100,-77,-71,100,100,-58,100,100,100,100,-89,100,100,-81,-57
12,2022-07-23-15:54:04,-83,-78,100,100,-87,-69,100,100,100,100,100,-84,-74,100,100,-65,100,100,100,100,-81,100,100,-90,-63
13,2022-07-23-15:54:09,-83,100,100,100,-85,-86,100,100,100,100,100,-84,-74,100,100,-65,100,100,100,100,100,100,100,-89,-63
14,2022-07-23-15:54:14,-91,-76,100,100,100,-69,100,100,100,100,100,100,-70,100,100,-56,100,100,100,100,-82,100,100,-88,-57
15,2022-07-23-15:54:19,-82,-83,100,100,-86,-86,100,100,100,100,100,-84,-75,100,100,-66,100,100,100,100,-82,100,100,-90,-63
16,2022-07-23-15:54:24,-78,-87,100,100,-87,-68,100,100,100,100,100,-77,-71,100,100,-58,100,100,100,100,100,100,100,-87,-57
17,2022-07-23-15:54:29,-90,-77,100,100,-87,-69,100,100,100,100,100,-87,-70,100,100,-56,100,100,100,100,-81,100,100,-87,-57
18,2022-07-23-15:54:34,-78,-88,100,100,-88,-68,100,100,100,100,100,-78,-71,100,100,-58,100,100,100,100,100,100,100,100,-58
19,2022-07-23-15:54:39,100,-77,100,100,-87,-68,100,100,100,100,100,-88,-70,100,100,-56,100,100,100,100,-81,100,100,-88,-57
20,2022-07-23-15:54:44,-83,-83,100,100,-85,-86,100,100,100,100,100,-83,-75,100,100,-65,100,100,100,100,-81,100,100,-90,-63
21,2022-07-23-15:54:49,-79,-88,100,100,-87,-68,100,100,100,100,100,-77,-71,100,100,-58,100,100,100,100,100,100,100,-81,-58
22,2022-07-23-15:54:54,-83,100,100,100,-85,100,100,100,100,100,100,100,-74,100,100,-65,100,100,100,100,100,100,100,-91,-63
23,2022-07-23-15:54:59,-79,-88,100,100,-88,-67,100,100,100,100,100,-77,-71,100,100,-58,100,100,100,100,100,100,100,-81,-58
24,2022-07-23-15:55:04,-90,-77,100,100,-87,-69,100,100,100,100,100,-89,-70,100,100,-56,100,100,100,100,-81,100,100,-81,-57
25,2022-07-23-15:55:09,100,-83,100,100,-86,100,100,100,100,100,100,-83,-74,100,100,-65,100,100,100,100,100,100,100,-89,-63
26,2022-07-23-15:55:14,-88,-78,100,100,100,100,100,100,100,100,100,100,-70,100,100,-56,100,100,100,100,100,100,100,100,-57
