index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-18-10:22:21,100,-92,-88,-93,-85,100,-89,-88,-98,-87,100,-92,100,100,-80,-73,100,-81,-71,-87,-91,100,-81,100,100,100
1,2022-07-18-10:22:26,100,-94,-85,-85,-81,100,-84,-87,-90,-83,100,-87,100,100,-73,-56,100,-76,-73,-85,100,100,-81,100,100,100
2,2022-07-18-10:22:31,100,-94,100,-83,-86,100,100,100,100,-87,-96,-85,100,100,-79,-60,100,-80,-83,-82,-82,100,-66,-92,100,100
3,2022-07-18-10:22:36,100,-98,-89,-80,-84,100,-82,-92,100,-78,-90,-84,100,100,-84,-52,100,-75,-70,-74,-85,100,-69,100,100,100
4,2022-07-18-10:22:41,100,100,100,-92,-83,100,-84,-85,100,-74,100,100,100,100,-74,-51,100,-88,-81,-77,-83,100,-69,-87,100,100
5,2022-07-18-10:22:46,100,100,100,-84,-88,100,-91,100,100,-86,-96,-82,100,100,-74,-60,100,-87,-89,-81,-83,100,-68,-92,100,100
6,2022-07-18-10:22:51,100,100,100,100,-84,100,-83,-81,100,-74,100,-82,100,100,-70,-50,100,-84,-76,-76,-80,100,-68,100,100,100
7,2022-07-18-10:22:56,100,-94,100,-86,-85,100,-89,-80,100,-86,-96,-84,100,100,-74,-62,100,-81,-88,-80,-81,100,-67,-91,100,100
8,2022-07-18-10:23:01,100,-92,-87,-80,-84,100,-80,-89,100,-76,-89,-82,100,100,-76,-52,100,-76,-71,-73,-85,100,-70,-87,100,100
9,2022-07-18-10:23:06,100,-93,-88,-91,-83,100,-79,-80,100,-74,100,-84,100,100,-71,-52,100,-80,-75,-76,-81,100,-67,-86,100,100
10,2022-07-18-10:23:11,100,100,100,-82,100,100,-80,-89,100,-75,-89,-82,100,100,-76,-51,100,-76,-70,-74,-85,100,-70,-86,100,100
11,2022-07-18-10:23:16,100,-93,-87,-90,-83,100,-80,-80,100,-74,100,-82,100,100,-70,-52,100,-80,-75,-76,-81,100,-66,-86,100,100
12,2022-07-18-10:23:21,100,-94,100,-85,-82,100,-90,-80,100,-86,100,-83,100,100,-73,-62,100,-81,-89,-80,-80,100,-68,-92,100,100
13,2022-07-18-10:23:26,100,-93,-88,-81,-86,100,-80,-91,100,-75,-89,-81,100,100,-77,-51,100,-76,-70,-74,-85,100,-70,-87,100,100
14,2022-07-18-10:23:31,100,100,100,-85,100,100,-92,100,100,-86,100,-83,100,100,100,-62,100,-81,-71,100,100,100,-70,100,100,100
15,2022-07-18-10:23:36,100,-92,100,-81,-86,100,-80,-90,100,-75,-89,-82,100,100,-77,-51,100,-76,-70,-74,-81,100,-70,-91,100,100
16,2022-07-18-10:23:41,100,100,-88,-91,-83,100,-80,-80,100,-74,-89,-82,100,100,-71,-52,100,-80,-74,-76,-81,100,-66,-86,100,100
17,2022-07-18-10:23:46,100,-93,100,-85,-87,100,-91,-80,100,-86,100,-83,100,100,-73,-62,100,-81,-91,-80,-80,100,-67,-86,100,100
18,2022-07-18-10:23:51,100,100,100,100,-87,100,-80,100,100,-86,100,-82,100,100,-73,-62,100,100,100,-78,-81,100,100,-90,100,100
19,2022-07-18-10:23:56,100,-92,100,-84,-82,100,-91,-80,100,-86,100,-83,100,100,-73,-60,100,-80,-92,-80,-81,100,-67,-92,100,100
20,2022-07-18-10:24:01,100,100,-87,-81,-83,100,-81,-91,100,-82,-86,-81,100,100,-79,-52,100,-76,-71,-74,-81,100,-70,-90,100,100
21,2022-07-18-10:24:06,100,100,-88,-90,-82,100,-80,-80,100,-75,-87,-80,100,100,-70,-52,100,-82,-75,-77,-82,100,-67,-86,100,100
22,2022-07-18-10:24:11,100,100,100,-87,-85,100,-80,-80,100,-74,100,-84,100,100,-70,-52,100,-80,100,100,-85,100,100,100,100,100
23,2022-07-18-10:24:16,100,100,-89,-82,-80,100,-82,-82,100,-74,100,-80,100,100,-73,-52,100,-84,-76,-74,-81,100,-66,-83,100,100
24,2022-07-18-10:24:21,100,100,100,-84,-77,100,-92,-82,-96,-87,100,-83,100,100,-73,-60,100,-84,-90,-75,-81,100,-66,-88,100,100
25,2022-07-18-10:24:26,100,-92,-87,-83,-82,100,-80,-90,100,-76,-85,-81,100,100,-74,-52,100,-74,-70,-73,-86,100,-70,-88,100,100
26,2022-07-18-10:24:49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
27,2022-07-18-10:24:54,100,100,100,100,100,100,-84,100,100,100,100,-89,100,100,100,-57,100,-77,100,100,100,100,100,100,100,100
28,2022-07-18-10:24:59,100,100,-93,-93,-78,100,-83,-80,100,-82,-100,-84,100,100,-68,-55,100,-76,-79,-82,-89,100,-75,-89,100,100
29,2022-07-18-10:25:04,100,-91,100,-89,-97,100,-89,-84,100,-87,100,-93,100,100,-80,-65,100,-78,-91,100,100,100,-82,100,100,100
30,2022-07-18-10:25:09,100,-92,-92,-88,-89,100,-80,-88,100,-83,100,-91,100,100,-77,-54,100,-77,-75,-81,-95,100,-78,-89,100,100
31,2022-07-18-10:25:14,100,100,-92,-89,-83,100,-81,-82,-96,-80,-95,100,100,100,-66,-57,100,-82,-80,-89,-96,100,-80,100,100,100
32,2022-07-18-10:25:19,100,-90,100,-91,-88,100,-91,-83,100,-90,100,-91,100,100,-75,-57,100,-80,-78,-93,-88,100,-85,100,100,100
33,2022-07-18-10:25:24,100,-91,-88,-82,-84,100,-87,-92,100,-76,-92,-83,100,100,-72,-51,100,-76,-71,-80,-86,100,-67,100,100,100
34,2022-07-18-10:25:29,100,100,100,-81,100,100,-90,-90,100,-78,100,-81,100,100,-79,100,100,-76,-72,-79,-86,100,-67,100,100,100
35,2022-07-18-10:25:34,100,-91,-89,-86,-89,100,-83,-91,100,-87,100,-84,100,100,-72,-50,100,-76,-71,-79,-81,100,-68,-93,100,100
36,2022-07-18-10:25:39,100,-96,-89,-90,-84,100,-81,-82,100,-75,-94,-83,100,100,-72,-51,100,-80,-72,-78,-80,100,-65,100,100,100
37,2022-07-18-10:25:44,100,-91,100,-86,-92,100,-91,-82,100,-87,100,-84,100,100,-78,-60,100,-80,-77,-79,-82,100,-67,100,100,100
38,2022-07-18-10:25:49,100,-92,100,-87,-93,100,-91,100,100,-88,100,-84,100,100,-78,-60,100,-80,100,-79,-82,100,-67,-96,100,100
39,2022-07-18-10:25:54,100,100,100,-90,-84,100,-90,-82,100,-87,100,-83,100,100,-66,-60,100,-79,-78,-81,-79,100,-65,100,100,100
40,2022-07-18-10:25:59,100,-91,100,-82,-83,100,-83,-91,100,-77,-95,-80,100,100,-72,-50,100,-78,-72,-78,-86,100,-68,-94,100,100
41,2022-07-18-10:26:04,100,-94,-89,-90,-83,100,-82,-82,100,-75,-93,-83,100,100,-67,-51,100,-79,-78,-81,-80,100,-64,100,100,100
42,2022-07-18-10:26:09,100,100,100,-90,-85,100,100,-82,100,-75,100,-83,100,100,-66,-51,100,-80,-78,-81,-79,100,-65,100,100,100
43,2022-07-18-10:26:14,100,100,-89,-82,-83,100,-83,-90,100,-77,-93,-81,100,100,-74,-51,100,-76,-71,-78,-86,100,-67,-92,100,100
44,2022-07-18-10:26:19,100,-91,100,-91,-89,100,-82,-82,100,-75,100,-84,100,100,-76,-51,100,-80,-93,-80,-82,100,-67,-94,100,100
45,2022-07-18-10:26:24,100,-91,-89,-82,-83,100,-91,-90,100,-87,100,-81,100,100,-74,-50,100,-76,-71,-79,-86,100,-67,-93,100,100
46,2022-07-18-10:26:29,100,100,-88,-82,-83,100,-83,-90,100,-77,-92,-81,100,100,-74,-50,100,-76,-70,-78,-86,100,-67,100,100,100
47,2022-07-18-10:26:34,100,-91,100,-87,-88,100,-90,100,100,-88,100,-84,100,100,-77,-60,100,-80,100,-80,-81,100,-67,-92,100,100
48,2022-07-18-10:26:39,100,-91,-89,-82,-84,100,-82,-88,100,-77,-95,-81,100,100,-74,-50,100,-76,-71,-79,-87,100,-67,100,100,100
49,2022-07-18-10:26:44,100,-93,100,-86,-88,100,-90,-82,100,-87,100,-84,100,100,-77,-61,100,-79,-77,-79,-82,100,-67,-93,100,100
50,2022-07-18-10:26:49,100,-92,100,-87,-88,100,-91,100,100,-88,100,-84,100,100,-77,-60,100,-80,100,-80,-81,100,-67,-93,100,100
51,2022-07-18-10:26:54,100,100,100,-89,100,100,-82,-82,100,-75,100,-84,100,100,-66,-51,100,-80,-77,-81,-80,100,-64,100,100,100
52,2022-07-18-10:26:59,100,-92,100,-86,-88,100,-90,100,100,-87,100,-83,100,100,-77,-61,100,-79,-77,-80,-82,100,-67,100,100,100
53,2022-07-18-10:27:04,100,-95,-89,-82,-84,100,-83,-82,100,-77,-94,-83,100,100,-74,-50,100,-76,-77,-79,-80,100,-64,100,100,100
54,2022-07-18-10:27:09,100,100,100,-89,-86,100,-82,-82,100,-75,100,-84,100,100,-67,-51,100,-80,-77,-81,-79,100,-64,100,100,100
55,2022-07-18-10:27:14,100,100,-89,-82,-84,100,-83,-89,100,-77,-92,-81,100,100,-74,-50,100,-76,-71,-79,-86,100,-67,100,100,100
56,2022-07-18-10:27:19,100,100,-89,-90,100,100,-82,-82,100,-75,100,-84,100,100,-66,-51,100,-80,-77,-81,-79,100,-64,100,100,100
57,2022-07-18-10:27:24,100,-91,100,-86,-87,100,-88,-82,100,-89,100,-83,100,100,-77,-60,100,-80,-96,-79,-82,100,-67,-93,100,100
58,2022-07-18-10:27:29,100,100,-88,-82,-84,100,-83,-90,100,-77,-93,-82,100,100,-74,-50,100,-76,-71,-78,-86,100,-67,100,100,100
59,2022-07-18-10:27:34,100,-91,100,100,-84,100,100,100,100,-88,100,-86,100,100,-83,-71,100,-77,-94,-85,-84,100,-70,100,100,100
