index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-79.14
0,2022-07-23-16:49:36,-76,-82,100,100,-89,-83,100,100,100,100,100,-75,-73,100,100,-78,100,100,100,100,-87,100,100,-90,-84,,
1,2022-07-23-16:49:41,-77,-82,100,100,-91,-80,100,100,100,100,100,-66,-56,100,100,-65,100,100,100,100,100,100,100,-90,-75,,
2,2022-07-23-16:49:46,-77,-82,100,100,-86,-81,100,100,100,100,100,-70,-60,100,100,-75,100,100,100,100,-88,100,100,-86,-74,,
3,2022-07-23-16:49:51,-91,-86,100,100,-93,-82,100,100,100,100,100,-75,-68,100,100,-85,100,100,100,100,100,100,100,-92,-82,,
4,2022-07-23-16:49:56,100,-78,100,100,-85,100,100,100,100,100,100,-70,-60,100,100,-72,100,100,100,100,100,100,100,100,-74,,
5,2022-07-23-16:50:01,-76,-86,100,100,-91,-85,100,100,100,100,100,-75,-68,100,100,-85,100,100,100,100,100,100,100,-84,-83,,
6,2022-07-23-16:50:06,-75,-83,100,100,-92,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,-87,-75,,
7,2022-07-23-16:50:11,-76,-78,100,100,100,-80,100,100,100,100,100,-70,-60,100,100,-72,100,100,100,100,100,100,100,-83,-74,,
8,2022-07-23-16:50:16,-75,-83,100,100,-92,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,100,100,,
9,2022-07-23-16:50:21,-76,-83,100,100,-85,-80,100,100,100,100,100,-70,-60,100,100,-74,100,100,100,100,100,100,100,-84,-74,,
10,2022-07-23-16:50:26,-91,-86,100,100,-85,-85,100,100,100,100,100,-75,-68,100,100,-72,100,100,100,100,100,100,100,-91,-83,,
11,2022-07-23-16:50:31,-75,-83,100,100,100,-80,100,100,100,100,100,-65,-54,100,100,-65,100,100,100,100,100,100,100,-87,-75,,
12,2022-07-23-16:50:36,-89,-86,100,100,100,-85,100,100,100,100,100,-75,100,100,100,-65,100,100,100,100,100,100,100,-91,-83,,
13,2022-07-23-16:50:41,-75,-82,100,100,-92,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,-91,-76,,
14,2022-07-23-16:50:46,-76,-78,100,100,-87,-80,100,100,100,100,100,-70,-60,100,100,-72,100,100,100,100,100,100,100,-83,-74,,
15,2022-07-23-16:50:51,-92,-86,100,100,-91,-85,100,100,100,100,100,-75,-68,100,100,-85,100,100,100,100,100,100,100,-91,-83,,
16,2022-07-23-16:50:56,-92,-86,100,100,100,100,100,100,100,100,100,-70,-68,100,100,100,100,100,100,100,100,100,100,-91,-83,,
17,2022-07-23-16:51:01,-91,-79,100,100,-92,-79,100,100,100,100,100,-70,-68,100,100,-72,100,100,100,100,100,100,100,-91,-83,,
18,2022-07-23-16:51:06,-90,-82,100,100,-91,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,-87,-75,,
19,2022-07-23-16:51:11,-76,-82,100,100,-86,-80,100,100,100,100,100,-70,-55,100,100,-72,100,100,100,100,100,100,100,-83,-74,,
20,2022-07-23-16:51:16,-76,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,-72,100,100,100,100,100,100,100,100,100,,
21,2022-07-23-16:51:21,-75,-79,100,100,-94,-80,100,100,100,100,100,-65,-55,100,100,-72,100,100,100,100,100,100,100,-87,-74,,
22,2022-07-23-16:51:26,-91,-79,100,100,-86,-85,100,100,100,100,100,-75,-68,100,100,-72,100,100,100,100,100,100,100,-83,-82,,
23,2022-07-23-16:51:31,-75,-83,100,100,-92,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,-88,-76,,
24,2022-07-23-16:51:36,-75,-84,100,100,-93,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,100,-76,,
25,2022-07-23-16:51:41,-90,-83,100,100,-92,-86,100,100,100,100,100,-76,-68,100,100,-85,100,100,100,100,100,100,100,-91,-75,,
26,2022-07-23-16:51:46,-76,-79,100,100,-92,-79,100,100,100,100,100,-70,-55,100,100,-72,100,100,100,100,100,100,100,-87,-74,,
27,2022-07-23-16:51:51,-91,-86,100,100,-91,-85,100,100,100,100,100,-75,-68,100,100,-85,100,100,100,100,100,100,100,-91,-83,,
28,2022-07-23-16:51:56,-90,-86,100,100,-92,-85,100,100,100,100,100,-75,-68,100,100,-85,100,100,100,100,100,100,100,-91,-83,,
29,2022-07-23-16:52:01,-76,-79,100,100,-86,-79,100,100,100,100,100,-70,-60,100,100,100,100,100,100,100,-87,100,100,-83,-74,,
30,2022-07-23-16:52:06,-75,-83,100,100,-91,-85,100,100,100,100,100,-75,-55,100,100,-65,100,100,100,100,100,100,100,-91,-83,,
31,2022-07-23-16:52:11,-76,-79,100,100,100,-80,100,100,100,100,100,-65,-60,100,100,-72,100,100,100,100,100,100,100,-87,-74,,
32,2022-07-23-16:52:16,-76,-79,100,100,-85,100,100,100,100,100,100,-70,-60,100,100,-72,100,100,100,100,-88,100,100,-83,-74,,
33,2022-07-23-16:52:21,-75,-82,100,100,-91,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,-87,-76,,
34,2022-07-23-16:52:26,-76,-77,100,100,100,-80,100,100,100,100,100,-70,-60,100,100,-72,100,100,100,100,100,100,100,-84,-74,,
35,2022-07-23-16:52:31,-76,-83,100,100,-91,-81,100,100,100,100,100,-75,-54,100,100,-65,100,100,100,100,100,100,100,-87,-83,,
36,2022-07-23-16:52:36,-75,-82,100,100,-92,-80,100,100,100,100,100,-65,-55,100,100,-65,100,100,100,100,100,100,100,-87,-76,,
