index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-79.48
0,2022-07-23-15:04:41,-87,-78,100,100,-94,-67,100,100,-97,100,100,100,-81,-89,-96,100,-72,-97,100,100,100,-89,100,100,-87,-77,,
1,2022-07-23-15:04:46,-78,-88,100,100,-90,-73,100,100,100,100,100,100,-85,-88,100,100,-75,100,100,100,100,100,100,100,-78,-69,,
2,2022-07-23-15:04:51,-85,-78,100,100,-80,-59,100,100,100,100,100,100,-88,-80,100,100,-83,100,100,100,100,100,100,100,-96,-66,,
3,2022-07-23-15:04:56,-79,-74,100,100,-82,-59,100,100,100,100,100,100,-80,-89,100,100,-82,100,100,100,100,100,100,100,-78,-67,,
4,2022-07-23-15:05:01,-79,-74,100,100,-82,-59,100,100,100,100,100,100,-89,-80,-96,100,-82,100,100,100,100,100,100,100,100,-67,,
5,2022-07-23-15:05:06,-76,-81,100,100,-84,-64,100,100,100,100,100,100,100,-79,100,100,-82,100,100,100,100,100,100,100,-88,-74,,
6,2022-07-23-15:05:11,-80,-78,100,100,-79,-70,100,100,100,100,100,100,-90,-89,100,100,-81,100,100,100,100,-83,100,100,-74,-73,,
7,2022-07-23-15:05:16,-76,-78,100,100,-83,-70,100,100,100,100,100,100,-80,-79,100,100,-73,100,100,100,100,100,100,100,-74,100,,
8,2022-07-23-15:05:21,-83,-78,100,100,-83,-69,100,100,100,100,100,100,-87,-79,-96,100,-81,100,100,100,100,-86,100,100,-79,-73,,
9,2022-07-23-15:05:26,-80,-75,100,100,-83,-59,100,100,100,100,100,100,-91,-89,100,100,-81,100,100,100,100,100,100,100,100,-67,,
10,2022-07-23-15:05:31,-83,-78,100,100,-83,-59,100,100,100,100,100,100,-87,-79,-96,100,-81,100,100,100,100,100,100,100,-79,-67,,
11,2022-07-23-15:05:36,-80,-74,100,100,-79,-59,100,100,100,100,100,100,-88,-90,100,100,-81,100,100,100,100,100,100,100,-79,-67,,
12,2022-07-23-15:05:41,-80,-78,100,100,-83,-59,100,100,100,100,100,100,-80,-79,100,100,-92,100,100,100,100,100,100,100,-79,-67,,
13,2022-07-23-15:05:46,-76,-74,100,100,100,-70,100,100,100,100,100,100,-90,-79,-96,100,-93,-98,100,100,100,100,100,100,-79,-73,,
14,2022-07-23-15:05:51,-76,-78,100,100,-79,-59,100,100,100,100,100,100,-88,-79,-96,100,100,100,100,100,100,100,100,100,100,-72,,
15,2022-07-23-15:05:56,-80,-77,100,100,-83,-62,100,100,100,100,100,100,-81,-90,100,100,-73,100,100,100,100,-86,100,100,-74,-72,,
16,2022-07-23-15:06:01,-76,-78,100,100,-83,-70,100,100,100,100,100,100,-80,-90,100,100,100,-97,100,100,100,-86,100,100,-74,-72,,
17,2022-07-23-15:06:06,-76,-75,100,100,-79,-59,100,100,100,100,100,100,-90,-90,100,100,-73,100,100,100,100,-86,100,100,-79,-73,,
18,2022-07-23-15:06:11,-83,-78,100,100,-79,-62,100,100,100,100,100,100,-87,-90,100,100,-73,-95,100,100,100,-91,100,100,100,-72,,
19,2022-07-23-15:06:16,-76,-78,100,100,-83,-59,100,100,100,100,100,100,-90,-79,100,100,-81,100,100,100,100,100,100,100,-74,-67,,
20,2022-07-23-15:06:21,-76,-78,100,100,-83,-62,100,100,100,100,100,100,-90,-79,-96,100,-81,100,100,100,100,100,100,100,-79,-72,,
21,2022-07-23-15:06:26,-84,-78,100,100,-83,-70,100,100,100,100,100,100,-80,-90,100,100,-73,100,100,100,100,100,100,100,-79,-72,,
22,2022-07-23-15:06:31,-76,-78,100,100,-83,-62,100,100,100,100,100,100,-91,-79,100,100,-73,100,100,100,100,100,100,100,-101,-72,,
23,2022-07-23-15:06:36,-84,-74,100,100,-79,-59,100,100,100,100,100,100,100,-89,100,100,-92,100,100,100,100,100,100,100,-79,-67,,
24,2022-07-23-15:06:41,-84,-78,100,100,-83,-70,100,100,100,100,100,100,100,-90,100,100,-81,100,100,100,100,100,100,100,-79,-77,,
25,2022-07-23-15:06:46,-83,-75,100,100,-83,-70,100,100,100,100,100,100,-80,-79,100,100,-81,100,100,100,100,100,100,100,-79,-73,,
26,2022-07-23-15:06:51,-76,-74,100,100,-83,-59,100,100,100,100,100,100,100,-90,100,100,-81,100,100,100,100,-86,100,100,-74,-67,,
27,2022-07-23-15:06:56,-84,-78,100,100,100,-59,100,100,100,100,100,100,-90,-79,-96,100,-92,100,100,100,100,100,100,100,-74,-72,,
28,2022-07-23-15:07:01,-80,-75,100,100,-79,-62,100,100,100,100,100,100,-78,-90,-96,100,-73,100,100,100,100,-86,100,100,-74,-67,,
29,2022-07-23-15:07:06,-76,-78,100,100,-83,-59,100,100,100,100,100,100,100,-89,100,100,-73,100,100,100,100,100,100,100,-79,-73,,
30,2022-07-23-15:07:11,-83,-78,100,100,-83,-62,100,100,100,100,100,100,-80,-88,-96,100,-81,100,100,100,100,100,100,100,-79,-73,,
31,2022-07-23-15:07:16,-76,-74,100,100,-79,-69,100,100,100,100,100,100,100,-90,100,100,-81,100,100,100,100,100,100,100,100,-67,,
32,2022-07-23-15:07:21,-80,-75,100,100,-83,-62,100,100,100,100,100,100,100,-90,-96,100,-81,100,100,100,100,100,100,100,-74,-73,,
33,2022-07-23-15:07:26,-75,-79,100,100,-82,-70,100,100,100,100,100,100,-80,-80,100,100,-73,-98,100,100,100,100,100,100,-73,-75,,
34,2022-07-23-15:07:31,-80,-74,100,100,-80,-58,100,100,100,100,100,100,-79,-86,100,100,-73,100,100,100,100,100,100,100,-73,-73,,
35,2022-07-23-15:07:36,100,-79,100,100,-80,-59,100,100,100,100,100,100,-80,-88,100,100,-73,-98,100,100,100,100,100,100,-84,-73,,
36,2022-07-23-15:07:41,-82,-75,100,100,-77,-62,100,100,100,100,100,100,-80,-80,100,100,-80,100,100,100,100,100,100,100,-74,-67,,
