index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-18:39:35,-96,-90,-89,-97,-73,100,-83,-91,-94,-93,-93,-86,-98,100,-79,-86,-93,-80,-83,-91,-95,100,-79,-83,-96,100
1,2022-07-19-18:39:40,100,100,-96,-85,-73,100,-92,-88,-93,-71,100,-71,100,100,-67,-71,100,-96,-86,-77,-81,100,-73,100,100,100
2,2022-07-19-18:39:45,100,-93,-90,-85,-70,100,-86,100,100,-82,-87,-74,100,100,-77,-71,100,-86,-85,-76,-81,100,-78,100,100,100
3,2022-07-19-18:39:50,100,-89,100,-90,-73,100,-87,100,100,-71,-86,-70,100,100,-77,-84,-99,-93,-86,-77,-80,100,-81,100,100,100
4,2022-07-19-18:39:55,100,-88,100,-81,-72,100,100,100,100,-76,100,-81,100,100,-77,-71,100,-77,-86,-76,-80,100,-78,100,100,100
5,2022-07-19-18:40:00,100,-91,100,-83,-72,100,-87,100,100,-76,-87,-81,100,100,-79,-71,100,-79,-86,-76,-85,100,-73,100,100,100
6,2022-07-19-18:40:05,100,-88,-99,-90,-71,100,-82,100,100,-71,-87,-71,100,100,-75,-71,100,-78,-85,-76,-82,100,-73,100,100,100
7,2022-07-19-18:40:10,100,100,-93,-94,-71,100,-87,100,-98,-76,-87,-71,100,100,-67,-85,100,-91,-85,-77,-83,100,-77,100,100,100
8,2022-07-19-18:40:15,100,-94,-89,-85,-73,100,-85,100,-92,-76,-85,-70,100,100,-84,-72,100,-93,-84,-73,-85,100,-81,100,100,100
9,2022-07-19-18:40:20,100,-90,100,-84,-72,100,-92,100,100,100,-98,-81,100,100,-67,-72,100,-85,-80,-89,-90,100,-80,100,100,100
10,2022-07-19-18:40:25,100,-88,-88,-93,-82,100,-82,-93,100,-81,-97,-91,100,100,-62,-85,100,-81,-80,-85,-85,100,100,100,100,100
11,2022-07-19-18:40:30,100,-95,-93,-89,-81,100,-93,-94,100,-71,-94,-69,100,100,-69,-71,100,-96,-83,-76,-86,100,-92,100,100,100
12,2022-07-19-18:40:35,100,-88,100,-86,-81,100,-94,100,100,-81,-86,-72,100,100,-61,-71,100,-81,-81,-76,-82,100,-73,100,100,100
13,2022-07-19-18:40:40,100,-90,-99,100,-74,100,-85,-92,100,-82,-86,-71,100,100,-73,-71,100,-87,-88,-77,-82,100,-73,100,100,100
14,2022-07-19-18:40:45,100,100,-91,-84,-76,100,-86,100,100,-81,-94,-74,100,100,-65,-85,100,-78,-78,-74,-83,100,-81,100,100,100
15,2022-07-19-18:40:50,100,-96,100,-96,-72,100,-84,100,-97,-73,-91,-74,100,100,-71,-77,-101,-88,-80,-77,-86,100,-73,100,100,100
16,2022-07-19-18:40:55,100,-91,-88,-88,-75,100,-93,-93,100,-76,-88,-74,100,100,-65,-82,100,-82,-83,-79,-85,100,-73,100,100,100
17,2022-07-19-18:41:00,100,-90,-91,-92,-71,100,-93,-95,100,-81,-89,-71,100,100,-68,-86,-99,-86,-80,-75,-81,100,-80,-91,100,100
18,2022-07-19-18:41:05,100,-97,-89,-85,-76,100,-87,100,100,-71,100,-76,100,100,-66,-69,100,-87,-83,-74,-81,100,-73,100,100,100
19,2022-07-19-18:41:10,100,100,-89,-84,-72,100,-84,-92,100,-71,-87,-76,100,100,-72,-89,100,-91,-83,-77,-85,100,-82,100,100,100
20,2022-07-19-18:41:15,100,-93,-98,-96,-72,100,-85,100,100,-71,-94,-71,100,100,-68,-86,100,-79,-80,-75,-84,100,-73,100,100,100
21,2022-07-19-18:41:20,100,-90,-89,-87,-70,100,-93,-94,100,-77,-87,-69,100,100,-68,-70,100,-87,-84,-76,-87,100,-73,100,100,100
