index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-84.4
36,2022-07-23-13:26:48,-87,-75,-89,100,-79,-81,-94,100,-74,100,100,-88,-82,-91,100,-82,-84,-89,100,100,100,100,100,-70,-89,,
37,2022-07-23-13:26:53,-87,-75,100,100,-79,-81,-93,100,-84,100,100,-87,-81,-92,100,-82,-82,-90,100,100,100,100,100,-70,-89,,
38,2022-07-23-13:26:58,-80,-64,-88,100,-85,-72,-90,100,-80,100,100,-88,-75,-85,100,-76,-74,-89,100,100,100,100,100,-75,-79,,
39,2022-07-23-13:27:03,-85,-75,-89,100,-83,-72,100,100,-83,100,100,-82,-77,-93,100,-80,-81,-90,100,100,100,100,100,-71,-91,,
40,2022-07-23-13:27:08,-82,-66,-88,100,-82,-71,-90,100,-74,100,100,-78,-76,-87,100,-77,-74,-88,100,100,100,100,100,-75,-79,,
41,2022-07-23-13:27:13,-82,-66,-87,100,-72,-72,-89,100,-74,100,100,-79,-76,-87,100,-75,-74,100,100,100,100,100,100,-76,-78,,
42,2022-07-23-13:27:18,-85,-62,100,100,-82,-70,-92,100,-78,100,100,-81,-77,-93,100,-78,-74,100,100,100,100,100,100,-77,-84,,
43,2022-07-23-13:27:23,-82,-75,-87,100,-80,-81,-94,100,-74,100,100,-88,-82,-88,100,-76,-83,-90,100,100,100,100,100,-70,-90,,
44,2022-07-23-13:27:28,-85,-62,-89,100,-82,-71,-93,100,-83,100,100,-81,-76,-94,100,-77,-73,-89,100,100,100,100,100,-77,-84,,
45,2022-07-23-13:27:33,-85,-62,100,100,-82,-70,100,100,-78,100,100,100,-76,-94,100,-77,100,100,100,100,100,100,100,-77,-84,,
46,2022-07-23-13:27:38,-87,-75,-89,100,-80,-81,-94,100,-83,100,100,-88,-82,-93,100,-82,-82,-90,100,100,100,100,100,-70,-89,,
47,2022-07-23-13:27:43,-86,-62,-94,100,-82,-71,-89,100,-78,100,100,-81,-76,-87,100,-78,-74,-88,100,100,100,100,100,-76,-84,,
48,2022-07-23-13:27:48,-87,-75,-89,100,-79,-81,-93,100,-83,100,100,-88,-82,-87,100,-82,-82,-89,100,100,100,100,100,-70,-89,,
49,2022-07-23-13:27:53,-87,-75,-89,100,-79,-81,-93,100,-83,100,100,100,-82,-92,100,-82,-82,-89,100,100,100,100,100,-70,-90,,
50,2022-07-23-13:27:58,-81,-66,-88,100,-72,-71,-89,100,-74,100,100,-78,-75,-87,100,-77,100,-89,100,100,100,100,100,-76,-79,,
51,2022-07-23-13:28:03,-92,-75,-88,100,-79,-81,-92,100,-83,100,100,-90,-82,-92,100,-82,-83,-90,100,100,100,100,100,-70,-90,,
52,2022-07-23-13:28:08,-81,-66,-96,100,-82,-70,-89,100,-78,100,100,-82,-74,-87,100,-77,-74,-88,100,100,100,100,100,-76,-79,,
53,2022-07-23-13:28:13,-81,-66,100,100,-72,-71,-89,100,-74,100,100,-77,-74,-87,100,-76,-74,-89,100,100,100,100,100,-75,-79,,
54,2022-07-23-13:28:18,-87,-63,-90,100,-76,-70,100,100,-77,100,100,-80,-77,-92,100,100,-74,100,100,100,100,100,100,-76,-85,,
55,2022-07-23-13:28:23,-81,-67,-87,100,-72,-76,-90,100,-74,100,100,-76,-76,-87,100,-77,-74,-88,100,100,100,100,100,-76,-80,,
56,2022-07-23-13:28:28,-87,-75,-89,100,-79,-80,-92,100,-84,100,100,-91,-81,-92,100,-82,-83,-90,100,100,100,100,100,-70,-84,,
57,2022-07-23-13:28:33,-85,-62,-95,100,-82,-70,-92,100,-78,100,100,-82,-76,-93,100,-78,-74,100,100,100,100,100,100,-77,-84,,
58,2022-07-23-13:28:38,-86,-75,100,100,-79,-81,-94,100,-83,100,100,-86,-82,-92,100,-82,-82,-89,100,100,100,100,100,-70,-89,,
59,2022-07-23-13:28:43,-85,-62,100,100,-82,-70,-94,100,-78,100,100,-82,-76,-93,100,-78,-73,-88,100,100,100,100,100,-76,-84,,
