index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-20:01:34,100,-94,-67,100,-88,100,-91,-94,-94,100,100,100,100,-89,100,100,-77,-72,100,100,100,100,100,100,100
1,2022-07-22-20:01:39,100,-77,-55,100,100,100,100,-87,-71,100,100,100,100,-88,100,100,-72,-62,100,100,100,100,100,100,100
2,2022-07-22-20:01:44,100,-83,-54,100,100,100,-88,-94,-76,100,100,100,100,-86,100,100,-72,-64,100,100,100,100,100,100,100
3,2022-07-22-20:01:49,100,-82,-51,100,100,100,100,-87,-80,100,100,100,100,100,100,100,-76,-61,100,100,100,100,100,100,100
4,2022-07-22-20:01:54,100,-83,-53,100,-89,100,-87,-94,-77,100,100,100,100,-94,100,100,-77,-72,100,100,100,100,100,100,100
5,2022-07-22-20:01:59,100,-82,-55,100,-88,100,-83,-83,-85,100,100,100,100,-85,100,100,-75,-62,100,100,100,100,100,100,100
6,2022-07-22-20:02:04,100,-77,-52,100,100,100,-83,-88,-81,100,100,100,100,100,100,100,-75,-62,100,100,100,100,100,100,100
7,2022-07-22-20:02:09,100,-83,-52,100,-87,100,-94,-93,-75,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100
8,2022-07-22-20:02:14,100,-83,-55,100,-88,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100
9,2022-07-22-20:02:19,100,-76,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100
10,2022-07-22-20:02:24,100,-76,-52,100,-88,100,-83,-86,-79,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100
11,2022-07-22-20:02:29,100,-79,-52,100,-86,100,-83,-89,-74,100,100,100,100,100,100,100,-75,-62,100,100,100,100,100,100,100
12,2022-07-22-20:02:34,100,-79,-52,100,-87,100,100,-88,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100
13,2022-07-22-20:02:39,100,-83,-55,100,-86,100,-83,-89,-79,100,100,100,100,100,100,100,-71,-66,100,100,100,100,100,100,100
14,2022-07-22-20:02:44,100,-79,-52,100,-86,100,-94,-88,-75,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100
15,2022-07-22-20:02:49,100,-83,-55,100,100,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100
16,2022-07-22-20:02:54,100,-79,-52,100,-87,100,-94,-86,-75,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100
17,2022-07-22-20:02:59,100,-83,-55,100,-86,100,-83,-88,-79,100,100,100,100,-94,100,100,-75,-62,100,100,100,100,100,100,100
18,2022-07-22-20:03:04,100,-76,-52,100,-87,100,-94,-88,-79,100,100,100,100,-94,100,100,-82,-62,100,100,100,100,100,100,100
19,2022-07-22-20:03:09,100,-79,-52,100,-88,100,-83,-94,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100
20,2022-07-22-20:03:14,100,-76,-52,100,-87,100,-83,-89,-79,100,100,100,100,100,100,100,-71,-66,100,100,100,100,100,100,100
