index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-17-21:23:18,100,100,100,-81,-92,100,-91,-89,100,-90,-55,-80,100,100,-90,-88,100,-90,-84,-85,-65,100,-86,-78,100,100
1,2022-07-17-21:23:23,100,100,100,-67,-88,100,-85,100,100,-73,-55,-87,100,100,100,-81,100,-81,-89,-83,-71,100,-80,-78,100,100
2,2022-07-17-21:23:28,100,100,100,-76,-87,100,-85,-88,100,-78,-65,-89,100,100,100,-89,100,-87,-93,-82,-73,100,-82,-84,100,100
3,2022-07-17-21:23:33,100,100,100,-85,-93,100,-83,-89,100,-88,-64,-88,100,100,100,100,100,-87,100,100,-77,100,-81,100,100,100
4,2022-07-17-21:23:38,100,100,100,-69,-92,100,-84,-87,100,-79,-66,-88,100,100,-92,-87,100,-82,-93,-83,-75,100,-84,-81,100,100
5,2022-07-17-21:23:43,100,100,100,-67,-93,100,-88,-88,100,-74,-52,-78,100,100,100,-88,100,-91,-80,-82,-64,100,-86,-77,100,100
6,2022-07-17-21:23:48,100,100,100,-67,100,100,-91,100,100,-72,-56,-87,100,100,-94,-81,100,-81,-82,-83,-69,100,-83,-82,100,100
7,2022-07-17-21:23:53,100,100,100,-68,100,100,-89,100,100,-71,-55,-86,100,100,100,-81,100,-82,100,-82,-69,100,-84,-80,100,100
8,2022-07-17-21:23:58,100,100,100,-69,100,100,-88,100,100,-72,-56,-86,100,100,-92,-82,100,-88,-80,-83,-64,100,-87,-80,100,100
9,2022-07-17-21:24:03,100,100,100,-73,-92,100,-83,-87,100,-80,-65,-90,100,100,100,-87,100,-96,100,-81,-77,100,-83,-83,100,100
10,2022-07-17-21:24:08,100,100,100,-67,-92,100,-88,-94,100,-73,-51,-79,100,100,-99,-89,100,-88,-79,-82,-64,100,-86,-80,100,100
11,2022-07-17-21:24:13,100,100,100,-68,100,100,-88,-96,100,-72,-52,-78,100,100,100,100,100,-87,-80,-83,-63,100,-85,-78,100,100
