index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
31,2022-07-23-16:03:08,-76,-80,100,100,-81,-74,100,100,100,100,100,-84,-77,100,100,-68,100,100,100,100,100,100,100,-85,-62
32,2022-07-23-16:03:13,-76,100,100,100,-80,-74,100,100,100,100,100,-86,-78,100,100,-68,100,100,100,100,-82,100,100,-85,-61
33,2022-07-23-16:03:18,-76,-77,100,100,-83,-77,100,100,100,100,100,-77,-78,100,100,-63,100,100,100,100,100,100,100,-85,-61
34,2022-07-23-16:03:23,-76,-81,100,100,-81,-74,100,100,100,100,100,-85,-77,100,100,-68,100,100,100,100,-82,100,100,-85,-62
35,2022-07-23-16:03:28,-76,-81,100,100,-83,-80,100,100,100,100,100,-77,-78,100,100,-66,100,100,100,100,100,100,100,-84,-61
36,2022-07-23-16:03:33,-76,-77,100,100,-83,-77,100,100,100,100,100,-77,-78,100,100,-62,100,100,100,100,100,100,100,-84,-61
37,2022-07-23-16:03:38,-81,-81,100,100,-90,100,100,100,100,100,100,-86,-88,100,100,-65,100,100,100,100,100,100,100,-88,-66
38,2022-07-23-16:03:43,-75,-77,100,100,-83,-77,100,100,100,100,100,-77,-84,100,100,-63,100,100,100,100,100,100,100,-85,-61
39,2022-07-23-16:03:48,-76,-80,100,100,-90,-74,100,100,100,100,100,-77,-84,100,100,-68,100,100,100,100,-95,100,100,-84,-61
40,2022-07-23-16:03:53,-81,-81,100,100,-88,100,100,100,100,100,100,-86,-84,100,100,-65,100,100,100,100,100,100,100,-89,-66
41,2022-07-23-16:03:58,-76,-80,100,100,-81,-74,100,100,100,100,100,100,-77,100,100,-67,100,100,100,100,100,100,100,-85,-61
42,2022-07-23-16:04:03,-82,-82,100,100,-89,-80,100,100,100,100,100,-86,-84,100,100,-66,100,100,100,100,-81,100,100,-87,-66
43,2022-07-23-16:04:08,-75,-79,100,100,-84,-77,100,100,100,100,100,-77,-80,100,100,-63,100,100,100,100,-94,100,100,-86,-61
44,2022-07-23-16:04:13,-76,-81,100,100,-81,-76,100,100,100,100,100,-86,-77,100,100,-66,100,100,100,100,-81,100,100,-84,-61
45,2022-07-23-16:04:18,100,-77,100,100,-83,-77,100,100,100,100,100,-75,-77,100,100,-63,100,100,100,100,100,100,100,-84,100
46,2022-07-23-16:04:23,-76,-80,100,100,-84,-74,100,100,100,100,100,-85,-78,100,100,-68,100,100,100,100,-82,100,100,-85,-61
47,2022-07-23-16:04:28,-82,-84,100,100,-88,-80,100,100,100,100,100,-88,-84,100,100,-65,100,100,100,100,-81,100,100,-86,-66
48,2022-07-23-16:04:33,-76,-78,100,100,-81,-82,100,100,100,100,100,-77,-78,100,100,-63,100,100,100,100,-94,100,100,-86,-61
49,2022-07-23-16:04:38,-84,-81,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,-87,-66
50,2022-07-23-16:04:43,-74,-77,100,100,-83,-77,100,100,100,100,100,-76,-79,100,100,-63,100,100,100,100,100,100,100,-88,-61
51,2022-07-23-16:04:48,-76,-80,100,100,-81,-74,100,100,100,100,100,-85,-77,100,100,-69,100,100,100,100,-81,100,100,-86,-61
52,2022-07-23-16:04:53,-83,-83,100,100,-88,-79,100,100,100,100,100,-84,-81,100,100,-64,100,100,100,100,-81,100,100,-88,-67
53,2022-07-23-16:04:58,-76,-79,100,100,100,-78,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,-82,100,100,-88,-61
54,2022-07-23-16:05:03,-76,-82,100,100,-83,-80,100,100,100,100,100,-88,-78,-100,100,-65,100,100,100,100,-81,100,100,-89,-61
55,2022-07-23-16:05:08,-75,-77,100,100,-83,100,100,100,100,100,100,-77,-77,100,100,-63,100,100,100,100,100,100,100,-84,-61
56,2022-07-23-16:05:13,-76,-81,100,100,-80,-73,100,100,100,100,100,-86,-78,100,100,-68,100,100,100,100,-81,100,100,-84,-61
57,2022-07-23-16:05:18,100,-80,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,-96,100,100,-85,-61
58,2022-07-23-16:05:23,-76,-81,100,100,-82,-74,100,100,100,100,100,-86,-78,100,100,-68,100,100,100,100,100,100,100,-85,-61
59,2022-07-23-16:05:28,-81,-81,100,100,-81,-79,100,100,100,100,100,-86,-83,-97,100,-65,100,100,100,100,-82,100,100,-88,-66
