index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-72.92
0,2022-07-23-14:53:45,-84,-87,100,100,-94,-57,100,100,-94,100,100,100,-82,-83,-96,100,-76,100,100,100,100,-83,100,100,-89,-72,,
1,2022-07-23-14:53:50,-75,-82,100,100,-82,-54,100,100,100,100,100,100,-74,-78,100,100,-77,100,100,100,100,-84,100,100,-67,-64,,
2,2022-07-23-14:53:55,-79,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-77,100,100,-69,100,100,100,100,-84,100,100,-69,-68,,
3,2022-07-23-14:54:00,-89,-94,100,100,-91,-59,100,100,100,100,100,100,-81,-83,-97,100,-76,100,100,100,100,100,100,100,-86,-71,,
4,2022-07-23-14:54:05,-80,-80,100,100,-81,-50,100,100,100,100,100,100,-72,-76,100,100,-69,100,100,100,100,100,100,100,-70,-67,,
5,2022-07-23-14:54:10,-89,-87,100,100,-90,-58,100,100,100,100,100,100,-82,-83,-97,100,-76,100,100,100,100,100,100,100,-87,-71,,
6,2022-07-23-14:54:15,-76,-82,100,100,-80,-54,100,100,100,100,100,100,-73,-80,100,100,-72,100,100,100,100,-84,100,100,-66,-65,,
7,2022-07-23-14:54:20,-83,-82,100,100,-83,-51,100,100,100,100,100,100,-74,-90,100,100,-75,100,100,100,100,100,100,100,-70,-66,,
8,2022-07-23-14:54:25,-79,100,100,100,-83,-54,100,100,100,100,100,100,100,-78,100,100,-72,100,100,100,100,-88,100,100,-67,-68,,
9,2022-07-23-14:54:30,-79,-80,100,100,-84,-50,100,100,100,100,100,100,-72,-77,100,100,-70,100,100,100,100,100,100,100,-75,-67,,
10,2022-07-23-14:54:35,-85,-94,100,100,-89,-58,100,100,100,100,100,100,-81,-83,100,100,-75,100,100,100,100,100,100,100,-86,-71,,
11,2022-07-23-14:54:40,-76,-82,100,100,-81,-54,100,100,100,100,100,100,-74,-80,100,100,-74,100,100,100,100,-86,100,100,-65,-65,,
12,2022-07-23-14:54:45,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,-70,,
13,2022-07-23-14:54:50,-76,-80,100,100,-83,-58,100,100,100,100,100,100,-74,-79,100,100,-77,100,100,100,100,100,100,100,-67,-63,,
