index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-72.92
14,2022-07-23-14:54:55,-78,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-77,100,100,-71,100,100,100,100,-84,100,100,-70,-70,,
15,2022-07-23-14:55:00,-88,100,100,100,-91,-58,100,100,100,100,100,100,-82,-84,-98,100,-76,100,100,100,100,100,100,100,-90,-71,,
16,2022-07-23-14:55:05,-88,100,100,100,-92,-58,100,100,100,100,100,100,-72,-76,100,100,-75,100,100,100,100,100,100,100,100,-67,,
17,2022-07-23-14:55:10,-88,-82,100,100,-81,-58,100,100,100,100,100,100,-81,-76,100,100,-69,100,100,100,100,100,100,100,-70,-71,,
18,2022-07-23-14:55:15,-76,-81,100,100,100,-53,100,100,100,100,100,100,-74,-79,-97,100,-75,100,100,100,100,100,100,100,-66,-65,,
19,2022-07-23-14:55:20,-80,-77,100,100,-83,-50,100,100,100,100,100,100,-72,-76,100,100,-69,100,100,100,100,-85,100,100,-70,-68,,
20,2022-07-23-14:55:25,-79,-82,100,100,100,-50,100,100,100,100,100,100,-72,100,100,100,-69,100,100,100,100,100,100,100,-70,-67,,
21,2022-07-23-14:55:30,-75,-77,100,100,-80,-51,100,100,100,100,100,100,-74,-81,100,100,-72,100,100,100,100,-82,100,100,-72,-71,,
22,2022-07-23-14:55:35,-90,-80,100,100,-81,-58,100,100,100,100,100,100,-81,-81,100,100,-85,100,100,100,100,-87,100,100,-89,-71,,
23,2022-07-23-14:55:40,-76,-81,100,100,-83,-53,100,100,100,100,100,100,-81,-79,100,100,-75,100,100,100,100,-84,100,100,-67,-65,,
24,2022-07-23-14:55:45,100,100,100,100,-84,100,100,100,100,100,100,100,-74,-79,100,100,-74,100,100,100,100,-84,100,100,-66,-65,,
25,2022-07-23-14:55:50,-88,-81,100,100,-90,-58,100,100,-100,100,100,100,-80,-84,-97,100,-75,100,100,100,100,100,100,100,100,-71,,
26,2022-07-23-14:55:55,-76,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-76,-98,100,-69,100,100,100,100,-85,100,100,-70,-65,,
27,2022-07-23-14:56:00,-88,-82,100,100,-91,-58,100,100,100,100,100,100,-81,-83,100,100,-75,100,100,100,100,100,100,100,-70,-71,,
28,2022-07-23-14:56:05,-89,100,100,100,-92,-58,100,100,-97,100,100,100,-81,-84,100,100,100,100,100,100,100,100,100,100,100,-71,,
29,2022-07-23-14:56:10,-80,-82,100,100,-81,-51,100,100,100,100,100,100,-73,-76,100,100,-69,100,100,100,100,100,100,100,-70,-67,,
30,2022-07-23-14:56:15,-76,-81,100,100,-83,-58,100,100,-97,100,100,100,-81,-83,100,100,-76,100,100,100,100,100,100,100,-92,-65,,
31,2022-07-23-14:56:20,-76,-82,100,100,-81,-50,100,100,100,100,100,100,-74,-76,-96,100,-69,100,100,100,100,-84,100,100,-70,-68,,
32,2022-07-23-14:56:25,100,-81,100,100,-81,-50,100,100,100,100,100,100,-72,-76,100,100,-70,100,100,100,100,100,100,100,-71,-67,,
33,2022-07-23-14:56:30,-76,-81,100,100,-83,-53,100,100,100,100,100,100,-74,-79,-96,100,-75,100,100,100,100,-85,100,100,-67,-65,,
34,2022-07-23-14:56:35,-88,-82,100,100,-81,-58,100,100,100,100,100,100,-72,-76,100,100,100,100,100,100,100,-85,100,100,-70,-67,,
35,2022-07-23-14:56:40,-76,-81,100,100,-92,-54,100,100,100,100,100,100,-74,-79,-100,100,-75,100,100,100,100,100,100,100,-66,-65,,
36,2022-07-23-14:56:45,-76,-81,100,100,-83,-54,100,100,100,100,100,100,-74,-80,-97,100,-75,100,100,100,100,-85,100,100,-67,-65,,
37,2022-07-23-14:56:50,100,100,100,100,-92,-58,100,100,100,100,100,100,-81,-84,-96,100,-76,100,100,100,100,100,100,100,-92,-71,,
38,2022-07-23-14:56:55,-76,100,100,100,-84,-53,100,100,100,100,100,100,-74,-80,100,100,-75,100,100,100,100,-85,100,100,-66,-66,,
39,2022-07-23-14:57:00,-80,-82,100,100,-81,-50,100,100,100,100,100,100,-81,-76,100,100,-69,100,100,100,100,100,100,100,-70,-71,,
40,2022-07-23-14:57:05,-88,100,100,100,-92,-58,100,100,100,100,100,100,-81,-83,-100,100,-76,100,100,100,100,100,100,100,-92,-71,,
41,2022-07-23-14:57:10,-80,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-76,100,100,-69,100,100,100,100,100,100,100,-70,-67,,
42,2022-07-23-14:57:15,-88,-82,100,100,-81,-58,100,100,100,100,100,100,-81,-84,100,100,-76,100,100,100,100,100,100,100,-90,-71,,
43,2022-07-23-14:57:20,-76,-81,100,100,-83,-53,100,100,100,100,100,100,-74,-79,100,100,-75,100,100,100,100,-85,100,100,-66,-65,,
44,2022-07-23-14:57:25,-80,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-76,100,100,-69,100,100,100,100,100,100,100,-70,-68,,
45,2022-07-23-14:57:30,-76,-81,100,100,-83,-53,100,100,100,100,100,100,-74,-79,100,100,-75,100,100,100,100,100,100,100,-66,-65,,
46,2022-07-23-14:57:35,-80,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-76,100,100,-69,100,100,100,100,-84,100,100,-70,-68,,
47,2022-07-23-14:57:40,-88,-102,100,100,-92,-58,100,100,100,100,100,100,-80,-83,100,100,-75,100,100,100,100,100,100,100,-92,-71,,
48,2022-07-23-14:57:45,-76,-81,100,100,-83,-53,100,100,-98,100,100,100,-74,-80,-97,100,-75,100,100,100,100,-85,100,100,-67,-65,,
49,2022-07-23-14:57:50,-88,100,100,100,-92,-58,100,100,-100,100,100,100,-81,-83,100,100,-76,100,100,100,100,100,100,100,-92,-71,,
50,2022-07-23-14:57:55,-75,-81,100,100,-83,-53,100,100,100,100,100,100,-74,-80,-95,100,-75,100,100,100,100,-84,100,100,-66,-65,,
51,2022-07-23-14:58:00,-81,-83,100,100,-82,-50,100,100,100,100,100,100,-72,-75,100,100,-69,100,100,100,100,100,100,100,-70,-68,,
52,2022-07-23-14:58:05,100,-82,100,100,-92,-58,100,100,-98,100,100,100,-81,-83,100,100,-76,100,100,100,100,100,100,100,-90,-71,,
53,2022-07-23-14:58:10,100,-82,100,100,100,-50,100,100,100,100,100,100,-72,100,100,100,-69,100,100,100,100,100,100,100,100,-67,,
54,2022-07-23-14:58:15,-88,-82,100,100,-91,-58,100,100,-98,100,100,100,-81,-83,-98,100,-75,100,100,100,100,100,100,100,-70,-71,,
55,2022-07-23-14:58:20,-76,-81,100,100,-84,-53,100,100,100,100,100,100,-74,-80,100,100,-75,100,100,100,100,-86,100,100,-66,-66,,
56,2022-07-23-14:58:25,-75,-82,100,100,-81,-50,100,100,100,100,100,100,-72,-76,100,100,-69,100,100,100,100,-85,100,100,-70,-68,,
57,2022-07-23-14:58:30,100,100,100,100,-81,100,100,100,100,100,100,100,-74,-79,100,100,-69,100,100,100,100,100,100,100,-66,100,,
58,2022-07-23-14:58:35,-75,-82,100,100,-82,-53,100,100,100,100,100,100,-74,-76,100,100,-69,100,100,100,100,100,100,100,-70,-65,,
59,2022-07-23-14:58:40,-90,-82,100,100,-92,-58,100,100,100,100,100,100,-80,-84,-98,100,-69,100,100,100,100,100,100,100,-92,-71,,
