index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-21:50:21,100,100,-100,-61,-85,100,-84,-95,100,-80,-79,-84,100,100,-94,-91,100,-90,-85,-81,-89,100,-87,-81,100,100
1,2022-07-19-21:50:26,100,100,100,-80,100,100,-85,100,100,-78,-73,-85,100,100,-96,-87,100,-89,100,-79,-86,100,-87,-69,100,100
2,2022-07-19-21:50:31,100,100,100,-69,-86,100,-88,-93,100,-66,-72,-84,100,100,100,100,100,-90,100,-80,-87,100,-88,-68,100,100
3,2022-07-19-21:50:36,100,100,100,-80,-90,100,-92,100,100,-79,-82,-85,100,100,100,-91,100,-90,100,100,-86,100,-89,-69,100,100
4,2022-07-19-21:50:41,100,100,100,-72,-87,100,-88,100,100,-78,-84,-87,100,100,100,100,100,100,100,-86,-89,100,-96,-69,100,100
5,2022-07-19-21:50:46,100,100,100,-74,-86,100,-93,-96,100,-68,-72,-82,100,100,100,100,100,-93,-90,-79,-90,100,-89,-67,100,100
6,2022-07-19-21:50:51,100,100,100,-70,100,100,-88,100,100,-68,-76,-86,100,100,100,-90,100,100,-87,-82,-87,100,-86,-60,100,100
7,2022-07-19-21:50:56,100,100,100,-78,-88,100,-90,-94,100,-68,-73,-82,100,100,100,-88,100,-88,-88,-80,-87,100,100,-67,100,100
8,2022-07-19-21:51:01,100,100,100,-77,-88,100,-85,100,100,-68,-72,-83,100,100,-99,100,100,-91,-90,-80,100,100,100,-60,100,100
9,2022-07-19-21:51:06,100,100,100,-73,100,100,-93,100,100,-68,-78,-83,100,100,100,-98,100,-93,-90,-86,-90,100,-86,-68,100,100
10,2022-07-19-21:51:11,100,100,100,-73,100,100,-88,100,100,-67,-72,-81,100,100,100,-94,100,100,-88,-78,-85,100,-89,-67,100,100
11,2022-07-19-21:51:16,100,100,100,-77,-87,100,-92,-93,100,-79,-75,-82,100,100,100,-85,100,-90,-94,-85,-85,100,-85,-68,100,100
12,2022-07-19-21:51:21,100,100,100,-77,100,100,-90,-93,100,-67,-75,-82,100,100,-91,-87,100,100,-89,-79,-89,100,-85,-60,100,100
13,2022-07-19-21:51:26,100,100,100,-73,100,100,-83,-91,100,-78,-75,-82,100,100,100,-92,100,-93,-88,-80,-89,100,-86,-68,100,100
14,2022-07-19-21:51:31,100,100,100,-73,-87,100,-83,100,100,-66,-75,-82,100,100,100,-87,100,100,-93,-80,-88,100,100,-68,100,100
15,2022-07-19-21:51:36,100,100,100,-73,-87,100,-83,-91,100,-79,-72,-82,100,100,-96,-93,100,100,-90,-79,-89,100,-85,-60,100,100
16,2022-07-19-21:51:41,100,100,100,-74,100,100,-83,100,100,-78,-75,-82,100,100,-95,-92,100,100,-93,-80,-89,100,-86,-68,100,100
17,2022-07-19-21:51:46,100,100,100,-77,-87,100,-89,-92,100,-68,-75,-82,100,100,-97,-92,100,-89,-89,-79,-85,100,-93,-67,100,100
18,2022-07-19-21:51:51,100,100,100,-77,-88,100,-89,-91,100,-79,-75,-81,100,100,100,-92,100,-94,-88,-85,-89,100,-85,-61,100,100
19,2022-07-19-21:51:56,100,100,100,-77,-87,100,-89,-91,100,-67,-78,-81,100,100,-96,-94,100,-93,-93,-80,-89,100,-86,-60,100,100
20,2022-07-19-21:52:01,100,100,100,-68,-87,100,-86,100,100,-68,-78,-82,100,100,-93,100,100,-89,-88,-80,-85,100,100,-67,100,100
21,2022-07-19-21:52:06,100,100,100,-68,-87,100,-90,-92,100,-68,-78,-82,100,100,100,-88,100,-94,-94,-80,-85,100,100,-68,100,100
22,2022-07-19-21:52:11,100,100,100,-77,-86,100,-86,-91,100,-68,-75,-81,100,100,-93,-87,100,-89,-90,-79,-86,100,-85,-67,100,100
23,2022-07-19-21:52:16,100,100,100,-77,-86,100,-89,100,100,-68,-78,-82,100,100,-94,-92,100,-88,-87,-79,-86,100,100,-60,100,100
24,2022-07-19-21:52:21,100,100,100,-77,-86,100,-86,100,100,-68,-75,-82,100,100,-96,-92,100,-93,-93,-79,-86,100,-93,-60,100,100
25,2022-07-19-21:52:26,100,100,100,-77,-87,100,-86,-92,100,-78,-72,-94,100,100,100,-94,100,-89,-93,-85,-86,100,-91,-61,100,100
26,2022-07-19-21:52:31,100,100,100,-68,-86,100,-83,-91,100,-68,-72,-82,100,100,100,-93,100,-89,-94,-79,-88,100,-85,-67,100,100
27,2022-07-19-21:52:36,100,100,100,-77,-86,100,-86,-91,100,-79,-72,-82,100,100,-97,-88,100,-89,100,-80,-86,100,-86,-61,100,100
