index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-21:02:39,100,-64,-69,100,-75,-89,-90,-96,-78,100,100,-97,-95,-80,100,-95,-76,-81,100,100,100,100,100,-82,-95
1,2022-07-22-21:02:44,100,-78,-85,100,-76,-92,100,100,-82,100,100,100,-95,-89,100,-99,-76,-88,100,100,100,100,100,-80,-91
2,2022-07-22-21:02:49,100,-59,-78,100,-78,-84,100,100,-74,100,100,100,-96,-81,100,-94,-68,-87,100,100,100,100,100,-78,-88
3,2022-07-22-21:02:54,100,-77,-84,100,-76,100,100,100,-80,100,100,100,100,-88,100,100,-77,-92,100,100,100,100,100,-79,100
4,2022-07-22-21:02:59,100,-58,-72,100,-80,-84,100,100,-71,100,100,100,-95,-82,100,-92,-68,-82,100,100,100,100,100,-78,100
5,2022-07-22-21:03:04,100,-58,-67,100,-78,100,100,-96,-73,100,100,100,100,-78,100,-92,-74,-88,100,100,100,100,100,-78,-90
6,2022-07-22-21:03:09,100,-76,-85,100,-75,-88,100,100,-79,100,100,100,100,-87,100,100,-76,-87,100,100,100,100,100,-82,-93
7,2022-07-22-21:03:14,100,-57,-66,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,-91
8,2022-07-22-21:03:19,100,-77,-85,100,-75,100,100,100,-81,100,100,100,100,-88,100,100,-76,-96,100,100,100,100,100,-79,-89
9,2022-07-22-21:03:24,100,-58,-74,100,-79,-84,100,100,-71,100,100,100,100,-82,100,-92,-68,-84,100,100,100,100,100,-78,-88
10,2022-07-22-21:03:29,100,-58,-69,100,-78,-84,100,-94,-76,100,100,100,100,-79,100,100,-74,-84,100,100,100,100,100,-78,-90
11,2022-07-22-21:03:34,100,-58,100,100,100,100,100,100,-73,100,100,100,100,-82,100,100,-73,-82,100,100,100,100,100,100,-91
12,2022-07-22-21:03:39,100,-58,-67,100,-80,-84,-93,100,-73,100,100,100,-94,-78,100,-93,-73,-86,100,100,100,100,100,-79,-90
13,2022-07-22-21:03:44,100,-77,-85,100,-75,100,-95,100,-74,100,100,100,-97,-89,100,100,-76,-92,100,100,100,100,100,-79,-90
14,2022-07-22-21:03:49,100,-58,-85,100,-80,100,100,-94,-70,100,100,100,-99,-81,100,100,-68,-83,100,100,100,100,100,-78,-87
15,2022-07-22-21:03:54,100,100,-71,100,-78,-84,100,100,-70,100,100,100,100,100,100,-91,-68,100,100,100,100,100,100,-78,-88
16,2022-07-22-21:03:59,100,-76,-71,100,-80,-93,100,100,-79,100,100,100,-97,-82,100,100,-67,-93,100,100,100,100,100,-78,100
17,2022-07-22-21:04:04,100,-58,-67,100,-78,-84,-92,-95,-74,100,100,100,100,-82,100,-92,-73,-85,100,100,100,100,100,-78,-91
18,2022-07-22-21:04:09,100,-80,-85,100,-75,100,100,100,-79,100,100,100,100,-88,100,100,-76,-90,100,100,100,100,100,-79,-90
19,2022-07-22-21:04:14,100,-76,100,100,-75,100,100,100,-79,100,100,100,100,-88,100,100,100,-91,100,100,100,100,100,-79,100
20,2022-07-22-21:04:19,100,-76,-86,100,-77,100,100,100,-74,100,100,100,100,-78,100,100,-74,-92,100,100,100,100,100,-78,-90
21,2022-07-22-21:04:24,100,-77,-72,100,-79,-85,100,-93,-79,100,100,100,100,-88,100,100,-68,100,100,100,100,100,100,-78,-88
22,2022-07-22-21:04:29,100,-58,-67,100,-78,-84,-94,100,-74,100,100,100,100,-79,100,-92,-74,-87,100,100,100,100,100,-78,-91
23,2022-07-22-21:04:34,100,-58,-67,100,-78,100,100,100,-74,100,100,100,100,100,100,100,-73,-84,100,100,100,100,100,-79,-90
24,2022-07-22-21:04:39,100,-58,-72,100,-79,-85,100,-94,-71,100,100,100,100,-82,100,-92,-67,-82,100,100,100,100,100,-78,-87
25,2022-07-22-21:04:44,100,-58,-67,100,-78,-93,-95,-93,-74,100,100,100,100,-78,100,100,-73,-85,100,100,100,100,100,-80,-91
