index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-74.74
0,2022-07-23-17:31:30,-70,-89,100,100,-78,-85,100,100,100,100,100,-67,-73,-93,100,-89,100,100,100,100,100,100,100,-93,-94,,
1,2022-07-23-17:31:35,-72,-83,100,100,100,-80,100,100,100,100,100,-60,-62,-96,100,-91,100,100,100,100,100,100,100,100,-80,,
2,2022-07-23-17:31:40,-72,-84,100,100,-78,-85,100,100,100,100,100,-61,-58,100,100,-80,100,100,100,100,100,100,100,-94,-71,,
3,2022-07-23-17:31:45,-72,-78,100,100,-78,-74,100,100,100,100,100,-61,-56,100,100,-82,100,100,100,100,100,100,100,-96,-76,,
4,2022-07-23-17:31:50,-75,100,100,100,100,-84,100,100,100,100,100,-67,-56,100,100,-84,100,100,100,100,100,100,100,-85,-77,,
5,2022-07-23-17:31:55,-75,-78,100,100,-86,-71,100,100,100,100,100,-61,-58,100,100,-81,100,100,100,100,100,100,100,-95,-75,,
6,2022-07-23-17:32:00,-73,-83,100,100,-89,-76,100,100,100,100,100,-61,-56,100,100,-81,100,100,100,100,100,100,100,-95,-89,,
7,2022-07-23-17:32:05,-74,-82,100,100,-79,-84,100,100,100,100,100,-67,-74,-94,100,-82,100,100,100,100,100,100,100,-95,-93,,
8,2022-07-23-17:32:10,-86,-78,100,100,-79,-75,100,100,100,100,100,-58,-58,100,100,-82,100,100,100,100,100,100,100,-86,-76,,
9,2022-07-23-17:32:15,-74,-84,100,100,-88,-71,100,100,100,100,100,-58,-58,100,100,100,100,100,100,100,100,100,100,-76,-76,,
10,2022-07-23-17:32:20,-73,-78,100,100,-88,-71,100,100,100,100,100,-67,-74,-95,100,-82,100,100,100,100,100,100,100,-86,-92,,
11,2022-07-23-17:32:25,-71,-83,100,100,-79,-75,100,100,100,100,100,-67,-58,100,100,-82,100,100,100,100,100,100,100,-86,-71,,
12,2022-07-23-17:32:30,-72,-83,100,100,-78,-71,100,100,100,100,100,-67,-74,100,100,-81,100,100,100,100,100,100,100,-76,-75,,
13,2022-07-23-17:32:35,-71,-77,100,100,-88,-71,100,100,-99,100,100,-70,-76,-96,100,-89,100,100,100,100,100,100,100,100,-75,,
14,2022-07-23-17:32:40,-71,-84,100,100,100,-77,100,100,100,100,100,-58,-57,100,100,100,100,100,100,100,100,100,100,-76,-71,,
15,2022-07-23-17:32:45,-72,-78,100,100,-87,-85,100,100,100,100,100,-67,-58,-96,100,-85,100,100,100,100,100,100,100,-77,-71,,
16,2022-07-23-17:32:50,-73,-83,100,100,-89,-71,100,100,100,100,100,-67,-74,100,100,-82,100,100,100,100,100,100,100,-76,-70,,
17,2022-07-23-17:32:55,-72,-77,100,100,100,-71,100,100,100,100,100,-58,-56,100,100,-82,100,100,100,100,100,100,100,-94,-71,,
18,2022-07-23-17:33:00,-72,-77,100,100,-86,-82,100,100,100,100,100,-67,-58,-95,100,-82,100,100,100,100,100,100,100,-93,-93,,
19,2022-07-23-17:33:05,-90,-83,100,100,-88,-83,100,100,100,100,100,-58,-74,100,100,-82,100,100,100,100,100,100,100,-94,100,,
20,2022-07-23-17:33:10,-72,100,100,100,-86,-75,100,100,100,100,100,-61,-55,100,100,-82,100,100,100,100,100,100,100,-86,-75,,
21,2022-07-23-17:33:15,-90,-83,100,100,100,100,100,100,100,100,100,-66,-58,100,100,-81,100,100,100,100,100,100,100,-86,-71,,
22,2022-07-23-17:33:20,-90,-77,100,100,-86,-75,100,100,100,100,100,-67,-74,100,100,100,100,100,100,100,100,100,100,-76,-76,,
23,2022-07-23-17:33:25,-73,-83,100,100,-86,-71,100,100,100,100,100,-58,-58,100,100,-82,100,100,100,100,100,100,100,-94,-71,,
24,2022-07-23-17:33:30,-89,-83,100,100,-86,-71,100,100,100,100,100,-58,-56,100,100,-82,100,100,100,100,100,100,100,-76,-75,,
25,2022-07-23-17:33:35,-72,-83,100,100,-88,-71,100,100,100,100,100,-67,-74,-96,100,-82,100,100,100,100,100,100,100,100,-76,,
26,2022-07-23-17:33:40,-73,-83,100,100,-88,-75,100,100,100,100,100,-61,-55,100,100,-81,100,100,100,100,100,100,100,-94,-92,,
27,2022-07-23-17:33:45,-71,-77,100,100,-86,-71,100,100,-99,100,100,-61,-74,-96,100,-82,100,100,100,100,100,100,100,-86,-76,,
28,2022-07-23-17:33:50,-72,-93,100,100,-79,-75,100,100,100,100,100,-67,-58,100,100,-82,100,100,100,100,100,100,100,-86,-71,,
29,2022-07-23-17:33:55,-72,-77,100,100,-88,-82,100,100,100,100,100,-58,-74,-95,100,-82,100,100,100,100,100,100,100,-76,-71,,
30,2022-07-23-17:34:00,-90,100,100,100,-79,-71,100,100,100,100,100,-61,-55,100,100,-82,100,100,100,100,100,100,100,-76,-76,,
31,2022-07-23-17:34:05,-89,-83,100,100,-79,-71,100,100,100,100,100,-67,-55,-95,100,-82,100,100,100,100,100,100,100,-86,-93,,
32,2022-07-23-17:34:10,-72,100,100,100,-88,-75,100,100,100,100,100,-67,-58,100,100,-82,100,100,100,100,100,100,100,-76,-76,,
33,2022-07-23-17:34:15,-89,-83,100,100,-79,-82,100,100,100,100,100,-61,-74,100,100,100,100,100,100,100,100,100,100,-76,-75,,
34,2022-07-23-17:34:20,-71,-77,100,100,100,-71,100,100,100,100,100,-58,-74,-95,100,100,100,100,100,100,100,100,100,-76,-92,,
35,2022-07-23-17:34:25,-89,-94,100,100,100,-71,100,100,100,100,100,-67,-58,100,100,-82,100,100,100,100,100,100,100,-76,-71,,
36,2022-07-23-17:34:30,-72,-83,100,100,100,-75,100,100,100,100,100,-67,-58,100,100,-81,100,100,100,100,100,100,100,-86,-71,,
37,2022-07-23-17:34:35,-90,-83,100,100,-79,-75,100,100,100,100,100,-61,-58,-95,100,-82,100,100,100,100,100,100,100,-76,-75,,
38,2022-07-23-17:34:40,-89,-82,100,100,-86,-75,100,100,100,100,100,-67,-58,100,100,-82,100,100,100,100,100,100,100,-86,-71,,
39,2022-07-23-17:34:45,-72,-77,100,100,-88,-82,100,100,-99,100,100,-61,-74,100,100,-82,100,100,100,100,100,100,100,100,100,,
40,2022-07-23-17:34:50,-73,-83,100,100,-86,-71,100,100,100,100,100,-61,-55,100,100,100,100,100,100,100,100,100,100,-76,-75,,
41,2022-07-23-17:34:55,-72,100,100,100,-79,-75,100,100,100,100,100,-61,-58,100,100,-82,100,100,100,100,100,100,100,-93,-76,,
42,2022-07-23-17:35:00,-72,-77,100,100,-86,-83,100,100,100,100,100,-67,-58,-96,100,-82,100,100,100,100,100,100,100,-93,-76,,
43,2022-07-23-17:35:05,-73,-83,100,100,-88,-83,100,100,100,100,100,-67,-55,100,100,-81,100,100,100,100,100,100,100,-86,-71,,
44,2022-07-23-17:35:10,-72,-83,100,100,-79,-71,100,100,100,100,100,-61,-55,-94,100,100,100,100,100,100,100,100,100,-93,-76,,
45,2022-07-23-17:35:15,-90,-93,100,100,-86,-82,100,100,100,100,100,-67,-55,100,100,-83,100,100,100,100,100,100,100,-86,-71,,
46,2022-07-23-17:35:20,-72,-77,100,100,-79,-71,100,100,100,100,100,-61,-58,100,100,-82,100,100,100,100,100,100,100,-86,-93,,
47,2022-07-23-17:35:25,-72,100,100,100,-88,-75,100,100,100,100,100,-58,-58,100,100,-82,100,100,100,100,100,100,100,-76,-92,,
48,2022-07-23-17:35:30,-73,-82,100,100,-86,-82,100,100,100,100,100,-67,-58,100,100,-82,100,100,100,100,100,100,100,-86,-71,,
49,2022-07-23-17:35:35,-73,-83,100,100,-79,-82,100,100,100,100,100,-61,-74,100,100,-81,100,100,100,100,100,100,100,-76,-76,,
50,2022-07-23-17:35:40,-73,-83,100,100,-88,-71,100,100,100,100,100,-67,-74,100,100,-81,100,100,100,100,100,100,100,-86,-75,,
51,2022-07-23-17:35:45,-73,100,100,100,100,-71,100,100,100,100,100,-58,-55,-95,100,-82,100,100,100,100,100,100,100,-76,-92,,
52,2022-07-23-17:35:50,-72,-77,100,100,-88,-71,100,100,100,100,100,-67,-56,-95,100,100,100,100,100,100,100,100,100,-94,-71,,
53,2022-07-23-17:35:55,-72,-83,100,100,-86,-75,100,100,100,100,100,-67,-74,-95,100,-81,100,100,100,100,100,100,100,-86,-71,,
54,2022-07-23-17:36:00,-71,-77,100,100,-88,-71,100,100,100,100,100,-67,-74,100,100,-82,100,100,100,100,100,100,100,-93,-92,,
55,2022-07-23-17:36:05,-73,-77,100,100,-88,-71,100,100,100,100,100,-61,-74,100,100,-82,100,100,100,100,100,100,100,-86,-71,,
56,2022-07-23-17:36:10,-72,-83,100,100,-88,-71,100,100,100,100,100,-67,-74,100,100,-82,100,100,100,100,100,100,100,-94,-71,,
57,2022-07-23-17:36:15,-72,-77,100,100,-79,-71,100,100,100,100,100,-67,-74,100,100,-82,100,100,100,100,100,100,100,-94,-93,,
58,2022-07-23-17:36:20,-72,-83,100,100,-78,-82,100,100,100,100,100,-58,-74,100,100,-82,100,100,100,100,100,100,100,-76,-71,,
59,2022-07-23-17:36:25,-72,-77,100,100,-88,-75,100,100,-99,100,100,-67,-74,100,100,-81,100,100,100,100,100,100,100,-76,-71,,
