index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-16:28:05,-89,-87,100,100,-79,-86,100,100,-97,100,100,-72,-81,-99,100,-68,100,100,100,100,-94,100,100,-79,-81
1,2022-07-23-16:28:10,-86,-72,100,100,-78,-71,100,100,100,100,100,-71,-70,100,100,-55,100,100,100,100,100,100,100,-79,-64
2,2022-07-23-16:28:15,-86,-78,100,100,-77,-77,100,100,100,100,100,-73,-79,-100,100,-58,100,100,100,100,100,100,100,-78,-65
3,2022-07-23-16:28:20,-85,-78,100,100,-79,-71,100,100,100,100,100,-73,-88,100,100,-55,100,100,100,100,100,100,100,-86,-64
4,2022-07-23-16:28:25,-90,-72,100,100,-80,-72,100,100,100,100,100,-77,-85,100,100,-57,100,100,100,100,100,100,100,-78,-66
5,2022-07-23-16:28:30,-89,-78,100,100,-77,-76,100,100,100,100,100,-72,-80,100,100,-54,100,100,100,100,100,100,100,-85,-65
6,2022-07-23-16:28:35,-87,-72,100,100,-77,-72,100,100,100,100,100,-77,-75,100,100,-54,100,100,100,100,100,100,100,-79,-64
7,2022-07-23-16:28:40,-88,-78,100,100,-76,-80,100,100,100,100,100,-81,-73,100,100,-56,100,100,100,100,100,100,100,-85,-66
8,2022-07-23-16:28:45,-91,-89,100,100,-82,-73,100,100,100,100,100,-73,-76,100,100,-55,100,100,100,100,100,100,100,-85,-65
9,2022-07-23-16:28:50,-86,-77,100,100,-79,-81,100,100,100,100,100,-72,-68,100,100,-54,100,100,100,100,100,100,100,-86,-73
10,2022-07-23-16:28:55,100,-71,100,100,-78,-72,100,100,100,100,100,-72,-76,100,100,-59,100,100,100,100,100,100,100,-88,-73
11,2022-07-23-16:29:00,100,-71,100,100,-77,-71,100,100,100,100,100,100,-76,100,100,-59,100,100,100,100,100,100,100,-88,-67
12,2022-07-23-16:29:05,100,-71,100,100,-77,-80,100,100,100,100,100,-71,-68,100,100,-56,100,100,100,100,100,100,100,-88,-67
13,2022-07-23-16:29:10,100,-71,100,100,-79,-72,100,100,100,100,100,-71,-76,100,100,-56,100,100,100,100,100,100,100,-80,-67
14,2022-07-23-16:29:15,100,-77,100,100,-78,-71,100,100,100,100,100,-74,-76,100,100,-59,100,100,100,100,100,100,100,-80,-67
15,2022-07-23-16:29:20,-91,-77,100,100,-79,-80,100,100,100,100,100,-77,-68,100,100,-59,100,100,100,100,100,100,100,-80,-67
16,2022-07-23-16:29:25,100,-77,100,100,-79,-72,100,100,100,100,100,-78,-68,100,100,-56,100,100,100,100,100,100,100,-86,-65
17,2022-07-23-16:29:30,-91,-87,100,100,-77,-80,100,100,100,100,100,-77,-74,100,100,-59,100,100,100,100,100,100,100,-88,-67
18,2022-07-23-16:29:35,-91,-71,100,100,-79,-71,100,100,100,100,100,-74,-76,100,100,-55,100,100,100,100,100,100,100,-79,-66
19,2022-07-23-16:29:40,-91,-88,100,100,-77,-71,100,100,100,100,100,-74,-76,100,100,-59,100,100,100,100,100,100,100,-88,-65
20,2022-07-23-16:29:45,-91,-87,100,100,-77,-72,100,100,100,100,100,-74,-74,100,100,-59,100,100,100,100,100,100,100,-88,-67
21,2022-07-23-16:29:50,-91,-71,100,100,-77,-80,100,100,100,100,100,-78,-76,100,100,-59,100,100,100,100,100,100,100,-86,-73
22,2022-07-23-16:29:55,100,-85,100,100,-78,-71,100,100,100,100,100,-71,-77,100,100,-56,100,100,100,100,100,100,100,-79,-73
23,2022-07-23-16:30:00,100,-77,100,100,-79,-72,100,100,100,100,100,-74,-74,100,100,-56,100,100,100,100,100,100,100,-79,-73
24,2022-07-23-16:30:05,-91,-88,100,100,-77,-80,100,100,100,100,100,-74,-68,100,100,-59,100,100,100,100,100,100,100,-80,-65
25,2022-07-23-16:30:10,-91,-77,100,100,-77,-72,100,100,100,100,100,-78,-74,100,100,-56,100,100,100,100,100,100,100,-86,-67
26,2022-07-23-16:30:15,100,-71,100,100,-77,-72,100,100,100,100,100,-78,-74,100,100,-56,100,100,100,100,100,100,100,-85,-67
27,2022-07-23-16:30:20,-91,-71,100,100,-77,-80,100,100,100,100,100,-72,-74,100,100,-55,100,100,100,100,100,100,100,-88,-67
28,2022-07-23-16:30:25,-91,-87,100,100,-79,-71,100,100,100,100,100,-74,-74,100,100,-59,100,100,100,100,100,100,100,-78,-67
29,2022-07-23-16:30:30,100,-87,100,100,-77,-71,100,100,100,100,100,-77,-74,100,100,-56,100,100,100,100,100,100,100,-79,-73
30,2022-07-23-16:30:35,100,-87,100,100,-79,-72,100,100,100,100,100,-74,-74,100,100,-55,100,100,100,100,100,100,100,100,-65
31,2022-07-23-16:30:40,100,-77,100,100,-77,-71,100,100,100,100,100,-74,-68,100,100,-59,100,100,100,100,100,100,100,-88,-66
32,2022-07-23-16:30:45,100,-77,100,100,-77,-72,100,100,100,100,100,-77,-76,100,100,-56,100,100,100,100,100,100,100,-88,100
33,2022-07-23-16:30:50,-91,-77,100,100,-79,-72,100,100,100,100,100,-74,-74,100,100,-59,100,100,100,100,100,100,100,-80,-65
