index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-15:31:19,-98,-80,-67,-94,-79,-89,-88,-77,-74,-90,-97,-82,-96,100,-94,-97,-96,-62,-74,-86,-92,100,-85,-87,-85,-95
1,2022-07-19-15:31:24,100,-84,-78,-89,-86,100,-85,-87,-78,-79,100,-88,100,100,-77,-87,100,-62,-84,-90,-92,100,100,-91,-89,100
2,2022-07-19-15:31:29,100,-72,-70,-82,-75,100,-86,-85,-78,-83,-98,-81,100,100,-76,-87,100,-72,-73,-83,-88,100,-88,-89,-83,100
3,2022-07-19-15:31:34,100,-71,-71,-84,-78,100,100,-79,-79,-84,100,100,100,100,-74,-92,100,-66,-80,100,100,100,-89,100,-88,100
4,2022-07-19-15:31:39,100,-81,-84,-88,-83,100,-79,-82,-77,-91,-93,-86,100,100,-76,-86,100,-64,-88,100,-91,100,100,-88,-90,100
5,2022-07-19-15:31:44,100,-76,-70,-82,-70,100,-83,-74,-77,-79,100,-85,100,100,-73,-90,100,-64,-72,-84,-93,100,-92,100,-83,100
6,2022-07-19-15:31:49,100,-81,-76,-89,-84,100,-80,-83,-77,-92,-94,-86,100,100,-76,-86,100,-64,-77,100,-92,100,100,100,-88,100
7,2022-07-19-15:31:54,100,-81,-75,-90,-83,100,-80,-81,-76,-90,-93,-86,100,100,-76,100,100,-64,-79,100,100,100,100,-90,-89,100
8,2022-07-19-15:31:59,100,-79,-71,-80,-72,100,100,-74,-76,-81,100,-91,100,100,-74,100,100,-69,-72,-84,-90,100,-86,-89,-88,100
9,2022-07-19-15:32:04,100,-80,-76,-81,-85,100,-80,-76,-80,-92,-93,-87,100,100,-76,-86,100,-64,-76,-85,-93,100,100,100,-88,100
10,2022-07-19-15:32:09,100,-70,-67,-83,-71,100,-80,-73,-83,-80,100,-85,100,100,-73,-88,100,-63,-71,-88,100,100,-90,100,-85,-96
11,2022-07-19-15:32:14,100,-78,-68,-82,-71,100,100,-73,-83,-82,100,-87,100,100,-73,100,100,-62,-71,-85,100,100,100,100,-84,100
12,2022-07-19-15:32:19,100,-70,-68,-85,-80,100,-79,-76,-79,-80,100,-88,100,100,-76,100,100,-64,-70,-84,100,100,-91,100,-85,100
13,2022-07-19-15:32:24,100,-78,-68,-81,-71,100,-86,-73,-81,-84,100,-85,100,100,-72,-86,100,-61,-71,100,100,100,-88,100,-82,100
14,2022-07-19-15:32:29,100,-71,-69,-82,-83,100,-80,-76,-80,-92,-93,-89,100,100,-77,-92,100,-64,-70,-89,100,100,100,-89,-84,100
15,2022-07-19-15:32:34,100,-69,-70,-84,-79,100,-80,-76,-76,-83,100,-88,100,100,-77,-90,100,-66,-68,-86,100,100,100,100,100,100
16,2022-07-19-15:32:39,100,-81,-75,-90,-83,100,-80,-81,-77,100,100,100,100,100,-76,-87,100,100,-76,100,-96,100,100,-92,-89,100
17,2022-07-19-15:32:44,100,-71,-69,-82,-77,100,-80,-76,-75,-82,-95,-85,100,100,-78,-90,100,-65,-69,-85,-93,100,-90,-91,-84,100
18,2022-07-19-15:32:49,100,-82,-69,-81,-71,100,-87,-82,-75,-80,100,-84,100,100,-77,-90,100,-62,-68,-89,100,100,-90,-91,-86,100
