index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-16:36:48,-85,-83,100,100,-73,-88,100,100,100,100,100,-69,-71,100,100,-66,100,100,100,100,-89,100,100,-91,-87
1,2022-07-23-16:36:53,-86,-78,100,100,-88,-77,100,100,100,100,100,-86,-62,100,100,-66,100,100,100,100,100,100,100,100,-77
2,2022-07-23-16:36:58,-85,-75,100,100,-73,-76,100,100,100,100,100,-76,-61,100,100,-67,100,100,100,100,100,100,100,-82,-69
3,2022-07-23-16:37:03,-84,-71,100,100,-73,-76,100,100,100,100,100,-77,-62,100,100,-67,100,100,100,100,100,100,100,-78,-73
4,2022-07-23-16:37:08,-92,-81,100,100,-77,100,100,100,100,100,100,-71,-69,100,100,-64,100,100,100,100,100,100,100,-82,-69
5,2022-07-23-16:37:13,-86,-81,100,100,100,-76,100,100,100,100,100,-85,-62,100,100,-71,100,100,100,100,100,100,100,-82,-69
6,2022-07-23-16:37:18,-81,-71,100,100,-77,-77,100,100,100,100,100,-75,-68,100,100,-67,100,100,100,100,100,100,100,-79,-73
7,2022-07-23-16:37:23,-87,-75,100,100,-77,-86,100,100,100,100,100,-75,-73,100,100,-64,100,100,100,100,100,100,100,-82,-72
8,2022-07-23-16:37:28,100,-76,100,100,-77,-77,100,100,100,100,100,-75,-73,100,100,-71,100,100,100,100,100,100,100,-79,-72
9,2022-07-23-16:37:33,-94,-71,100,100,-77,-75,100,100,100,100,100,-85,-62,100,100,-67,100,100,100,100,100,100,100,-82,-73
10,2022-07-23-16:37:38,-79,-75,100,100,-73,-75,100,100,100,100,100,-78,-68,100,100,-71,100,100,100,100,100,100,100,-82,-69
11,2022-07-23-16:37:43,-85,-75,100,100,-90,-86,100,100,100,100,100,-85,-73,100,100,-64,100,100,100,100,100,100,100,-82,-73
12,2022-07-23-16:37:48,-84,-71,100,100,-90,-75,100,100,100,100,100,-79,-62,100,100,-67,100,100,100,100,100,100,100,-79,-69
13,2022-07-23-16:37:53,-89,-75,100,100,-90,-77,100,100,100,100,100,-75,-69,100,100,-71,100,100,100,100,100,100,100,-78,-72
14,2022-07-23-16:37:58,-81,-80,100,100,-77,-75,100,100,100,100,100,-88,-73,100,100,-65,100,100,100,100,100,100,100,-82,-72
15,2022-07-23-16:38:03,-87,-71,100,100,-73,-76,100,100,100,100,100,-79,-63,100,100,-68,100,100,100,100,100,100,100,-82,-73
16,2022-07-23-16:38:08,-95,-75,100,100,-77,-76,100,100,100,100,100,-73,-61,100,100,-68,100,100,100,100,100,100,100,-86,-72
17,2022-07-23-16:38:13,-85,-76,100,100,-74,-79,100,100,100,100,100,-74,-68,100,100,-65,100,100,100,100,100,100,100,-89,-70
18,2022-07-23-16:38:18,-86,-80,100,100,-77,-76,100,100,100,100,100,-86,-73,100,100,-67,100,100,100,100,100,100,100,-85,-73
19,2022-07-23-16:38:23,-86,-71,100,100,-73,-77,100,100,100,100,100,-79,-62,100,100,-68,100,100,100,100,100,100,100,-79,-69
20,2022-07-23-16:38:28,-83,-75,100,100,-77,-76,100,100,100,100,100,-76,-68,100,100,-71,100,100,100,100,100,100,100,-86,-72
21,2022-07-23-16:38:33,-86,-80,100,100,-89,-77,100,100,100,100,100,-86,-73,100,100,-65,100,100,100,100,100,100,100,-82,-73
22,2022-07-23-16:38:38,-86,-71,100,100,-89,-77,100,100,100,100,100,-79,-62,100,100,-68,100,100,100,100,-92,100,100,-79,-69
23,2022-07-23-16:38:43,-83,-75,100,100,-73,-76,100,100,100,100,100,-75,-62,100,100,-70,100,100,100,100,100,100,100,-79,-72
24,2022-07-23-16:38:48,-86,-80,100,100,-77,-76,100,100,100,100,100,-86,-73,100,100,-71,100,100,100,100,-91,100,100,-82,-72
25,2022-07-23-16:38:53,-86,-71,100,100,-73,-77,100,100,100,100,100,-79,-73,100,100,-64,100,100,100,100,100,100,100,-78,-69
26,2022-07-23-16:38:58,-94,-75,100,100,-89,-77,100,100,100,100,100,-74,-62,100,100,-67,100,100,100,100,100,100,100,-86,-73
27,2022-07-23-16:39:03,-83,-80,100,100,-77,-76,100,100,100,100,100,-86,-68,100,100,-71,100,100,100,100,100,100,100,-86,-73
28,2022-07-23-16:39:08,-86,-75,100,100,-77,-86,100,100,100,100,100,-79,-73,100,100,-64,100,100,100,100,100,100,100,-82,-72
29,2022-07-23-16:39:13,-83,-71,100,100,-73,-77,100,100,100,100,100,-74,-62,100,100,-64,100,100,100,100,100,100,100,-79,-73
30,2022-07-23-16:39:18,-83,-75,100,100,-77,-76,100,100,100,100,100,-86,-68,100,100,-71,100,100,100,100,100,100,100,-86,-72
31,2022-07-23-16:39:23,-86,-75,100,100,-77,-76,100,100,100,100,100,-86,-73,100,100,-64,100,100,100,100,100,100,100,-82,-73
32,2022-07-23-16:39:28,-86,-71,100,100,-73,-77,100,100,100,100,100,-79,-73,100,100,-67,100,100,100,100,100,100,100,-79,-68
33,2022-07-23-16:39:33,-83,-75,100,100,-77,-76,100,100,100,100,100,-75,-68,100,100,-71,100,100,100,100,100,100,100,-86,-72
34,2022-07-23-16:39:38,-86,-80,100,100,-73,-85,100,100,100,100,100,-75,-73,100,100,-64,100,100,100,100,100,100,100,-82,-73
35,2022-07-23-16:39:43,-83,-75,100,100,-73,-77,100,100,100,100,100,-86,-62,100,100,-67,100,100,100,100,100,100,100,-83,-73
36,2022-07-23-16:39:48,-94,-71,100,100,-73,-77,100,100,100,100,100,-86,-62,100,100,-67,100,100,100,100,100,100,100,-82,-73
37,2022-07-23-16:39:53,-83,-75,100,100,-73,-77,100,100,100,100,100,-79,-68,100,100,-67,100,100,100,100,100,100,100,-86,-72
38,2022-07-23-16:39:58,-86,-80,100,100,-77,-76,100,100,100,100,100,-79,-68,100,100,-71,100,100,100,100,100,100,100,-86,-73
39,2022-07-23-16:40:03,-83,-71,100,100,-89,-85,100,100,100,100,100,-86,-73,100,100,-64,100,100,100,100,100,100,100,-82,-73
40,2022-07-23-16:40:08,100,-75,100,100,-73,-77,100,100,100,100,100,-79,-62,100,100,-67,100,100,100,100,100,100,100,-79,-69
41,2022-07-23-16:40:13,-83,-75,100,100,-77,-76,100,100,100,100,100,-75,-68,100,100,-70,100,100,100,100,100,100,100,-82,-72
42,2022-07-23-16:40:18,-86,-80,100,100,-89,-77,100,100,100,100,100,-86,-73,100,100,-71,100,100,100,100,100,100,100,-82,-69
43,2022-07-23-16:40:23,-86,-71,100,100,-73,-77,100,100,100,100,100,-79,-62,100,100,-67,100,100,100,100,100,100,100,-79,-69
44,2022-07-23-16:40:28,-83,-71,100,100,-73,-76,100,100,100,100,100,-75,-68,100,100,-71,100,100,100,100,100,100,100,-79,-69
45,2022-07-23-16:40:33,-86,-75,100,100,-77,-76,100,100,100,100,100,-85,-73,100,100,-64,100,100,100,100,100,100,100,-86,-72
46,2022-07-23-16:40:38,-83,-80,100,100,-73,-85,100,100,100,100,100,-79,-62,100,100,-64,100,100,100,100,100,100,100,-79,-73
47,2022-07-23-16:40:43,-86,-71,100,100,-77,-76,100,100,100,100,100,-81,-62,100,100,-71,100,100,100,100,100,100,100,-86,-69
48,2022-07-23-16:40:48,-86,-75,100,100,-77,-85,100,100,100,100,100,-75,-73,100,100,-71,100,100,100,100,100,100,100,-79,-72
49,2022-07-23-16:40:53,-94,-80,100,100,-73,-86,100,100,100,100,100,-86,-62,100,100,-64,100,100,100,100,100,100,100,-82,-73
50,2022-07-23-16:40:58,-86,-71,100,100,-73,-76,100,100,100,100,100,-79,-68,100,100,-64,100,100,100,100,100,100,100,-86,-68
51,2022-07-23-16:41:03,-86,-75,100,100,-78,-85,100,100,100,100,100,-75,-73,100,100,-71,100,100,100,100,100,100,100,-86,-72
52,2022-07-23-16:41:08,-86,-71,100,100,-77,-75,100,100,100,100,100,-86,-73,100,100,-64,100,100,100,100,100,100,100,-86,-72
53,2022-07-23-16:41:13,-94,-80,100,100,-73,-85,100,100,100,100,100,-79,-62,100,100,-67,100,100,100,100,100,100,100,-82,-73
54,2022-07-23-16:41:18,-83,-75,100,100,-73,-77,100,100,100,100,100,-79,-68,100,100,-71,100,100,100,100,100,100,100,-79,-70
55,2022-07-23-16:41:23,-83,-75,100,100,-77,-76,100,100,100,100,100,-86,-74,100,100,-65,100,100,100,100,100,100,100,-82,-72
56,2022-07-23-16:41:28,-86,-71,100,100,-73,-85,100,100,100,100,100,-86,-74,100,100,-64,100,100,100,100,100,100,100,-79,-68
57,2022-07-23-16:41:33,-86,-75,100,100,-77,-77,100,100,100,100,100,-75,-62,100,100,-71,100,100,100,100,100,100,100,-79,-72
58,2022-07-23-16:41:38,-94,-75,100,100,-77,-76,100,100,100,100,100,-86,-68,100,100,-64,100,100,100,100,100,100,100,-85,-73
59,2022-07-23-16:41:43,-86,-71,100,100,-73,-76,100,100,100,100,100,-79,-73,100,100,-67,100,100,100,100,100,100,100,-82,-73
