index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-88.66
0,2022-07-23-13:26:20,-95,-70,-87,100,-83,-80,-97,-96,-81,100,100,-90,-88,-102,100,-96,-86,-88,100,100,100,100,100,-69,-81,,
1,2022-07-23-13:26:25,-94,-67,-90,100,-68,-79,-95,100,-84,100,100,-88,-86,-86,100,-85,-70,-89,100,100,100,100,100,-65,-86,,
2,2022-07-23-13:26:30,-88,-73,-87,100,-64,-88,100,100,-75,100,100,100,-89,-89,100,-89,-71,-87,100,100,100,100,100,-77,-81,,
3,2022-07-23-13:26:35,-92,-69,-93,100,-69,100,-94,100,-69,100,100,100,-90,-94,100,-87,-79,-89,100,100,100,100,100,-83,-81,,
4,2022-07-23-13:26:40,-92,-61,-90,100,-68,-90,100,100,-76,100,100,-95,-88,-91,100,-88,-66,-86,100,100,100,100,100,-71,-84,,
5,2022-07-23-13:26:45,-88,-61,-86,100,-67,-82,-94,100,-68,100,100,-85,-86,-89,100,-78,-69,-92,100,100,100,100,100,-74,-87,,
6,2022-07-23-13:26:50,-88,-71,-89,100,-68,-82,100,100,-90,100,100,-94,-85,-90,100,-80,-79,-86,100,100,100,100,100,-74,-77,,
7,2022-07-23-13:26:55,-87,-70,-88,100,-75,-84,100,100,-80,100,100,-90,-83,-93,100,-81,-66,-85,100,100,100,100,100,-71,-77,,
8,2022-07-23-13:27:00,-84,-61,-85,100,-67,-85,100,100,-67,100,100,100,-87,-87,100,-88,-68,100,100,100,100,100,100,-70,-90,,
9,2022-07-23-13:27:05,-85,-61,-85,100,-72,-80,-96,100,-80,100,100,-91,-91,-93,100,-82,-66,-93,100,100,100,100,100,-71,-85,,
10,2022-07-23-13:27:10,-85,-61,-86,100,-68,-85,-94,-93,-79,100,100,-91,-87,-90,100,-81,-78,100,100,100,100,100,100,-80,-88,,
11,2022-07-23-13:27:15,-82,-73,-84,100,-82,-80,-92,100,-72,100,100,-91,-84,-89,100,-81,-65,-86,100,100,100,100,100,-73,-84,,
12,2022-07-23-13:27:20,-87,-62,-85,100,-68,-80,-94,100,-66,100,100,-95,-88,-92,100,-85,-68,-91,100,100,100,100,100,-74,-91,,
13,2022-07-23-13:27:25,-90,-74,-87,100,-68,-84,-94,-95,-85,100,100,-91,-87,-90,100,-85,-69,-86,100,100,100,100,100,-76,-81,,
14,2022-07-23-13:27:30,-90,-61,-88,100,-69,-86,-93,-96,-77,100,100,100,-86,-90,100,-84,-67,-91,100,100,100,100,100,-75,-82,,
15,2022-07-23-13:27:35,-90,-62,-85,100,-68,-84,-93,100,-77,100,100,-91,-94,-91,100,-81,-68,-86,100,100,100,100,100,-69,-87,,
16,2022-07-23-13:27:40,-88,-79,-87,100,-68,-82,-94,100,-85,100,100,-89,-87,-93,100,-85,-79,-85,100,100,100,100,100,-75,-80,,
17,2022-07-23-13:27:45,-93,-61,-88,100,-69,-82,-96,-97,-77,100,100,-91,-87,100,100,-82,-67,-97,100,100,100,100,100,-75,-87,,
18,2022-07-23-13:27:50,-90,-74,-88,100,-68,-82,-94,-96,-66,100,100,-99,-87,-90,100,-85,-68,-91,100,100,100,100,100,-75,-87,,
19,2022-07-23-13:27:55,-89,-61,-85,100,-68,-87,-93,100,-87,100,100,-89,-87,-90,100,-85,-78,-85,100,100,100,100,100,-70,-89,,
20,2022-07-23-13:28:00,-90,-74,-85,100,-69,-82,100,100,-86,100,100,-95,-86,-90,100,-82,-67,-86,100,100,100,100,100,-76,-82,,
21,2022-07-23-13:28:05,-87,-61,-88,100,-69,-86,100,100,-77,100,100,-88,-91,-89,100,-85,-78,-85,100,100,100,100,100,-75,-85,,
22,2022-07-23-13:28:10,-87,-61,-85,100,-68,-83,-96,100,-87,100,100,-91,-95,-90,100,-85,-68,-85,100,100,100,100,100,-70,-87,,
23,2022-07-23-13:28:15,-86,-74,-88,100,-68,-86,-93,-96,-87,100,100,100,-86,-90,100,-82,-79,-86,100,100,100,100,100,-76,-81,,
24,2022-07-23-13:28:20,-86,-62,-88,100,-69,-81,-93,100,-78,100,100,-90,-86,-90,100,-82,-67,-86,100,100,100,100,100,-75,-87,,
25,2022-07-23-13:28:25,-90,-61,-85,100,-68,-83,100,100,-66,100,100,-90,-87,-91,100,-85,-68,-91,100,100,100,100,100,-70,-86,,
26,2022-07-23-13:28:30,-86,-74,-88,100,-68,-86,-94,100,100,100,100,-89,-88,-90,100,-85,-78,-86,100,100,100,100,100,-76,-82,,
27,2022-07-23-13:28:35,-89,-62,-88,100,-68,-87,-94,100,-77,100,100,-89,-86,-90,100,-81,-67,-91,100,100,100,100,100,-72,-94,,
28,2022-07-23-13:28:40,-92,-62,-88,100,-68,-86,100,100,-77,100,100,-88,-88,-87,100,-85,-78,-86,100,100,100,100,100,-70,-87,,
29,2022-07-23-13:28:45,-86,-62,-85,100,-68,-86,-96,100,-77,100,100,-91,-87,-91,100,-85,-68,-90,100,100,100,100,100,-70,-87,,
30,2022-07-23-13:28:50,-87,-74,-85,100,-68,100,-96,-97,-66,100,100,-91,-86,-90,100,-85,-78,-85,100,100,100,100,100,-70,-81,,
31,2022-07-23-13:28:55,-93,-74,-88,100,-69,-86,-93,100,-86,100,100,-88,-87,-90,100,-84,-67,-91,100,100,100,100,100,-76,-87,,
32,2022-07-23-13:29:00,-87,-62,-87,100,-68,-82,-96,-96,-77,100,100,-91,-86,-91,100,-82,-68,-91,100,100,100,100,100,-75,-87,,
33,2022-07-23-13:29:05,-89,-61,-85,100,-68,-86,-94,-96,-66,100,100,-91,-93,-90,100,-85,-78,-86,100,100,100,100,100,-70,-87,,
34,2022-07-23-13:29:10,-93,-74,-85,100,-68,-83,-94,100,-66,100,100,-90,-87,-89,100,-85,-67,-86,100,100,100,100,100,-76,-81,,
35,2022-07-23-13:29:15,-86,-62,-88,100,-69,-83,-93,-95,-77,100,100,100,-87,-89,100,-82,-67,-91,100,100,100,100,100,-75,-87,,
36,2022-07-23-13:29:20,-90,-62,-88,100,-69,-87,-94,100,-77,100,100,-89,-91,-94,100,-85,-67,-98,100,100,100,100,100,-75,-87,,
37,2022-07-23-13:29:25,-86,-74,-88,100,-68,-88,-94,-95,-66,100,100,-91,-88,-90,100,-86,-78,-85,100,100,100,100,100,-71,-90,,
38,2022-07-23-13:29:30,-87,-61,-88,100,-68,-83,100,-96,-87,100,100,-91,-91,-91,100,-83,-68,-86,100,100,100,100,100,-70,100,,
39,2022-07-23-13:29:35,-93,-61,-88,100,-68,100,-93,100,-86,100,100,-90,-93,-90,100,-85,-67,-91,100,100,100,100,100,-70,-81,,
40,2022-07-23-13:29:40,-86,-62,-88,100,-68,-86,-96,100,-66,100,100,100,-87,100,100,-84,-78,-86,100,100,100,100,100,-75,-81,,
41,2022-07-23-13:29:45,-90,-74,-88,100,-69,-86,-93,100,100,100,100,-88,-93,-91,100,-85,-67,-86,100,100,100,100,100,-75,-81,,
42,2022-07-23-13:29:50,-86,-61,-85,100,-69,-86,100,100,-67,100,100,-88,-87,-89,100,-84,-67,-90,100,100,100,100,100,-70,-87,,
43,2022-07-23-13:29:55,-93,-62,-88,100,-68,-82,-93,-96,-66,100,100,-88,-87,-89,100,-85,-68,-91,100,100,100,100,100,-70,-82,,
44,2022-07-23-13:30:00,100,-74,-88,100,-68,-86,-93,100,-66,100,100,100,-87,-89,100,-85,-68,-85,100,100,100,100,100,-70,-87,,
45,2022-07-23-13:30:05,-90,-74,-88,100,-69,-86,-94,-96,-77,100,100,-98,-87,-90,100,-82,-68,-91,100,100,100,100,100,-76,-81,,
46,2022-07-23-13:30:10,-93,-62,-88,100,-68,-86,-93,100,-66,100,100,-88,-87,-89,100,-82,-67,-91,100,100,100,100,100,-75,-87,,
47,2022-07-23-13:30:15,-89,-74,-88,100,-68,-82,-96,-96,-87,100,100,-88,-86,100,100,-85,-68,-85,100,100,100,100,100,-75,-86,,
48,2022-07-23-13:30:20,-93,-74,-88,100,-68,-86,-93,-96,-66,100,100,-88,-86,-89,100,-82,-78,-85,100,100,100,100,100,-75,-87,,
49,2022-07-23-13:30:25,-84,-62,-85,100,-69,-86,100,100,-66,100,100,-95,-86,-89,100,-85,-67,-91,100,100,100,100,100,-70,-87,,
50,2022-07-23-13:30:30,-88,-61,-88,100,-68,-86,100,100,-66,100,100,-92,-86,-90,100,-84,-68,-90,100,100,100,100,100,-70,-82,,
51,2022-07-23-13:30:35,-84,-61,-88,100,-69,-86,-94,100,-87,100,100,-93,-85,-91,100,-84,-67,-85,100,100,100,100,100,-76,-88,,
52,2022-07-23-13:30:40,-88,-62,-88,100,-68,-82,-95,100,-78,100,100,-91,-94,-93,100,-81,-68,-85,100,100,100,100,100,-76,-88,,
53,2022-07-23-13:30:45,-91,-74,-88,100,-68,-87,100,100,-86,100,100,-92,-92,-89,100,-86,-67,-86,100,100,100,100,100,-69,-85,,
54,2022-07-23-13:30:50,-86,-61,-88,100,-69,-85,-94,-95,-77,100,100,-92,-96,-92,100,-85,-68,-96,100,100,100,100,100,-70,-85,,
55,2022-07-23-13:30:55,-93,-61,-88,100,-68,-87,-94,-96,-66,100,100,-98,-87,-90,100,-84,-68,-85,100,100,100,100,100,-70,-82,,
56,2022-07-23-13:31:00,-88,-74,-88,100,-69,-83,-94,100,-77,100,100,-88,-93,-89,100,-84,-67,-86,100,100,100,100,100,-75,-88,,
57,2022-07-23-13:31:05,-90,-74,-85,100,-69,-82,-93,100,-66,100,100,-88,-93,-92,100,-85,-68,-91,100,100,100,100,100,-70,-87,,
58,2022-07-23-13:31:10,-90,-74,-88,100,-68,-86,-96,100,-77,100,100,-88,100,-90,100,-82,-67,-85,100,100,100,100,100,-75,-87,,
59,2022-07-23-13:31:15,-86,-74,-88,100,-69,-86,-96,100,-87,100,100,100,-87,-89,100,-82,-68,-91,100,100,100,100,100,-75,-87,,
