index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-19:59:17,100,-88,-71,100,-94,100,-97,-85,-86,100,100,100,100,-88,100,100,-100,-78,100,100,100,100,100,100,100
1,2022-07-22-19:59:22,100,-87,-55,100,100,100,-96,-84,-79,100,100,100,100,-86,100,100,-82,-69,100,100,100,100,100,100,100
2,2022-07-22-19:59:27,100,-91,-58,100,100,100,100,-86,-82,100,100,100,100,-91,100,100,-78,-80,100,100,100,100,100,100,100
3,2022-07-22-19:59:32,100,-91,-56,100,100,100,-94,-80,-80,100,100,100,100,-86,100,100,-86,-68,100,100,100,100,100,100,100
4,2022-07-22-19:59:37,100,-84,-54,100,100,100,-95,-83,-84,100,100,100,100,-91,100,100,-80,-73,100,100,100,100,100,100,100
5,2022-07-22-19:59:42,100,-93,-58,100,-97,100,100,-86,-82,100,100,100,100,-90,100,100,-76,-78,100,100,100,100,100,100,100
6,2022-07-22-19:59:47,100,-82,-54,100,100,100,100,-83,-83,100,100,100,100,100,100,100,-80,-72,100,100,100,100,100,100,100
7,2022-07-22-19:59:52,100,-93,-58,100,100,100,100,-87,-82,100,100,100,100,-90,100,100,-76,-78,100,100,100,100,100,100,100
8,2022-07-22-19:59:57,100,-91,-56,100,100,100,-96,-84,-80,100,100,100,100,-86,100,100,-76,-69,100,100,100,100,100,100,100
9,2022-07-22-20:00:02,100,-83,-54,100,100,100,-97,-83,-83,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100
10,2022-07-22-20:00:07,100,100,100,100,100,100,100,-84,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100
11,2022-07-22-20:00:12,100,-82,-54,100,100,100,-96,-83,-83,100,100,100,100,-90,100,100,-80,-69,100,100,100,100,100,100,100
12,2022-07-22-20:00:17,100,-92,-58,100,-97,100,100,-86,-82,100,100,100,100,-92,100,100,-76,-78,100,100,100,100,100,100,100
13,2022-07-22-20:00:22,100,-89,-56,100,100,100,-97,-84,-80,100,100,100,100,-86,100,100,-98,-69,100,100,100,100,100,100,100
14,2022-07-22-20:00:27,100,-89,-56,100,100,100,100,-84,-81,100,100,100,100,-91,100,100,-76,-68,100,100,100,100,100,100,100
15,2022-07-22-20:00:32,100,-88,-56,100,-97,100,-96,-84,-82,100,100,100,100,-90,100,100,-100,-78,100,100,100,100,100,100,100
16,2022-07-22-20:00:37,100,-82,-54,100,100,100,-96,-83,-84,100,100,100,100,-86,100,100,-80,-73,100,100,100,100,100,100,100
17,2022-07-22-20:00:42,100,-93,-58,100,100,100,100,-87,-82,100,100,100,100,-92,100,100,-76,-78,100,100,100,100,100,100,100
