index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-14:50:04,100,-88,100,-100,-90,100,-88,-86,-82,-96,100,-96,100,100,-94,100,100,-93,-58,100,100,100,-98,100,-91,100
1,2022-07-22-14:50:09,100,-84,100,100,-80,100,-79,-81,-70,100,100,100,100,100,-89,100,100,-79,-62,100,100,100,100,100,100,100
2,2022-07-22-14:50:14,100,-82,100,-93,-80,100,-87,-83,-68,100,100,100,100,100,-86,100,100,-79,-70,100,100,100,100,100,100,100
3,2022-07-22-14:50:19,100,-85,100,100,-84,100,-92,-81,-64,100,100,100,100,100,-86,100,100,-74,-60,100,100,100,100,100,-97,100
4,2022-07-22-14:50:24,100,-82,100,100,100,100,-92,-80,-63,100,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
5,2022-07-22-14:50:29,100,-81,100,-93,-82,100,-83,-81,-86,100,100,-95,100,100,-86,100,100,-73,-71,100,100,100,100,100,100,100
6,2022-07-22-14:50:34,100,-82,100,100,-80,100,-83,-84,-63,100,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
7,2022-07-22-14:50:39,100,-81,100,100,-84,100,-85,-81,-68,-99,100,100,100,100,-86,100,100,-74,-61,100,100,100,100,100,100,100
8,2022-07-22-14:50:44,100,-83,100,100,-84,100,-85,-81,-68,100,100,-95,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
9,2022-07-22-14:50:49,100,-81,100,-92,-82,100,-83,-84,-68,100,100,100,100,100,-88,100,100,-79,-71,100,100,100,100,100,100,100
10,2022-07-22-14:50:54,100,-81,100,-92,-82,100,-83,-81,-86,100,100,100,100,100,-88,100,100,-79,-60,100,100,100,100,100,100,100
11,2022-07-22-14:50:59,100,-81,100,100,-82,100,-84,-80,-68,-95,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
12,2022-07-22-14:51:04,100,-79,100,100,-82,100,-93,-80,-86,100,100,100,100,100,-88,100,100,-73,-71,100,100,100,100,100,100,100
13,2022-07-22-14:51:09,100,-79,100,-93,-84,100,-92,-81,-86,100,100,100,100,100,-88,100,100,-79,-71,100,100,100,100,100,100,100
14,2022-07-22-14:51:14,100,-79,100,-93,-82,100,-92,-81,-86,-96,100,-96,100,100,-87,100,100,-73,-72,100,100,100,100,100,100,100
15,2022-07-22-14:51:19,100,-81,100,-93,-80,100,-85,-80,-86,100,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
16,2022-07-22-14:51:24,100,-79,100,100,-79,100,-83,-80,-68,100,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
17,2022-07-22-14:51:29,100,-83,100,100,-82,100,-85,-80,-63,100,100,-98,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
18,2022-07-22-14:51:34,100,-79,100,100,-80,100,-83,-81,-68,100,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
19,2022-07-22-14:51:39,100,-81,100,100,-80,100,-85,-84,-63,-96,100,100,100,100,-86,100,100,-79,-71,100,100,100,100,100,100,100
20,2022-07-22-14:51:44,100,-79,100,-93,-84,100,-85,-81,-63,100,100,100,100,100,-86,100,100,-73,-71,100,100,100,100,100,100,100
21,2022-07-22-14:51:49,100,-79,100,100,-84,100,-83,-84,-68,100,100,100,100,100,-88,100,100,-79,-62,100,100,100,100,100,100,100
22,2022-07-22-14:51:54,100,-81,100,-93,-80,100,-92,-81,-63,-95,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
23,2022-07-22-14:51:59,100,-79,100,100,-82,100,-85,-84,-86,100,100,-96,100,100,-88,100,100,-79,-71,100,100,100,100,100,100,100
24,2022-07-22-14:52:04,100,-83,100,100,-84,100,-85,-84,-85,100,100,-95,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
25,2022-07-22-14:52:09,100,-81,100,100,-84,100,-85,-80,-68,-96,100,-96,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
26,2022-07-22-14:52:14,100,-82,100,-93,-82,100,-85,-84,-68,100,100,100,100,100,-88,100,100,-79,-60,100,100,100,100,100,100,100
27,2022-07-22-14:52:19,100,-82,100,-93,-82,100,-83,-80,-85,100,100,-95,100,100,-86,100,100,-73,-60,100,100,100,100,100,100,100
28,2022-07-22-14:52:24,100,-79,100,-92,-80,100,-83,-80,-68,100,100,-95,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
29,2022-07-22-14:52:29,100,-82,100,100,-80,100,-86,-80,-68,100,100,100,100,100,-86,100,100,-79,-71,100,100,100,100,100,100,100
30,2022-07-22-14:52:34,100,-81,100,-93,-84,100,-83,-79,-86,100,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
31,2022-07-22-14:52:39,100,-79,100,100,-82,100,-85,-81,-68,100,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,-96,100
32,2022-07-22-14:52:44,100,-81,100,-93,-82,100,100,100,-63,100,100,100,100,100,-86,100,100,-73,-60,100,100,100,100,100,100,100
33,2022-07-22-14:52:49,100,-81,100,100,-84,100,-83,-86,-85,100,100,100,100,100,-88,100,100,-79,-62,100,100,100,100,100,100,100
34,2022-07-22-14:52:54,100,-81,100,-92,-80,100,-85,-81,-86,-100,100,100,100,100,-86,100,100,-74,-62,100,100,100,100,100,-96,100
35,2022-07-22-14:52:59,100,-82,100,100,-80,100,-83,-80,-85,100,100,100,100,100,-88,100,100,-74,-71,100,100,100,100,100,100,100
36,2022-07-22-14:53:04,100,-82,100,100,-82,100,100,-81,-68,100,100,100,100,100,-87,100,100,-79,-62,100,100,100,100,100,100,100
37,2022-07-22-14:53:09,100,-81,100,100,-82,100,-85,-81,-69,-96,100,100,100,100,-86,100,100,-73,-60,100,100,100,100,100,100,100
38,2022-07-22-14:53:14,100,-79,100,-93,-80,100,-83,-80,-86,-97,100,100,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
39,2022-07-22-14:53:19,100,-83,100,100,-84,100,-85,-80,-63,100,100,100,100,100,-86,100,100,-73,-71,100,100,100,100,100,100,100
40,2022-07-22-14:53:24,100,-79,100,100,-82,100,-83,-81,-86,100,100,-96,100,100,-88,100,100,-79,-60,100,100,100,100,100,100,100
41,2022-07-22-14:53:29,100,-81,100,-93,-80,100,-85,-85,-63,-96,100,-96,100,100,100,100,100,-79,-71,100,100,100,100,100,100,100
42,2022-07-22-14:53:34,100,-82,100,100,-84,100,-83,-81,-85,100,100,100,100,100,-86,100,100,-74,-60,100,100,100,100,100,100,100
43,2022-07-22-14:53:39,100,-81,100,100,-80,100,-85,-80,-63,-96,100,100,100,100,-86,100,100,-79,-71,100,100,100,100,100,100,100
44,2022-07-22-14:53:44,100,-81,100,-92,-80,100,-85,-80,-68,100,100,100,100,100,-86,100,100,-79,-71,100,100,100,100,100,100,100
45,2022-07-22-14:53:49,100,-79,100,100,-82,100,-93,-80,-63,100,100,100,100,100,-86,100,100,-73,-62,100,100,100,100,100,100,100
46,2022-07-22-14:53:54,100,-79,100,100,-84,100,-85,-84,-86,100,100,100,100,100,-86,100,100,-79,-71,100,100,100,100,100,100,100
47,2022-07-22-14:53:59,100,-81,100,-93,-80,100,-84,-80,-63,-95,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
48,2022-07-22-14:54:04,100,-79,100,-93,-84,100,-83,-80,-68,100,100,-96,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
49,2022-07-22-14:54:09,100,-78,100,100,-82,100,100,-80,-86,-93,100,100,100,100,-87,100,100,-79,-60,100,100,100,100,100,100,100
50,2022-07-22-14:54:14,100,-78,100,100,-84,100,-83,-85,-68,100,100,100,100,100,-88,100,100,-80,-60,100,100,100,100,100,100,100
51,2022-07-22-14:54:19,100,-84,100,100,-85,100,-85,-80,-86,100,100,100,100,100,-85,100,100,-80,-60,100,100,100,100,100,100,100
52,2022-07-22-14:54:24,100,-79,100,100,-82,100,-85,-80,-86,100,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
53,2022-07-22-14:54:29,100,-81,100,-93,-80,100,-85,-81,-68,100,100,-95,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
54,2022-07-22-14:54:34,100,-81,100,-92,-82,100,-92,-81,-63,100,100,100,100,100,100,100,100,-73,-71,100,100,100,100,100,100,100
55,2022-07-22-14:54:39,100,-82,100,100,-84,100,-85,-84,-86,-97,100,-95,100,100,-86,100,100,-79,-62,100,100,100,100,100,100,100
56,2022-07-22-14:54:44,100,-82,100,100,-82,100,-85,-81,-63,100,100,100,100,100,-88,100,100,-73,-62,100,100,100,100,100,100,100
57,2022-07-22-14:54:49,100,-79,100,-92,-82,100,-85,-81,-86,100,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
58,2022-07-22-14:54:54,100,-79,100,-93,-82,100,100,-81,-86,100,100,100,100,100,-86,100,100,-79,-60,100,100,100,100,100,100,100
