index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-18:18:39,-59,-88,100,100,-89,-89,100,100,100,100,100,-82,-81,-89,100,-90,100,100,100,100,100,100,100,-89,-85
1,2022-07-23-18:18:44,-50,-90,100,100,100,-70,100,100,100,100,100,-70,-72,100,100,-83,100,100,100,100,100,100,100,100,-71
2,2022-07-23-18:18:49,-54,100,100,100,-85,-74,100,100,100,100,100,-78,-78,100,100,-84,100,100,100,100,100,100,100,-86,-76
3,2022-07-23-18:18:54,-53,-90,100,100,-86,-70,100,100,100,100,100,-82,-73,100,100,-88,100,100,100,100,100,100,100,-94,-73
4,2022-07-23-18:18:59,-53,-86,100,100,-95,-76,100,100,100,100,100,-73,-71,100,100,-91,100,100,100,100,100,100,100,-88,-70
5,2022-07-23-18:19:04,-54,-90,100,100,100,-70,100,100,100,100,100,-82,-71,100,100,-88,100,100,100,100,100,100,100,-88,-70
6,2022-07-23-18:19:09,-54,-81,100,100,100,-72,100,100,100,100,100,-71,-71,100,100,-85,100,100,100,100,100,100,100,-85,-73
7,2022-07-23-18:19:14,-51,-77,100,100,-86,-72,100,100,100,100,100,-73,-74,100,100,-84,100,100,100,100,100,100,100,-87,-71
8,2022-07-23-18:19:19,-54,-77,100,100,-86,-70,100,100,100,100,100,-82,-71,-89,100,-85,100,100,100,100,100,100,100,-85,-73
9,2022-07-23-18:19:24,-53,-80,100,100,-86,-70,100,100,100,100,100,-81,-78,100,100,-85,100,100,100,100,100,100,100,-85,-72
10,2022-07-23-18:19:29,-54,-80,100,100,-86,100,100,100,100,100,100,-81,-74,-89,100,-85,100,100,100,100,100,100,100,-91,-71
11,2022-07-23-18:19:34,-51,-77,100,100,-81,-72,100,100,100,100,100,-82,-71,-89,100,-84,100,100,100,100,100,100,100,-85,-73
12,2022-07-23-18:19:39,-54,-81,100,100,-81,-72,100,100,100,100,100,-73,-77,-97,100,-85,100,100,100,100,100,100,100,100,-73
13,2022-07-23-18:19:44,-51,-77,100,100,-86,-72,100,100,100,100,100,-73,-74,-89,100,-85,100,100,100,100,100,100,100,-85,-72
14,2022-07-23-18:19:49,-51,-78,100,100,-83,-70,100,100,100,100,100,-73,-71,100,100,-86,100,100,100,100,100,100,100,-86,-73
15,2022-07-23-18:19:54,-53,-83,100,100,-85,-71,100,100,100,100,100,-74,-79,-90,100,-88,100,100,100,100,100,100,100,-85,-71
16,2022-07-23-18:19:59,-53,-81,100,100,-83,-73,100,100,100,100,100,-80,-76,-91,100,-79,100,100,100,100,100,100,100,-87,-77
17,2022-07-23-18:20:04,-54,-79,100,100,100,-73,100,100,100,100,100,-74,-79,-92,100,-90,100,100,100,100,100,100,100,-87,-76
18,2022-07-23-18:20:09,-54,-81,100,100,-82,-71,100,100,100,100,100,-77,-75,100,100,-90,100,100,100,100,100,100,100,-88,-74
19,2022-07-23-18:20:14,-53,-80,100,100,-88,-75,100,100,100,100,100,-71,-83,100,100,-79,100,100,100,100,100,100,100,-84,-79
20,2022-07-23-18:20:19,-54,-78,100,100,-98,-76,100,100,100,100,100,-72,-71,-93,100,-82,100,100,100,100,100,100,100,-84,-67
21,2022-07-23-18:20:24,-54,-86,100,100,100,-71,100,100,100,100,100,-73,-78,100,100,-81,100,100,100,100,100,100,100,-89,-72
22,2022-07-23-18:20:29,-53,-80,100,100,-87,-70,100,100,100,100,100,-73,-74,-93,100,-80,100,100,100,100,100,100,100,-83,-72
23,2022-07-23-18:20:34,-54,-80,100,100,-84,-71,100,100,100,100,100,-81,-74,100,100,-88,100,100,100,100,100,100,100,-89,-72
24,2022-07-23-18:20:39,-54,-83,100,100,-81,-72,100,100,100,100,100,-73,-72,100,100,-87,100,-96,100,100,100,100,100,-82,-70
25,2022-07-23-18:20:44,-54,-80,100,100,-82,-72,100,100,100,100,100,-73,-77,-85,100,-85,100,100,100,100,100,100,100,100,-72
26,2022-07-23-18:20:49,-53,-80,100,100,-81,-72,100,100,100,100,100,-73,-77,-96,100,-85,100,100,100,100,100,100,100,-85,-73
27,2022-07-23-18:20:54,-51,-80,100,100,-81,-72,100,100,100,100,100,-71,-77,-89,100,-84,100,100,100,100,100,100,100,100,-73
28,2022-07-23-18:20:59,-51,-80,100,100,-86,-72,100,100,100,100,100,-71,-77,-89,100,-85,100,100,100,100,100,100,100,-87,-73
29,2022-07-23-18:21:04,-54,-80,100,100,-86,-70,100,100,100,100,100,-72,-77,-89,100,-84,100,100,100,100,100,100,100,-85,-71
30,2022-07-23-18:21:09,-51,-77,100,100,-81,-70,100,100,100,100,100,-82,-77,-89,100,-84,100,100,100,100,100,100,100,-86,-71
31,2022-07-23-18:21:14,-53,-80,100,100,-81,-73,100,100,100,100,100,-73,-77,100,100,-85,100,100,100,100,100,100,100,-85,-73
32,2022-07-23-18:21:19,-53,-80,100,100,100,-72,100,100,100,100,100,-73,-77,-89,100,-85,100,100,100,100,100,100,100,-85,-73
33,2022-07-23-18:21:24,-51,-77,100,100,-81,-72,100,100,100,100,100,-82,100,-90,100,-85,100,100,100,100,100,100,100,100,-73
34,2022-07-23-18:21:29,-51,-86,100,100,-81,-77,100,100,100,100,100,-71,-82,100,100,-84,100,100,100,100,100,100,100,100,-73
