index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-18-11:15:54,-97,-74,-96,-89,-67,100,-89,-90,-77,-88,-91,-93,-94,-90,-81,-93,-92,-71,-82,-89,-93,100,-89,-90,-87,-87
1,2022-07-18-11:15:59,-92,-71,100,-84,-57,100,-82,100,-78,-85,100,-85,100,-89,100,100,-88,-67,-73,-83,-85,100,-82,100,-80,100
2,2022-07-18-11:16:04,-93,-70,-93,-94,-70,100,-79,-91,-78,-88,100,-91,-96,-88,-64,-84,-92,-70,-77,-82,-84,100,-82,100,-91,-94
3,2022-07-18-11:16:09,-92,-72,-94,-85,-60,100,-85,-82,-74,-78,100,-90,-90,-92,-58,-82,-94,-70,-73,-87,-88,100,-76,-91,-84,-91
4,2022-07-18-11:16:14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,2022-07-18-11:16:19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,2022-07-18-11:16:24,-93,-84,-94,-84,-56,100,-78,-88,-77,-83,100,-82,-88,-88,-58,-83,100,-68,-77,-90,-86,100,-76,-92,-79,-89
7,2022-07-18-11:16:29,100,-74,-91,-86,-69,100,-81,-87,-82,-81,-93,-86,-93,-91,-67,-82,-85,-69,-77,-87,-85,100,-88,100,-90,-97
8,2022-07-18-11:16:34,100,-74,100,-83,-56,100,-79,-84,-82,-82,100,-83,-90,-87,-59,-89,100,-73,-76,-91,-88,100,-75,-85,-82,-90
9,2022-07-18-11:16:39,-95,-80,-91,-82,-56,100,-79,-84,-76,-79,100,-83,-90,-97,-59,100,100,-73,-76,100,-88,100,-74,100,-82,-90
10,2022-07-18-11:16:44,-100,-74,100,-97,-69,100,-81,-84,-82,-82,100,-91,100,-91,-67,-81,100,-74,-77,-89,100,100,-88,-94,-89,-95
11,2022-07-18-11:16:49,-93,-71,-92,-83,-58,100,-76,-84,-80,-84,100,-86,-87,-92,-58,-82,100,-67,-73,100,-84,100,-75,-86,-79,-86
12,2022-07-18-11:16:54,100,-74,-94,-93,-69,100,-80,-85,-82,-82,100,-91,-93,-92,-67,-82,-98,-68,-78,-89,-86,100,-87,100,-90,-97
