index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-15:16:21,100,-71,-77,-97,-72,-91,-77,-85,-60,-89,-92,-90,100,100,-89,-89,100,-61,-86,-86,-92,100,-91,-87,-78,100
1,2022-07-19-15:16:26,100,-70,-80,-86,-64,100,-83,-86,-63,-82,-91,-86,100,100,-72,-96,-94,-62,-79,-83,100,100,-84,100,-80,100
2,2022-07-19-15:16:31,100,-81,-86,100,-67,100,-88,-88,-76,-85,100,-85,100,100,-84,-88,100,-66,-76,-83,-91,100,-90,-88,-89,100
3,2022-07-19-15:16:36,100,100,-82,100,-74,-89,100,100,-67,100,100,100,100,100,-82,100,-94,-54,-75,100,100,100,100,100,-80,100
4,2022-07-19-15:16:41,100,-80,-90,100,-82,-88,-90,-89,-73,-93,100,100,100,100,-82,100,-94,-70,-78,100,100,100,100,100,-97,100
5,2022-07-19-15:16:46,100,-75,-76,-90,-69,100,-76,-78,-73,-79,-93,-87,100,100,-80,-84,-97,-59,-82,-86,-88,100,-88,100,-78,100
6,2022-07-19-15:16:51,100,-71,-87,-83,-65,-89,-78,-85,-66,-80,-94,-85,100,100,-83,-91,-97,100,-77,-85,100,100,-88,-87,-80,100
7,2022-07-19-15:16:56,100,-75,-79,-92,-70,100,100,-80,-66,-79,100,100,100,100,-76,-86,100,-57,-83,100,100,100,-89,100,-79,100
8,2022-07-19-15:17:01,100,-69,-83,-83,-65,100,-82,-86,-68,-80,-93,-87,100,100,-80,-86,-94,-57,-73,-85,-90,100,-84,100,-80,100
9,2022-07-19-15:17:06,100,-82,-90,-92,-68,100,-88,-91,-75,-85,100,-82,100,100,-73,-96,100,-67,-79,-85,-90,100,-84,-85,-91,100
10,2022-07-19-15:17:11,100,-75,-78,-93,-70,100,-79,-80,-63,-78,-97,-87,100,100,-75,-86,-97,-59,-82,-85,100,100,-84,100,-79,100
11,2022-07-19-15:17:16,100,-81,-78,-96,-67,100,100,-80,100,-85,-94,100,-97,100,-74,-85,100,-60,100,-84,-96,100,100,100,100,100
12,2022-07-19-15:17:21,100,-75,-78,-91,-70,-99,-78,-80,-63,-85,100,-87,100,100,-75,-86,-95,-59,-81,-85,-96,100,-84,-85,-79,100
13,2022-07-19-15:17:26,100,-69,-82,-83,-64,100,-82,-85,-67,-79,-94,-85,100,100,-80,-86,100,-57,-73,-86,-91,100,-84,100,-80,100
14,2022-07-19-15:17:31,100,-80,-85,-93,-68,-88,-90,-90,-74,-85,100,-82,100,100,-74,-97,100,-68,-81,-86,-90,100,-85,-87,-91,100
15,2022-07-19-15:17:36,100,-79,100,-90,-68,100,-92,100,-73,-84,100,-81,100,100,-73,100,100,-69,-80,-83,100,100,-84,-86,-89,100
16,2022-07-19-15:17:41,100,-69,-81,-83,-64,-89,-90,-90,-76,-78,-94,-81,100,100,-71,-91,100,-67,-78,-85,-90,100,-83,-85,-92,100
17,2022-07-19-15:17:46,100,-75,-78,-89,-70,100,-78,-80,-76,-82,-97,-87,100,100,-78,-87,100,-60,-83,-87,-94,100,-87,-86,-78,100
18,2022-07-19-15:17:51,100,-69,-81,-85,-65,-88,-80,-90,-70,-79,-92,-87,100,100,-77,-87,-96,-57,-76,-87,-90,100,-85,100,-81,100
19,2022-07-19-15:17:56,100,-69,-80,100,100,-88,-80,-89,-70,-80,100,100,100,100,100,100,-95,-57,-76,-89,-93,100,-82,100,100,100
20,2022-07-19-15:18:01,100,-75,-78,-92,-70,-92,-78,-90,-64,-79,-93,-85,-99,100,-77,-86,-96,-60,-82,-86,-93,100,-84,100,-80,100
