index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-17-21:36:54,100,100,100,-80,-93,100,-89,-86,100,-85,-65,-93,100,100,-91,-96,100,-91,-90,-82,-72,100,-80,-93,100,100
1,2022-07-17-21:36:59,100,100,100,-79,-86,100,-82,100,100,-68,-51,-79,100,100,-89,-82,100,-87,-81,-87,-67,100,-76,-75,100,100
2,2022-07-17-21:37:04,100,100,-98,-90,100,100,-82,100,100,-70,-51,-80,100,100,-90,-82,100,100,-81,-85,-70,100,-79,-73,100,100
3,2022-07-17-21:37:09,100,100,100,-79,-89,100,-90,-92,100,-77,-61,-96,100,100,-87,-90,100,-94,-89,-84,-71,100,-79,-78,100,100
4,2022-07-17-21:37:14,100,100,100,-83,100,100,-80,100,100,-69,-52,-80,100,100,-90,-80,100,-87,-88,-87,-73,100,-78,-76,100,100
5,2022-07-17-21:37:19,100,100,100,-78,100,100,-88,-93,100,-78,-62,-84,100,100,-89,-88,100,-93,-91,-83,-71,100,-79,-80,100,100
6,2022-07-17-21:37:24,100,100,100,-78,-91,100,-88,-93,100,-78,-61,100,100,100,-88,-88,100,-93,-92,-83,-71,100,-80,-80,100,100
7,2022-07-17-21:37:29,100,100,100,-75,100,100,-81,-86,100,-69,-53,-84,100,100,-87,-78,100,-88,-92,-81,-76,100,-79,-76,100,100
8,2022-07-17-21:37:34,100,100,100,-76,-89,100,-90,-92,100,-77,-60,-96,100,100,-87,-83,100,-92,-90,-82,-70,100,-80,-81,100,100
9,2022-07-17-21:37:39,100,100,100,-76,100,100,-81,-86,100,-69,-53,-83,100,100,-90,-82,100,-89,-81,-82,-77,100,-79,-76,100,100
10,2022-07-17-21:37:44,100,100,100,-77,100,100,-81,-87,100,-69,-53,-83,100,100,-91,-78,100,-89,-90,-82,-73,100,-78,-76,100,100
11,2022-07-17-21:37:49,100,100,-98,-78,100,100,-82,100,100,-68,-51,-79,100,100,-90,-82,100,-88,-80,-86,-69,100,-76,-74,100,100
12,2022-07-17-21:37:54,100,100,100,-76,100,100,-81,-87,100,-69,-53,-84,100,100,-90,-78,100,-89,-89,-81,-75,100,-79,-76,100,100
13,2022-07-17-21:37:59,100,100,100,-78,-88,100,-82,-91,100,-77,-61,-96,100,100,-90,-86,100,-91,-81,-84,-70,100,-76,-81,100,100
14,2022-07-17-21:38:04,100,100,100,-79,100,100,-82,100,100,-68,-51,-79,100,100,-90,-82,100,-88,-81,-86,-70,100,-76,-74,100,100
15,2022-07-17-21:38:09,100,100,100,-76,-89,100,-88,-91,100,-77,-62,100,100,100,-88,-86,100,-91,-92,-84,-72,100,-80,-82,100,100
