index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-13:34:51,-92,-58,-86,100,-73,-87,-93,100,-82,100,-92,-86,-88,-86,100,-85,-84,-94,100,100,100,100,100,-79,-80
1,2022-07-22-13:34:56,-77,-56,-83,100,-64,-80,-92,100,-76,100,100,-88,-77,-79,100,-70,-69,-88,100,100,100,100,100,-74,-82
2,2022-07-22-13:35:01,100,-58,-85,100,-74,-87,-92,100,100,100,100,-82,-81,100,100,100,-86,100,100,100,100,100,100,-73,-74
3,2022-07-22-13:35:06,-75,-56,-82,100,-64,-88,-92,100,100,100,100,-82,-71,-79,100,-71,-68,-86,100,100,100,100,100,-73,-89
4,2022-07-22-13:35:11,-79,-56,-78,100,-71,-84,-92,100,-73,100,-91,-87,-71,-80,100,-69,-82,-91,100,100,100,100,100,-72,-79
5,2022-07-22-13:35:16,-89,-57,-85,100,-73,-87,-92,100,-78,100,100,-82,-81,-88,100,-82,-86,100,100,100,100,100,100,-72,-74
6,2022-07-22-13:35:21,-79,-56,-78,100,100,100,100,100,-73,100,100,-86,100,-81,100,-70,-83,-92,100,100,100,100,100,-72,-81
7,2022-07-22-13:35:26,-79,-57,-84,100,-73,-87,-91,100,-73,100,-91,-86,-81,-80,100,-83,-86,-90,100,100,100,100,100,-72,-74
8,2022-07-22-13:35:31,-74,-56,-82,100,-64,-88,-92,100,-78,100,100,-82,-70,-80,100,-70,-68,-85,100,100,100,100,100,-74,-79
9,2022-07-22-13:35:36,-79,-56,-77,100,-71,100,100,100,-73,100,-91,-87,-71,-80,100,-69,100,-92,100,100,100,100,100,-72,-81
