index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-69.36
0,2022-07-23-17:43:21,-83,-90,100,100,-91,-86,100,100,100,100,100,-62,-81,-100,100,-85,100,100,100,100,100,100,100,-97,-87,,
1,2022-07-23-17:43:26,-72,-78,100,100,-86,100,100,100,100,100,100,-53,-75,100,100,-89,100,100,100,100,100,100,100,100,-88,,
2,2022-07-23-17:43:31,-73,-87,100,100,100,100,100,100,100,100,100,-54,-75,100,100,-80,100,100,100,100,100,100,100,100,-86,,
3,2022-07-23-17:43:36,-70,-78,100,100,-84,-76,100,100,100,100,100,-55,-77,100,100,-84,100,100,100,100,100,100,100,-89,-84,,
4,2022-07-23-17:43:41,-78,-83,100,100,-84,-86,100,100,100,100,100,-62,-74,-95,100,-85,100,100,100,100,100,100,100,-91,-84,,
5,2022-07-23-17:43:46,-71,-85,100,100,-91,-74,100,100,100,100,100,-55,-75,100,100,-80,100,100,100,100,100,100,100,-88,-82,,
6,2022-07-23-17:43:51,100,-83,100,100,100,-86,100,100,100,100,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,-82,,
7,2022-07-23-17:43:56,-77,-83,100,100,-92,-86,100,100,100,100,100,-55,-73,100,100,-80,100,100,100,100,100,100,100,-88,-83,,
8,2022-07-23-17:44:01,-70,-81,100,100,-84,-76,100,100,100,100,100,-56,-77,-96,100,-84,100,100,100,100,100,100,100,-93,-86,,
9,2022-07-23-17:44:06,-76,-84,100,100,-85,-86,100,100,100,100,100,-62,-79,-96,100,-85,100,100,100,100,100,100,100,-90,-86,,
10,2022-07-23-17:44:11,100,-89,100,100,-92,-74,100,100,100,100,100,-54,-75,100,100,100,100,100,100,100,100,100,100,-89,100,,
11,2022-07-23-17:44:16,-69,-83,100,100,-84,-78,100,100,100,100,100,-56,-78,-98,100,-82,100,100,100,100,100,100,100,100,-85,,
12,2022-07-23-17:44:21,-77,-83,100,100,-96,-85,100,100,100,100,100,-62,-73,100,100,-86,100,100,100,100,100,100,100,-93,-84,,
13,2022-07-23-17:44:26,-69,-86,100,100,-91,-73,100,100,100,100,100,-55,-76,100,100,-80,100,100,100,100,100,100,100,-88,-84,,
14,2022-07-23-17:44:31,-77,100,100,100,-95,-85,100,100,100,100,100,-62,-73,100,100,100,100,100,100,100,100,100,100,100,-84,,
15,2022-07-23-17:44:36,-72,-87,100,100,-91,-85,100,100,100,100,100,-54,-76,100,100,-80,100,100,100,100,100,100,100,-89,-84,,
16,2022-07-23-17:44:41,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-81,100,100,-86,100,100,100,100,100,100,100,-91,-83,,
17,2022-07-23-17:44:46,-77,-85,100,100,-84,-85,100,100,100,100,100,-62,-73,100,100,-97,100,100,100,100,100,100,100,100,-83,,
18,2022-07-23-17:44:51,100,-80,100,100,-96,100,100,100,100,100,100,-56,-79,100,100,100,100,100,100,100,100,100,100,-93,100,,
19,2022-07-23-17:44:56,-70,-83,100,100,-84,-76,100,100,100,100,100,-62,-73,100,100,-85,100,100,100,100,100,100,100,-95,-86,,
20,2022-07-23-17:45:01,-77,-87,100,100,100,-74,100,100,100,100,100,-54,-78,100,100,-80,100,100,100,100,100,100,100,100,-85,,
21,2022-07-23-17:45:06,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-80,-96,100,-85,100,100,100,100,100,100,100,-92,-86,,
22,2022-07-23-17:45:11,-70,100,100,100,-84,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,,
23,2022-07-23-17:45:16,-72,-88,100,100,-85,-73,100,100,100,100,100,-56,-79,-101,100,-86,100,100,100,100,100,100,100,-88,-85,,
24,2022-07-23-17:45:21,-78,-83,100,100,-94,-85,100,100,100,100,100,-56,-74,100,100,100,100,100,100,100,100,100,100,-93,-87,,
25,2022-07-23-17:45:26,-72,-87,100,100,-95,-74,100,100,100,100,100,-54,-76,100,100,-81,100,100,100,100,100,100,100,-88,-85,,
26,2022-07-23-17:45:31,100,100,100,100,100,-73,100,100,100,100,100,-54,-76,100,100,-80,100,100,100,100,100,100,100,-89,100,,
27,2022-07-23-17:45:36,-78,-82,100,100,-94,-74,100,100,100,100,100,-62,-76,100,100,-97,100,100,100,100,100,100,100,-89,-83,,
28,2022-07-23-17:45:41,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-80,-94,100,-85,100,100,100,100,100,100,100,-89,-86,,
29,2022-07-23-17:45:46,-77,-83,100,100,-96,-86,100,100,100,100,100,-62,-75,100,100,-85,100,100,100,100,100,100,100,-91,-84,,
30,2022-07-23-17:45:51,-77,-83,100,100,100,-85,100,100,100,100,100,-62,-74,100,100,100,100,100,100,100,100,100,100,100,-84,,
31,2022-07-23-17:45:56,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-74,100,100,-85,100,100,100,100,100,100,100,100,-86,,
32,2022-07-23-17:46:01,-77,-88,100,100,-94,-73,100,100,100,100,100,-55,-75,100,100,-80,100,100,100,100,100,100,100,100,-84,,
33,2022-07-23-17:46:06,-70,-80,100,100,-84,-73,100,100,100,100,100,-56,-80,100,100,-80,100,100,100,100,100,100,100,100,-86,,
34,2022-07-23-17:46:11,-70,-80,100,100,100,-76,100,100,100,100,100,-56,-79,-96,100,-85,100,100,100,100,100,100,100,-92,-86,,
35,2022-07-23-17:46:16,-72,-87,100,100,-91,-74,100,100,100,100,100,-54,100,100,100,-80,100,100,100,100,100,100,100,-88,-84,,
36,2022-07-23-17:46:21,-70,-80,100,100,-85,-76,100,100,100,100,100,-56,-82,100,100,-97,100,100,100,100,100,100,100,-94,-86,,
37,2022-07-23-17:46:26,-78,-82,100,100,-91,-85,100,100,100,100,100,-55,-76,100,100,-80,100,100,100,100,100,100,100,100,-84,,
38,2022-07-23-17:46:31,-72,-87,100,100,100,-73,100,100,100,100,100,-54,-80,100,100,-80,100,100,100,100,100,100,100,-87,-84,,
39,2022-07-23-17:46:36,100,-83,100,100,100,-85,100,100,100,100,100,-62,-73,100,100,100,100,100,100,100,100,100,100,100,-84,,
40,2022-07-23-17:46:41,-72,-83,100,100,100,-74,100,100,100,100,100,-54,-76,100,100,-80,100,100,100,100,100,100,100,-89,-84,,
41,2022-07-23-17:46:46,-70,-83,100,100,-84,-76,100,100,100,100,100,-56,-74,100,100,-85,100,100,100,100,100,100,100,-94,-86,,
42,2022-07-23-17:46:51,-78,-83,100,100,-94,-85,100,100,100,100,100,-62,-74,100,100,100,100,100,100,100,100,100,100,100,100,,
43,2022-07-23-17:46:56,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-79,100,100,100,100,100,100,100,100,100,100,-92,-85,,
44,2022-07-23-17:47:01,-77,-83,100,100,-96,-85,100,100,100,100,100,-62,-73,100,100,-86,100,100,100,100,100,100,100,-93,-84,,
45,2022-07-23-17:47:06,-72,-87,100,100,-91,-74,100,100,100,100,100,-56,-76,100,100,-80,100,100,100,100,100,100,100,-89,-84,,
46,2022-07-23-17:47:11,-70,-80,100,100,-84,100,100,100,100,100,100,-56,-80,100,100,-85,100,100,100,100,100,100,100,-92,100,,
47,2022-07-23-17:47:16,-72,-87,100,100,-91,-73,100,100,100,100,100,-54,-76,100,100,-80,100,100,100,100,100,100,100,-88,-83,,
48,2022-07-23-17:47:21,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-79,-96,100,-85,100,100,100,100,100,100,100,-93,-86,,
49,2022-07-23-17:47:26,-77,-83,100,100,-96,-85,100,100,100,100,100,-62,-73,-97,100,-97,100,100,100,100,100,100,100,-93,-84,,
50,2022-07-23-17:47:31,-72,-88,100,100,-91,-74,100,100,100,100,100,-55,-76,100,100,-80,100,100,100,100,100,100,100,-89,-85,,
51,2022-07-23-17:47:36,-77,-83,100,100,-94,-85,100,100,100,100,100,-62,-73,100,100,100,100,100,100,100,100,100,100,100,100,,
52,2022-07-23-17:47:41,-72,-87,100,100,100,-73,100,100,100,100,100,-55,-80,100,100,100,100,100,100,100,100,100,100,-89,-84,,
53,2022-07-23-17:47:46,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-78,100,100,-85,100,100,100,100,100,100,100,-92,-86,,
54,2022-07-23-17:47:51,-77,-83,100,100,-94,-85,100,100,100,100,100,-62,-73,100,100,-97,100,100,100,100,100,100,100,100,-86,,
55,2022-07-23-17:47:56,100,-80,100,100,100,-76,100,100,100,100,100,-56,-80,100,100,100,100,100,100,100,100,100,100,-92,-86,,
56,2022-07-23-17:48:01,-77,-83,100,100,-84,-85,100,100,100,100,100,-62,-75,100,100,-86,100,100,100,100,100,100,100,-93,-84,,
57,2022-07-23-17:48:06,-77,-83,100,100,-94,-73,100,100,100,100,100,-55,-77,100,100,-80,100,100,100,100,100,100,100,100,-84,,
58,2022-07-23-17:48:11,-70,-80,100,100,-84,-76,100,100,100,100,100,-56,-80,100,100,-85,100,100,100,100,100,100,100,100,-86,,
59,2022-07-23-17:48:16,-72,-88,100,100,100,-74,100,100,100,100,100,-54,100,100,100,-80,100,100,100,100,100,100,100,-88,-86,,
