index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-22:06:51,100,100,100,-75,-89,100,-93,-96,100,-68,-82,-83,100,100,-97,-93,100,-94,-97,-89,-92,100,-92,-59,100,100
1,2022-07-19-22:06:56,100,100,100,-81,-94,100,-83,-89,100,-75,-80,-88,100,100,100,-96,100,-82,-92,-87,-82,100,-85,-56,100,100
2,2022-07-19-22:07:01,100,100,100,-68,100,100,100,100,100,-69,-95,-92,100,100,-96,-96,100,-88,-94,100,-94,100,-91,-68,100,100
3,2022-07-19-22:07:06,100,100,100,-76,100,100,-87,100,100,-76,-90,-86,100,100,100,-91,100,-91,-96,-82,-88,100,100,-57,100,100
4,2022-07-19-22:07:11,100,100,100,-84,100,100,-88,100,100,-72,-90,-85,100,100,100,-91,100,100,100,100,-87,100,-90,-66,100,100
5,2022-07-19-22:07:16,100,100,100,-72,100,100,-88,100,100,-77,-90,-80,100,100,-99,-91,100,100,100,-83,-87,100,-91,-56,100,100
6,2022-07-19-22:07:21,100,100,100,-72,100,100,-87,100,100,-76,-86,-80,100,100,100,100,100,100,-88,-84,-86,100,-90,-59,100,100
7,2022-07-19-22:07:26,100,100,100,-81,-87,100,100,-89,100,-71,-93,-94,100,100,100,-91,100,-89,-94,-79,-86,100,-94,-70,100,100
8,2022-07-19-22:07:31,100,100,100,-71,100,100,-86,100,100,-71,-84,-84,100,100,100,-90,100,100,-90,-80,-92,100,100,-59,100,100
9,2022-07-19-22:07:36,100,100,100,-76,100,100,100,-88,100,-81,-87,-81,100,100,-96,-88,100,-85,-91,-80,-81,100,-90,-55,100,100
10,2022-07-19-22:07:41,100,100,100,-93,100,100,-87,-88,100,-80,-86,-81,100,100,100,-92,100,-90,-91,-86,-87,100,100,-72,100,100
