index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-20:45:13,100,100,100,-87,-91,100,-87,-95,100,-89,-90,-91,100,100,-97,-83,100,-87,-91,-64,-82,100,-87,-85,100,100
1,2022-07-19-20:45:18,100,100,100,100,-91,100,-88,100,100,-87,-88,-86,100,100,100,100,100,100,100,-64,-79,100,100,-92,100,100
2,2022-07-19-20:45:23,100,100,100,-82,100,100,-88,100,100,-80,-84,-81,100,100,100,-83,100,100,100,-71,-70,100,-85,-89,100,100
3,2022-07-19-20:45:28,100,100,100,-76,-87,100,-93,100,100,-80,-85,-73,100,100,100,-91,100,-95,-94,-60,-65,100,-80,-91,100,100
4,2022-07-19-20:45:33,100,100,100,-76,100,100,-93,-97,100,-78,-80,-78,100,100,100,-87,100,-85,100,-60,-63,100,-80,-83,100,100
5,2022-07-19-20:45:38,100,100,100,-76,100,100,100,100,100,-78,100,-77,100,100,100,100,100,-87,100,-60,-63,100,100,-83,100,100
6,2022-07-19-20:45:43,100,100,100,-76,100,100,100,100,100,-78,-85,-74,100,100,100,-89,100,-88,-92,-60,-63,100,-82,-90,100,100
7,2022-07-19-20:45:48,100,100,100,-83,-88,100,-90,100,100,-77,100,-80,100,100,100,-84,100,-97,-92,-61,-70,100,-83,-83,100,100
8,2022-07-19-20:45:53,100,100,100,-76,-88,100,-88,100,100,-80,-85,-74,100,100,100,-84,100,-88,-93,-59,-65,100,-82,-89,100,100
9,2022-07-19-20:45:58,100,100,100,-76,100,100,100,100,100,-80,-85,-74,100,100,100,-90,100,100,100,-60,-65,100,-82,100,100,100
10,2022-07-19-20:46:03,100,100,100,-83,-89,100,-89,100,100,-80,100,-80,100,100,-100,-84,100,-95,-92,-61,-70,100,-84,-86,100,100
11,2022-07-19-20:46:08,100,100,100,-77,100,100,-91,-95,100,-80,-85,-77,100,100,100,-84,100,-88,100,-60,-63,100,-83,-83,100,100
