index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-19:32:52,100,-91,-60,-96,-94,100,-89,-75,-87,-93,-87,100,100,-93,100,100,-77,-69,100,100,100,100,100,-99,-98
1,2022-07-22-19:32:57,100,-91,-57,-96,-93,100,-81,-73,-82,-95,-89,100,100,-85,100,100,-73,-61,100,100,100,100,100,100,100
2,2022-07-22-19:33:02,100,-85,-59,100,-93,100,-80,-80,-82,-94,100,100,100,-87,100,100,-85,-58,100,100,100,100,100,100,100
3,2022-07-22-19:33:07,100,-83,-57,-96,-92,100,-81,-73,-79,100,-90,100,100,-84,100,100,-86,-58,100,100,100,100,100,-92,100
4,2022-07-22-19:33:12,100,-85,-58,-96,-87,100,-79,-80,-86,-94,-89,100,100,-83,100,100,-72,-59,100,100,100,100,100,100,100
5,2022-07-22-19:33:17,100,-82,-64,-96,-93,100,-91,-73,-86,100,-89,100,100,-83,100,100,-73,-58,100,100,100,100,100,100,100
6,2022-07-22-19:33:22,100,-86,-58,-96,-87,100,-96,-72,-79,100,-93,100,100,-83,100,100,-79,-59,100,100,100,100,100,-91,100
7,2022-07-22-19:33:27,100,-91,-64,-96,-91,100,-80,-73,-79,-94,100,100,100,-83,-95,100,-84,-58,100,100,100,100,100,-92,100
8,2022-07-22-19:33:32,100,-87,-64,-95,100,100,-89,-73,-79,-94,-89,100,100,-84,-96,100,-84,-58,100,100,100,100,100,-92,100
9,2022-07-22-19:33:37,100,-86,-57,-97,-91,100,-81,-80,-83,-99,-94,100,100,-86,-96,100,-72,-58,100,100,100,100,100,100,100
10,2022-07-22-19:33:42,100,-86,-59,-96,-92,100,-89,-73,-81,-94,-89,100,100,-88,-96,100,-73,-61,100,100,100,100,100,-88,100
11,2022-07-22-19:33:47,100,-92,-64,-96,-92,100,-81,-73,-81,100,-89,100,100,-87,100,100,-71,-58,100,100,100,100,100,100,100
12,2022-07-22-19:33:52,100,-86,-64,100,-88,100,-89,-81,-71,-94,-90,100,100,-87,-95,100,-72,-61,100,100,100,100,100,-91,100
