index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-20:48:26,100,-85,-70,-100,-77,100,-87,-89,-54,-96,-97,100,-99,-86,-87,-91,-83,-70,100,100,100,100,100,-94,-96
1,2022-07-22-20:48:31,100,-82,-78,100,-81,100,-88,-88,-53,100,100,100,100,-83,100,100,-79,-71,100,100,100,100,100,100,100
2,2022-07-22-20:48:36,100,-79,-77,100,-73,100,-87,-88,-54,100,100,100,100,-87,100,-91,-82,-81,100,100,100,100,100,100,100
3,2022-07-22-20:48:41,100,-68,-69,100,-81,100,-88,-89,-53,100,100,100,100,-79,100,-94,-78,-75,100,100,100,100,100,-93,100
4,2022-07-22-20:48:46,100,-70,-71,100,-83,100,-88,-89,-53,100,100,100,100,-79,100,-92,-82,-74,100,100,100,100,100,-97,100
5,2022-07-22-20:48:51,100,-76,-77,100,-76,100,-88,-84,-56,100,100,100,100,-82,100,-94,-82,-79,100,100,100,100,100,-93,100
6,2022-07-22-20:48:56,100,-76,-71,100,-83,100,-88,-84,-56,100,100,100,100,-80,100,-94,-73,-74,100,100,100,100,100,100,100
7,2022-07-22-20:49:01,100,-76,-71,100,-83,100,-87,-86,-51,100,100,100,100,-82,100,-93,-73,-79,100,100,100,100,100,100,100
8,2022-07-22-20:49:06,100,-76,-71,100,-83,100,-88,-84,-51,100,100,100,-97,-80,100,-94,-80,-74,100,100,100,100,100,100,100
9,2022-07-22-20:49:11,100,-76,-77,100,-76,100,-88,-90,-53,100,100,100,100,-79,100,-91,-82,-79,100,100,100,100,100,-93,100
10,2022-07-22-20:49:16,100,-70,-70,100,-76,100,-87,-84,-56,100,100,100,100,-80,100,-91,-81,-79,100,100,100,100,100,-93,100
11,2022-07-22-20:49:21,100,-70,-71,100,-76,100,-87,-84,-51,100,100,100,100,-82,100,-91,-81,-71,100,100,100,100,100,-93,100
12,2022-07-22-20:49:26,100,-70,-70,100,-84,100,-88,-84,-56,100,100,100,100,-82,100,-92,-82,-71,100,100,100,100,100,-93,100
13,2022-07-22-20:49:31,100,-75,-70,100,-79,100,-88,-84,-53,100,100,100,100,-81,100,-93,-72,-74,100,100,100,100,100,-93,100
14,2022-07-22-20:49:36,100,-71,-71,100,-85,100,-86,-84,-53,100,100,100,100,-81,100,-93,-82,-75,100,100,100,100,100,-96,100
15,2022-07-22-20:49:41,100,-76,-77,100,-76,100,-87,-84,-53,100,100,100,-97,-81,100,100,-79,-72,100,100,100,100,100,-93,100
16,2022-07-22-20:49:46,100,-76,-70,100,-76,100,-86,-86,-53,100,100,100,100,-79,100,-94,-80,-70,100,100,100,100,100,-93,100
17,2022-07-22-20:49:51,100,-76,-70,100,-76,100,-86,-82,-56,100,100,100,100,-80,100,-91,-82,-79,100,100,100,100,100,-96,100
18,2022-07-22-20:49:56,100,-70,-70,100,-76,100,-88,-85,-51,100,100,100,100,-82,100,-94,-80,-71,100,100,100,100,100,100,100
19,2022-07-22-20:50:01,100,-76,-70,100,-83,100,-96,-84,-53,100,100,100,100,-79,100,-93,-80,-71,100,100,100,100,100,-93,100
20,2022-07-22-20:50:06,100,-76,-70,100,-76,100,-87,-84,-51,100,100,100,100,-80,100,-94,-82,-71,100,100,100,100,100,-93,100
21,2022-07-22-20:50:11,100,-70,-77,100,-76,100,-88,-90,-56,100,100,100,100,-80,100,-93,-82,-74,100,100,100,100,100,-93,100
22,2022-07-22-20:50:16,100,-70,-77,100,-76,100,-87,-86,-53,100,100,100,100,-82,100,-91,-81,-79,100,100,100,100,100,100,100
23,2022-07-22-20:50:21,100,-70,-71,100,-76,100,-88,-89,-53,100,100,100,-98,-82,100,-94,-81,-74,100,100,100,100,100,100,100
