index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-18:04:29,-92,-67,-90,-93,-86,-84,-87,-85,-72,-94,-92,-94,-89,-90,-83,-93,-76,-72,-80,-98,-95,100,-90,-91,-80,-92
1,2022-07-19-18:04:34,-93,-58,-84,100,-63,-82,-84,-80,-64,-86,-88,-72,-91,-93,-78,-88,-81,-76,-76,-86,-91,100,-87,-87,-82,-84
2,2022-07-19-18:04:39,-84,-67,-86,-83,-68,-85,-83,-82,-76,-83,100,-82,-90,-91,-76,100,-76,-73,-70,-85,-95,100,-87,-92,-79,-86
3,2022-07-19-18:04:44,100,-69,100,-89,-69,100,-83,-81,-70,100,100,100,100,100,-78,100,-84,100,-75,100,100,100,-87,100,100,100
4,2022-07-19-18:04:49,-89,-65,-90,100,-83,-80,-83,-78,-63,-87,100,-81,-88,100,-76,100,-76,-66,-73,100,100,100,-90,100,-77,-83
5,2022-07-19-18:04:54,-94,-72,-89,-91,-69,-83,-81,-80,-67,-90,100,-90,-93,-93,-82,-92,-84,-76,-72,100,100,100,100,100,-80,-92
6,2022-07-19-18:04:59,-87,-65,-88,-97,-80,-81,100,-85,-63,-83,-97,-82,-89,100,-78,-91,-82,-70,-74,100,100,100,100,100,-78,-84
7,2022-07-19-18:05:04,-88,100,-90,100,100,-83,-81,-80,-63,-83,100,-81,-91,100,-80,100,-81,-74,-75,100,100,100,100,100,-79,-85
8,2022-07-19-18:05:09,-98,-65,-85,-90,-59,-80,-84,-86,-73,-85,-89,-74,-94,-95,-83,-95,-90,-75,-83,-88,-90,100,-85,-91,-82,-92
9,2022-07-19-18:05:14,-92,-60,-93,-84,-60,-81,-77,-80,-64,-84,-90,-76,-89,-87,-80,-93,-76,-68,-71,100,-91,100,-87,-86,-80,-87
10,2022-07-19-18:05:19,100,-65,-94,-90,-62,-84,-83,-86,-75,-96,-96,-92,-94,-97,-84,-94,-89,-74,-84,-88,-91,100,-85,-91,-81,-88
11,2022-07-19-18:05:24,100,-65,100,-90,-62,-84,-83,-86,-76,-94,100,100,-96,100,-83,-97,-88,100,100,-90,-91,100,100,100,-80,-90
12,2022-07-19-18:05:29,100,-60,-93,-84,-60,-82,-77,-81,-71,-84,100,-77,-88,-93,-80,100,-77,-68,-71,100,-95,100,-95,100,-80,100
13,2022-07-19-18:05:34,-95,-58,100,-90,-62,-80,-80,-79,-64,-86,-89,-92,-94,100,-78,100,-82,-72,-75,100,-91,100,-85,-90,-80,-94
14,2022-07-19-18:05:39,-85,-60,-87,-91,-60,-82,-80,-80,-64,-84,-89,-74,-90,-92,-80,-88,-77,-72,-71,-86,100,100,-86,-87,-80,-84
15,2022-07-19-18:05:44,100,-60,-92,-84,-60,-82,-77,-80,-71,100,-96,-77,-90,100,-80,-95,-77,-68,-71,-85,-94,100,100,100,-80,100
16,2022-07-19-18:05:49,-86,-58,-85,-90,-58,-80,-80,-80,-64,-85,-89,100,-90,-92,-77,-89,-82,-72,100,100,-92,100,-87,100,-80,-84
17,2022-07-19-18:05:54,100,-65,-95,-84,-60,-82,-77,-85,-71,-84,-95,-76,-91,100,-84,100,-87,-68,-71,-85,-90,100,100,-87,-80,-84
