index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-79.72
43,2022-07-24-11:14:16,-84,-78,100,100,-78,-77,100,100,100,100,100,-72,-59,100,100,-71,100,100,100,100,100,100,100,-86,-70,,
44,2022-07-24-11:14:21,-80,-86,100,100,-80,-77,100,100,100,100,100,-72,-63,100,100,-71,100,100,100,100,100,100,100,-84,-71,,
45,2022-07-24-11:14:26,-80,-77,100,100,-82,-78,100,100,100,100,100,-64,-59,100,100,-71,100,100,100,100,100,100,100,-83,-74,,
46,2022-07-24-11:14:31,-77,-77,100,100,-80,-77,100,100,100,100,100,-63,-65,-99,100,-71,100,100,100,100,100,100,100,-96,-70,,
47,2022-07-24-11:14:36,-77,-78,100,100,-79,-78,100,100,100,100,100,-64,-59,-96,100,-71,100,100,100,100,100,100,100,-96,-70,,
48,2022-07-24-11:14:41,-77,-77,100,100,-80,-77,100,100,100,100,100,-72,-65,-94,100,-71,100,100,100,100,100,100,100,-83,-74,,
49,2022-07-24-11:14:46,-77,-77,100,100,-82,-76,100,100,100,100,100,-63,-63,-94,100,-71,100,100,100,100,100,100,100,-84,-70,,
50,2022-07-24-11:14:51,-80,-77,100,100,-82,-77,100,100,100,100,100,-63,-65,100,100,-71,100,100,100,100,100,100,100,-84,-70,,
51,2022-07-24-11:14:56,-83,-77,100,100,-80,-77,100,100,100,100,100,-72,-63,100,100,-71,100,100,100,100,100,100,100,-84,-70,,
52,2022-07-24-11:15:01,-77,-77,100,100,-79,-76,100,100,100,100,100,-63,-59,100,100,-71,100,100,100,100,100,100,100,-83,-74,,
53,2022-07-24-11:15:06,-83,-77,100,100,-82,-78,100,100,100,100,100,-63,-59,100,100,-71,100,100,100,100,100,100,100,-96,-70,,
54,2022-07-24-11:15:11,-77,-78,100,100,-79,-77,100,100,100,100,100,-72,-65,-94,100,-71,100,100,100,100,100,100,100,-85,-70,,
55,2022-07-24-11:15:16,-80,-77,100,100,-82,-77,100,100,100,100,100,-72,-63,-94,100,-71,100,100,100,100,100,100,100,-85,-74,,
56,2022-07-24-11:15:21,-80,-77,100,100,-79,-77,100,100,100,100,100,-63,-59,100,100,-71,100,100,100,100,100,100,100,-83,-70,,
57,2022-07-24-11:15:26,-77,-77,100,100,-79,-78,100,100,100,100,100,-63,-65,100,100,-89,100,100,100,100,100,100,100,-85,-71,,
58,2022-07-24-11:15:31,-80,-78,100,100,-79,-77,100,100,100,100,100,-63,-63,-93,100,-88,100,100,100,100,100,100,100,-84,-74,,
59,2022-07-24-11:15:36,-77,-77,100,100,-79,-77,100,100,100,100,100,-63,-59,-93,100,-88,100,100,100,100,100,100,100,-85,-71,,
