index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-79.72
0,2022-07-24-11:10:41,-87,-90,100,100,-93,-86,100,100,100,100,100,-65,-62,-94,100,-80,100,100,100,100,-81,100,100,-93,-86,,
1,2022-07-24-11:10:46,-75,-88,100,100,-78,-75,100,100,100,100,100,-78,-60,100,100,-81,100,100,100,100,100,100,100,-83,-71,,
2,2022-07-24-11:10:51,-82,-86,100,100,-79,-76,100,100,100,100,100,-71,-71,100,100,-70,100,100,100,100,100,100,100,-87,-69,,
3,2022-07-24-11:10:56,-90,-79,100,100,-79,-77,100,100,100,100,100,-76,-62,100,100,-72,100,100,100,100,100,100,100,-83,-76,,
4,2022-07-24-11:11:01,-81,-86,100,100,-80,-77,100,100,100,100,100,-69,-57,-94,100,-72,100,100,100,100,100,100,100,100,-73,,
5,2022-07-24-11:11:06,-77,-77,100,100,-80,-77,100,100,100,100,100,-63,-66,100,100,-84,100,100,100,100,100,100,100,-81,-71,,
6,2022-07-24-11:11:11,-80,-86,100,100,-79,-79,100,100,100,100,100,-64,-65,100,100,-85,100,100,100,100,100,100,100,-85,-71,,
7,2022-07-24-11:11:16,-82,-77,100,100,-79,-79,100,100,100,100,100,-72,-64,100,100,-73,100,100,100,100,100,100,100,-85,-71,,
8,2022-07-24-11:11:21,-76,-77,100,100,-82,-79,100,100,100,100,100,-63,-65,100,100,-87,100,100,100,100,100,100,100,-85,-71,,
9,2022-07-24-11:11:26,-76,-78,100,100,-88,-82,100,100,100,100,100,-63,-58,100,100,-73,100,100,100,100,100,100,100,-85,-71,,
10,2022-07-24-11:11:31,-81,-78,100,100,-80,-78,100,100,100,100,100,-64,-62,100,100,-86,100,100,100,100,100,100,100,-84,-74,,
11,2022-07-24-11:11:36,-82,-86,100,100,-83,-77,100,100,100,100,100,-72,-59,100,100,-71,100,100,100,100,100,100,100,-84,-73,,
12,2022-07-24-11:11:41,-83,-77,100,100,-82,-76,100,100,100,100,100,-72,-65,100,100,-84,100,100,100,100,100,100,100,-84,-68,,
13,2022-07-24-11:11:46,-81,-80,100,100,-80,-80,100,100,100,100,100,-72,-58,100,100,-86,100,100,100,100,100,100,100,-84,-77,,
14,2022-07-24-11:11:51,-77,-80,100,100,-79,-77,100,100,100,100,100,-64,-63,100,100,-89,100,100,100,100,100,100,100,-95,-70,,
15,2022-07-24-11:11:56,-80,-78,100,100,-80,-76,100,100,100,100,100,-64,-59,100,100,-71,100,100,100,100,100,100,100,-83,-71,,
16,2022-07-24-11:12:01,-80,-77,100,100,-79,-77,100,100,100,100,100,-63,-65,100,100,-71,100,100,100,100,100,100,100,-84,-70,,
17,2022-07-24-11:12:06,-77,-78,100,100,-82,-77,100,100,100,100,100,-64,-65,-95,100,-71,100,100,100,100,100,100,100,-85,-70,,
18,2022-07-24-11:12:11,-77,-77,100,100,-79,-77,100,100,100,100,100,-63,-65,-99,100,-71,100,100,100,100,100,100,100,-84,-71,,
19,2022-07-24-11:12:16,-82,-86,100,100,-82,-78,100,100,100,100,100,-63,-65,100,100,-88,100,100,100,100,100,100,100,-85,-70,,
20,2022-07-24-11:12:21,-80,-77,100,100,-82,-77,100,100,100,100,100,-64,-65,-94,100,-71,100,100,100,100,100,100,100,-84,-74,,
21,2022-07-24-11:12:26,-77,-86,100,100,-80,-77,100,100,100,100,100,-63,-58,-95,100,-71,100,100,100,100,100,100,100,-85,-70,,
22,2022-07-24-11:12:31,-80,-77,100,100,-79,-77,100,100,100,100,100,-72,-63,100,100,-71,100,100,100,100,100,100,100,-84,-74,,
23,2022-07-24-11:12:36,-77,-78,100,100,-79,-77,100,100,100,100,100,-63,-65,-95,100,-71,100,100,100,100,100,100,100,-85,-74,,
24,2022-07-24-11:12:41,-77,-78,100,100,-82,-77,100,100,100,100,100,-63,-63,-93,100,-71,100,100,100,100,100,100,100,-83,-74,,
25,2022-07-24-11:12:46,-82,-77,100,100,-83,-78,100,100,100,100,100,-63,-63,-96,100,100,100,100,100,100,100,100,100,-83,-70,,
26,2022-07-24-11:12:51,-80,-86,100,100,-79,-77,100,100,100,100,100,-63,-59,-93,100,-71,100,100,100,100,100,100,100,-96,-71,,
27,2022-07-24-11:12:56,-77,-78,100,100,-80,-77,100,100,100,100,100,-63,-63,100,100,-71,100,100,100,100,100,100,100,-83,-70,,
28,2022-07-24-11:13:01,-80,-86,100,100,-80,-78,100,100,100,100,100,-63,-65,-94,100,-71,100,100,100,100,100,100,100,-84,-70,,
29,2022-07-24-11:13:06,-83,-77,100,100,-82,-77,100,100,100,100,100,-64,-65,100,100,-71,100,100,100,100,100,100,100,-96,-71,,
30,2022-07-24-11:13:11,-77,-86,100,100,-84,-77,100,100,100,100,100,-72,-65,100,100,-71,100,100,100,100,100,100,100,-83,-70,,
31,2022-07-24-11:13:16,-83,-78,100,100,-79,-78,100,100,100,100,100,-63,-63,-94,100,-71,100,100,100,100,100,100,100,-83,-74,,
32,2022-07-24-11:13:21,-81,-77,100,100,-79,-77,100,100,100,100,100,-63,-59,-94,100,-88,100,100,100,100,100,100,100,100,-74,,
33,2022-07-24-11:13:26,-77,-78,100,100,-79,-77,100,100,100,100,100,-63,-63,-95,100,-71,100,100,100,100,100,100,100,-83,-70,,
34,2022-07-24-11:13:31,-77,-77,100,100,-82,-77,100,100,100,100,100,-63,-59,100,100,-71,100,100,100,100,100,100,100,-83,-75,,
35,2022-07-24-11:13:36,-83,-78,100,100,-80,-78,100,100,100,100,100,-63,-63,100,100,-71,100,100,100,100,100,100,100,100,-74,,
36,2022-07-24-11:13:41,-77,-78,100,100,-79,-78,100,100,100,100,100,-63,-59,100,100,-71,100,100,100,100,100,100,100,-83,-70,,
37,2022-07-24-11:13:46,-83,-77,100,100,-79,-77,100,100,100,100,100,-64,-63,100,100,-71,100,100,100,100,100,100,100,-83,-71,,
38,2022-07-24-11:13:51,-80,-78,100,100,-79,-76,100,100,100,100,100,-64,-65,-93,100,-71,100,100,100,100,100,100,100,-85,-70,,
39,2022-07-24-11:13:56,-83,-77,100,100,-82,-77,100,100,100,100,100,-65,-59,100,100,-72,100,100,100,100,100,100,100,-83,-74,,
40,2022-07-24-11:14:01,-82,-78,100,100,-80,-77,100,100,100,100,100,-80,-62,100,100,-71,100,100,100,100,100,100,100,100,-70,,
41,2022-07-24-11:14:06,-83,-77,100,100,-79,-79,100,100,100,100,100,-64,-59,100,100,-71,100,100,100,100,100,100,100,-84,-72,,
42,2022-07-24-11:14:11,-84,-88,100,100,-82,-74,100,100,100,100,100,-63,-65,100,100,-71,100,100,100,100,100,100,100,-86,-70,,
