index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-16:23:40,100,-91,-62,-91,-91,100,-78,-66,-82,-94,-100,-88,100,100,-83,-96,100,-85,-68,-86,-94,100,-95,-91,-93,100
1,2022-07-19-16:23:45,100,-87,-60,-90,-89,100,-76,-60,-78,-92,100,100,100,100,-88,-95,100,-87,-81,100,-95,100,100,100,100,100
2,2022-07-19-16:23:50,100,100,-67,100,-86,100,-77,-70,-75,-96,100,-91,100,100,-87,100,100,-92,-65,-90,-97,100,100,100,100,100
3,2022-07-19-16:23:55,100,100,-60,-88,100,100,-79,-73,-78,100,100,100,100,100,-82,-94,100,-73,-63,100,100,100,100,100,-93,100
4,2022-07-19-16:24:00,100,-90,-75,-97,-87,100,-77,-72,-76,100,100,-91,100,100,-84,-88,100,-83,-64,-91,100,100,100,100,-93,100
5,2022-07-19-16:24:05,100,-94,-68,-90,-90,100,-75,-68,-71,-90,100,-91,100,100,-81,-92,100,-81,-67,-90,100,100,-94,100,100,100
6,2022-07-19-16:24:10,100,-88,-59,-91,-89,100,-81,-63,-76,-92,100,-91,100,100,-80,-91,100,-74,-66,100,100,100,100,100,100,100
7,2022-07-19-16:24:15,100,100,-64,-89,100,100,-74,-68,-70,-91,100,-90,100,100,-80,-92,100,-77,-72,-89,100,100,-93,100,100,100
8,2022-07-19-16:24:20,100,-90,-59,-90,-87,100,-81,-63,-76,-92,100,-91,100,100,-79,-92,100,-76,-66,-87,100,100,100,100,-95,100
9,2022-07-19-16:24:25,100,-89,-74,-90,-87,100,-77,-72,-76,-91,100,-95,100,100,-85,-88,100,-86,-64,-93,-97,100,100,100,-94,100
10,2022-07-19-16:24:30,100,-94,-64,-89,-89,100,-74,-68,-70,-96,100,-91,100,100,-80,100,100,-76,-73,-88,100,100,100,100,100,100
11,2022-07-19-16:24:35,100,-90,-73,100,-87,100,-77,-72,-75,-96,100,100,100,100,-85,-88,100,-85,-64,100,100,100,100,100,100,100
12,2022-07-19-16:24:40,100,-93,-64,-92,-91,100,-74,-68,-71,-94,100,-89,100,100,-80,-94,100,-77,-73,-89,-96,100,100,100,100,100
13,2022-07-19-16:24:45,100,-94,-59,-90,-87,100,-80,-63,-76,-92,100,100,100,100,-79,-92,100,-76,-66,-90,100,100,100,100,-94,100
14,2022-07-19-16:24:50,100,-87,-73,-99,-89,100,-78,-72,-75,-96,100,-94,100,100,-86,-92,100,-85,-64,100,100,100,100,100,100,100
15,2022-07-19-16:24:55,100,100,-59,-92,-86,100,-80,-63,-76,100,100,100,100,100,100,-92,100,-76,-65,100,100,100,100,100,100,100
16,2022-07-19-16:25:00,100,-89,-74,-93,-87,100,-78,-72,-76,-95,100,-92,100,100,-84,-88,100,-85,-64,100,-96,100,100,100,-94,100
17,2022-07-19-16:25:05,100,-89,-64,-91,-90,100,-75,-67,-71,-92,100,-92,100,100,-80,-90,100,-76,-73,-85,-94,100,-91,100,100,100
18,2022-07-19-16:25:10,100,-90,-59,-90,-87,100,-80,-63,-76,-89,100,-89,100,100,-80,-93,100,-76,-66,-90,100,100,100,100,-93,100
19,2022-07-19-16:25:15,100,-91,-64,100,100,100,-74,-67,-76,-95,100,-89,100,100,-80,100,100,-76,-65,100,100,100,100,100,100,100
20,2022-07-19-16:25:20,100,-91,-59,-90,-88,100,-80,-63,-76,-91,100,-91,100,100,-80,-91,100,-76,-66,-88,100,100,-93,100,100,100
21,2022-07-19-16:25:25,100,-89,-74,-90,-87,100,-77,-72,-75,-91,100,-93,100,100,-85,-88,100,-86,-64,-90,-96,100,100,100,100,100
22,2022-07-19-16:25:30,100,-93,-64,-88,-87,100,-75,-68,-71,-94,100,-93,100,100,-80,-88,100,-77,-73,-89,-93,100,-93,100,100,100
23,2022-07-19-16:25:35,100,-92,-64,-88,-91,100,100,-68,-71,-95,100,-92,100,100,-80,-94,100,-76,-73,-88,-91,100,-94,100,100,100
24,2022-07-19-16:25:40,100,-90,-74,-92,-88,100,-80,-72,-76,-90,100,100,100,100,-80,-91,100,-86,-64,100,-96,100,100,100,-94,100
25,2022-07-19-16:25:45,100,-93,-63,-90,-86,100,-74,-67,-75,100,100,-90,100,100,-80,-88,100,-76,-73,-92,-96,100,100,100,-100,100
26,2022-07-19-16:25:50,100,-95,-64,-89,-90,100,-74,-68,-71,100,100,-91,100,100,-80,-92,100,-76,-73,-88,100,100,-92,100,100,100
27,2022-07-19-16:25:55,100,-89,-74,100,-87,100,-78,-72,-75,-98,100,-87,100,100,-85,-88,100,-85,-65,-96,-96,100,100,100,100,100
28,2022-07-19-16:26:00,100,-93,-59,-92,-90,100,-74,-67,-71,-92,100,-94,100,100,-80,-88,100,-76,-73,100,-93,100,-91,100,100,100
29,2022-07-19-16:26:05,100,-90,-73,100,-87,100,-77,-63,-75,-90,100,100,100,100,-85,-88,100,-85,-65,-92,100,100,100,100,100,100
30,2022-07-19-16:26:10,100,-90,-74,100,-86,100,-78,-72,-75,100,100,100,100,100,-95,-94,100,-85,-64,-93,-98,100,100,100,100,100
31,2022-07-19-16:26:15,100,100,-59,-91,-87,100,-80,-63,-76,-89,100,-92,100,100,-80,-91,100,-76,-65,100,100,100,100,100,100,100
32,2022-07-19-16:26:20,100,-89,-74,-89,-86,100,-78,-72,-75,-88,100,-94,100,100,-85,-88,100,-86,-64,-92,-97,100,100,100,-102,100
33,2022-07-19-16:26:25,100,-90,-59,-91,-89,100,-74,-63,-76,100,100,-90,100,100,-80,-93,100,-77,-66,-88,-96,100,-94,100,100,100
34,2022-07-19-16:26:30,100,-91,-59,-90,-87,100,-80,-63,-76,-89,100,100,100,100,-79,-92,100,-76,-66,100,100,100,100,100,100,100
35,2022-07-19-16:26:35,100,-93,-64,-90,-89,100,-74,-67,-71,-94,100,-91,100,100,-80,-93,100,-77,-73,-90,100,100,100,100,100,100
36,2022-07-19-16:26:40,100,-91,-59,-91,-87,100,-80,-63,-76,-96,100,-93,100,100,-80,-92,100,-76,-66,100,100,100,100,100,-93,100
37,2022-07-19-16:26:45,100,-89,-73,-90,-86,100,-78,-72,-75,-97,100,-96,100,100,-85,-88,100,-86,-65,-92,-96,100,100,100,100,100
38,2022-07-19-16:26:50,100,100,-64,-89,-90,100,-74,-68,-71,-95,100,-92,100,100,-80,-93,100,-76,-73,100,100,100,100,100,100,100
39,2022-07-19-16:26:55,100,-89,-74,100,-86,100,-78,-72,-75,100,100,-94,100,100,-85,100,100,-86,-64,-91,-96,100,100,100,100,100
40,2022-07-19-16:27:00,100,-92,-64,-89,-86,100,-74,-68,-71,100,100,-90,100,100,-80,-92,100,-77,-73,-88,-96,100,100,100,-97,100
41,2022-07-19-16:27:05,100,-90,-59,-90,-88,100,-80,-63,-75,-89,100,100,100,100,-79,-92,100,-76,-66,-88,100,100,100,100,-95,100
