index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-15:25:02,-93,-89,100,100,-95,-91,100,100,-97,100,100,-84,-76,100,100,-75,100,100,100,100,-80,100,100,-97,-68
1,2022-07-23-15:25:07,-88,-76,100,100,-82,-72,100,100,100,100,100,-80,-69,100,100,-62,100,100,100,100,-85,100,100,100,-58
2,2022-07-23-15:25:12,-94,-82,100,100,-86,-76,100,100,100,100,100,-83,-78,100,100,-78,100,100,100,100,-77,100,100,-78,-66
3,2022-07-23-15:25:17,-80,-83,100,100,-81,-80,100,100,100,100,100,-79,-66,100,100,-63,100,100,100,100,-76,100,100,-83,-56
4,2022-07-23-15:25:22,100,-76,100,100,-82,-73,100,100,100,100,100,-80,-68,-94,100,-61,100,100,100,100,-82,100,100,-80,-61
5,2022-07-23-15:25:27,-78,-83,100,100,-82,-78,100,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,-84,100
6,2022-07-23-15:25:32,-77,-76,100,100,-82,-74,100,100,100,100,100,-82,-68,100,100,-61,100,100,100,100,-81,100,100,-79,-62
7,2022-07-23-15:25:37,-95,-82,100,100,100,-74,100,100,100,100,100,-83,-80,-96,100,-78,100,100,100,100,-76,100,100,-80,-66
8,2022-07-23-15:25:42,-78,-82,100,100,-80,-78,100,100,100,100,100,-82,-67,100,100,-63,100,100,100,100,-85,100,100,-84,-56
9,2022-07-23-15:25:47,100,-81,100,100,100,-75,100,100,100,100,100,-84,-78,-97,100,-74,100,100,100,100,100,100,100,-80,100
10,2022-07-23-15:25:52,-79,-82,100,100,100,-80,100,100,100,100,100,-80,-66,-99,100,-64,100,100,100,100,100,100,100,-80,-57
11,2022-07-23-15:25:57,-86,-76,100,100,-81,-75,100,100,100,100,100,-79,-69,-97,100,-62,100,100,100,100,-82,100,100,-81,-58
12,2022-07-23-15:26:02,-92,-82,100,100,-95,-76,100,100,100,100,100,-84,-76,100,100,-72,100,100,100,100,-76,100,100,-84,-84
13,2022-07-23-15:26:07,-84,-89,100,100,100,-78,100,100,100,100,100,-81,100,100,100,-62,100,100,100,100,100,100,100,-93,100
14,2022-07-23-15:26:12,-90,-87,100,100,-90,-82,100,100,100,100,100,-78,-78,100,100,-60,100,100,100,100,-82,100,100,-98,-60
15,2022-07-23-15:26:17,-80,-82,100,100,-88,-80,100,100,100,100,100,-89,-67,100,100,-64,100,100,100,100,-80,100,100,-81,-57
16,2022-07-23-15:26:22,-88,-76,100,100,-81,-72,100,100,100,100,100,-79,-69,100,100,-62,100,100,100,100,-81,100,100,-81,-58
17,2022-07-23-15:26:27,100,-76,100,100,100,-80,100,100,100,100,100,-80,100,100,100,-62,100,100,100,100,-82,100,100,-82,100
18,2022-07-23-15:26:32,-80,-83,100,100,-80,-80,100,100,-99,100,100,-80,-69,100,100,-62,100,100,100,100,-83,100,100,-82,-58
19,2022-07-23-15:26:37,-88,-81,100,100,-87,-75,100,100,100,100,100,-84,-79,100,100,-61,100,100,100,100,-77,100,100,-80,-59
20,2022-07-23-15:26:42,-80,-83,100,100,-82,-80,100,100,100,100,100,-81,-66,100,100,-64,100,100,100,100,-83,100,100,-81,-58
21,2022-07-23-15:26:47,100,-83,100,100,100,-80,100,100,100,100,100,-81,-66,100,100,-64,100,100,100,100,-82,100,100,-81,100
22,2022-07-23-15:26:52,-80,-82,100,100,-86,-75,100,100,100,100,100,-82,-80,-98,100,-76,100,100,100,100,-77,100,100,-80,-58
23,2022-07-23-15:26:57,-80,-77,100,100,-81,-72,100,100,100,100,100,-80,-66,100,100,-64,100,100,100,100,-80,100,100,-81,-58
24,2022-07-23-15:27:02,-91,-81,100,100,-86,-75,100,100,100,100,100,-84,-80,-97,100,-76,100,100,100,100,-77,100,100,-80,-64
25,2022-07-23-15:27:07,-90,-81,100,100,-86,-75,100,100,100,100,100,100,-79,100,100,-75,100,100,100,100,100,100,100,-80,-64
26,2022-07-23-15:27:12,-87,-77,100,100,-86,-72,100,100,100,100,100,-80,-69,-95,100,-61,100,100,100,100,-81,100,100,-82,-58
27,2022-07-23-15:27:17,-90,-82,100,100,-86,-75,100,100,100,100,100,-82,-66,100,100,-64,100,100,100,100,-76,100,100,-82,-65
28,2022-07-23-15:27:22,-88,-77,100,100,-81,-73,100,100,-96,100,100,-79,-69,100,100,-62,100,100,100,100,-80,100,100,-82,-59
29,2022-07-23-15:27:27,-88,-76,100,100,-81,-72,100,100,100,100,100,-80,-69,100,100,-62,100,100,100,100,-81,100,100,100,-58
30,2022-07-23-15:27:32,-80,-82,100,100,-82,-80,100,100,100,100,100,-81,-66,100,100,-64,100,100,100,100,-83,100,100,-81,-58
31,2022-07-23-15:27:37,-88,-81,100,100,-81,-72,100,100,100,100,100,-84,-80,-96,100,-61,100,100,100,100,-81,100,100,-82,-58
32,2022-07-23-15:27:42,-92,-82,100,100,-87,-80,100,100,100,100,100,-81,-66,100,100,-76,100,100,100,100,-77,100,100,-79,-58
33,2022-07-23-15:27:47,-80,-83,100,100,-82,-80,100,100,100,100,100,-81,-66,100,100,-64,100,100,100,100,-86,100,100,-82,100
34,2022-07-23-15:27:52,-90,-82,100,100,-87,-75,100,100,100,100,100,-84,-79,-98,100,-75,100,100,100,100,-78,100,100,-80,-65
35,2022-07-23-15:27:57,-80,-82,100,100,-82,-80,100,100,-98,100,100,-81,-66,100,100,-64,100,100,100,100,-84,100,100,-82,-58
36,2022-07-23-15:28:02,-88,-82,100,100,100,100,100,100,100,100,100,-84,-80,100,100,-76,100,100,100,100,-77,100,100,-80,-65
37,2022-07-23-15:28:07,-91,-82,100,100,-86,-75,100,100,100,100,100,-84,-79,100,100,-75,100,100,100,100,-77,100,100,-80,-65
38,2022-07-23-15:28:12,100,-76,100,100,-81,-72,100,100,100,100,100,-80,-69,-97,100,-61,100,100,100,100,-80,100,100,-82,-59
39,2022-07-23-15:28:17,100,-82,100,100,-86,-75,100,100,100,100,100,100,-80,-100,100,-75,100,100,100,100,-77,100,100,-80,-64
40,2022-07-23-15:28:22,-80,-82,100,100,-82,-80,100,100,100,100,100,-81,-69,100,100,-62,100,100,100,100,-86,100,100,-82,-58
41,2022-07-23-15:28:27,100,-76,100,100,-81,-72,100,100,100,100,100,-80,-69,100,100,-61,100,100,100,100,-80,100,100,-82,-58
42,2022-07-23-15:28:32,-80,-82,100,100,-82,-80,100,100,100,100,100,-81,-66,100,100,-64,100,100,100,100,-86,100,100,-81,-58
43,2022-07-23-15:28:37,-87,-77,100,100,-81,-72,100,100,100,100,100,-80,-69,100,100,-62,100,100,100,100,-79,100,100,-82,-59
44,2022-07-23-15:28:42,-92,-81,100,100,-87,-75,100,100,100,100,100,-83,-80,100,100,-75,100,100,100,100,-76,100,100,-79,-65
45,2022-07-23-15:28:47,-80,-82,100,100,-80,-80,100,100,100,100,100,-81,-66,100,100,-65,100,100,100,100,-84,100,100,-82,-58
46,2022-07-23-15:28:52,100,-83,100,100,-89,-75,100,100,100,100,100,-83,-79,100,100,-75,100,100,100,100,-77,100,100,-80,100
47,2022-07-23-15:28:57,-80,-88,100,100,-83,-78,100,100,100,100,100,-80,-66,100,100,-64,100,100,100,100,-84,100,100,-79,-56
48,2022-07-23-15:29:02,-89,-76,100,100,-81,-73,100,100,100,100,100,-81,-73,100,100,-62,100,100,100,100,-80,100,100,-82,-58
49,2022-07-23-15:29:07,-89,-82,100,100,-87,-75,100,100,100,100,100,-86,-77,100,100,-76,100,100,100,100,-77,100,100,-80,-65
50,2022-07-23-15:29:12,-80,-82,100,100,-82,-80,100,100,100,100,100,-83,-66,100,100,-64,100,100,100,100,100,100,100,-81,-58
51,2022-07-23-15:29:17,-88,-76,100,100,-81,-72,100,100,100,100,100,-80,-69,100,100,-62,100,100,100,100,-78,100,100,-82,-58
52,2022-07-23-15:29:22,-80,-82,100,100,-82,-80,100,100,100,100,100,-84,-80,-100,100,-64,100,100,100,100,-76,100,100,-80,-65
53,2022-07-23-15:29:27,-80,-82,100,100,-82,-80,100,100,100,100,100,-81,-66,100,100,-64,100,100,100,100,-83,100,100,-82,-58
54,2022-07-23-15:29:32,-91,-82,100,100,-87,-75,100,100,100,100,100,100,-80,100,100,-76,100,100,100,100,-77,100,100,-80,-65
55,2022-07-23-15:29:37,-80,-82,100,100,-82,-80,100,100,100,100,100,-81,-79,100,100,-65,100,100,100,100,-82,100,100,-82,-58
56,2022-07-23-15:29:42,-88,-76,100,100,-81,-72,100,100,100,100,100,-80,-69,100,100,-62,100,100,100,100,-78,100,100,-82,-58
57,2022-07-23-15:29:47,-91,-82,100,100,-88,-75,100,100,100,100,100,-84,-80,-99,100,-75,100,100,100,100,-77,100,100,-79,-64
58,2022-07-23-15:29:52,100,100,100,100,-81,-72,100,100,100,100,100,-79,-69,100,100,-62,100,100,100,100,-78,100,100,-81,-58
59,2022-07-23-15:29:57,100,-82,100,100,-86,-75,100,100,100,100,100,-84,-80,100,100,-76,100,100,100,100,-76,100,100,-80,-65
