index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-17-21:17:24,100,100,100,-87,-88,100,-92,-94,100,-76,-61,-93,100,100,-98,-89,100,-87,-92,-83,-83,100,-84,-77,100,100
1,2022-07-17-21:17:29,100,100,100,-85,-91,100,-88,-96,100,-74,-59,-90,100,100,100,-87,100,-82,-89,-82,-82,100,-76,-80,100,100
2,2022-07-17-21:17:34,100,100,100,-73,-88,100,-86,-93,100,-73,-56,-80,100,100,-92,-85,100,-84,-81,-78,-68,100,-76,-75,100,100
3,2022-07-17-21:17:39,100,100,100,-69,-85,100,-84,-87,100,-84,-59,-82,100,100,100,-82,100,-82,-94,-82,-70,100,-80,-81,100,100
4,2022-07-17-21:17:44,100,100,100,-68,-88,100,-88,-91,100,-79,-60,-82,100,100,100,-83,100,-82,100,-80,-70,100,-77,-76,100,100
5,2022-07-17-21:17:49,100,100,100,-66,-91,100,-88,-97,100,-75,-55,-82,100,100,-91,-86,100,-89,-81,-77,-69,100,-76,-72,100,100
6,2022-07-17-21:17:54,100,100,100,-80,-91,100,-91,-92,100,-73,-61,-89,100,100,100,-88,100,-92,-96,-83,-84,100,-76,-76,100,100
7,2022-07-17-21:17:59,100,100,100,-79,-95,100,-90,100,100,-72,-56,-79,100,100,-93,-87,100,-90,-83,-77,-69,100,-76,-71,100,100
8,2022-07-17-21:18:04,100,100,100,-81,100,100,-89,100,100,-75,-56,-80,100,100,100,100,100,-87,-83,-77,-69,100,-76,-71,100,100
9,2022-07-17-21:18:09,100,100,100,-81,-92,100,-89,-94,100,-73,-61,-89,100,100,-96,-86,100,-91,-93,-83,-87,100,-83,-76,100,100
10,2022-07-17-21:18:14,100,100,100,-80,-91,100,-88,100,100,-76,-59,-80,100,100,-92,-85,100,-88,-81,-77,-73,100,-78,-70,100,100
11,2022-07-17-21:18:19,100,100,100,-81,-91,100,-89,-90,100,-72,-61,-90,100,100,-94,-86,100,-83,-94,-83,-84,100,-83,-76,100,100
12,2022-07-17-21:18:24,100,100,100,-80,-91,100,-89,-96,100,-73,-61,-89,100,100,100,-85,100,-90,-92,-82,-84,100,-83,-76,100,100
13,2022-07-17-21:18:29,100,100,100,-67,-88,100,-87,-90,100,-79,-59,-82,100,100,100,-85,100,-83,100,-81,-72,100,-77,-73,100,100
14,2022-07-17-21:18:34,100,100,100,-79,-91,100,-88,-94,100,-73,-61,-90,100,100,-94,-87,100,-91,-95,-83,-83,100,-83,-76,100,100
15,2022-07-17-21:18:39,100,100,100,-64,-90,100,-87,-90,100,-80,-58,-82,100,100,-94,-84,100,-82,-82,-82,-72,100,-76,-73,100,100
16,2022-07-17-21:18:44,100,100,100,-64,100,100,-87,-91,100,-81,-58,-82,100,100,100,-84,100,-82,100,-82,-71,100,-79,-73,100,100
17,2022-07-17-21:18:49,100,100,100,-75,100,100,-87,-95,100,-74,-56,-81,100,100,-92,-87,100,-90,-82,-77,-70,100,-77,-71,100,100
18,2022-07-17-21:18:54,100,100,100,-64,-90,100,-87,-91,100,-80,-58,-82,100,100,-96,-84,100,-82,-82,-82,-72,100,-79,-73,100,100
19,2022-07-17-21:18:59,100,100,100,-76,-90,100,-87,-93,100,-73,-61,-91,100,100,-95,-88,100,-89,-82,-77,-71,100,-77,-75,100,100
20,2022-07-17-21:19:04,100,100,100,-75,100,100,-87,-94,100,-73,-56,-81,100,100,-91,-88,100,-90,-82,-76,-70,100,-77,-71,100,100
21,2022-07-17-21:19:09,100,100,100,-76,-90,100,-87,-94,100,-73,-60,-90,100,100,100,-88,100,-90,100,-83,-81,100,-83,-74,100,100
22,2022-07-17-21:19:14,100,100,100,-76,100,100,-87,-94,100,-74,-56,-80,100,100,100,-87,100,-90,-82,-77,-69,100,-77,-71,100,100
