index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-17-21:29:33,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
1,2022-07-17-21:29:38,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
2,2022-07-17-21:29:43,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
3,2022-07-17-21:29:48,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
4,2022-07-17-21:29:53,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
5,2022-07-17-21:29:58,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
6,2022-07-17-21:30:03,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
7,2022-07-17-21:30:08,100,100,100,-74,-89,100,-82,-87,100,-78,-56,-90,100,100,-92,-80,100,-81,-94,-82,-77,100,-82,-82,100,100
8,2022-07-17-21:30:13,100,100,100,-80,-94,100,-90,100,100,-84,-61,-82,100,100,100,-88,100,-86,-83,-73,-65,100,-80,-90,100,100
9,2022-07-17-21:30:18,100,100,100,-74,-88,100,-82,-93,100,-83,-59,-80,100,100,100,-80,100,-81,-91,-77,-69,100,-77,-90,100,100
10,2022-07-17-21:30:23,100,100,100,-66,-94,100,-87,-94,100,-72,-57,-85,100,100,-90,-84,100,-95,-98,-72,-66,100,-82,-71,100,100
11,2022-07-17-21:30:28,100,100,100,-65,100,100,-87,100,100,-71,-56,-85,100,100,100,-86,100,-86,-80,-73,-64,100,-81,-70,100,100
12,2022-07-17-21:30:33,100,100,100,-76,100,100,-92,100,100,-82,-62,-84,100,100,-92,-84,100,-89,-96,-86,-67,100,-79,-83,100,100
13,2022-07-17-21:30:38,100,100,100,-65,100,100,-87,-94,100,-70,-57,-83,100,100,100,-85,100,-86,-80,-72,-64,100,-80,-71,100,100
14,2022-07-17-21:30:43,100,100,100,-76,100,100,-92,-85,100,-82,-66,-84,100,100,100,-85,100,-89,-85,-76,-69,100,-79,-83,100,100
15,2022-07-17-21:30:48,100,100,100,-76,100,100,-92,100,100,-81,-62,-84,100,100,-92,-84,100,-89,100,-87,-67,100,-79,-83,100,100
16,2022-07-17-21:30:53,100,100,100,-64,100,100,-81,-85,100,-71,-66,-82,100,100,100,-85,100,-88,-85,-76,-69,100,-81,-77,100,100
17,2022-07-17-21:30:58,100,100,100,-75,-93,100,-94,-85,100,-81,-62,-84,100,100,-98,-85,100,-88,-98,-86,-67,100,-79,-83,100,100
18,2022-07-17-21:31:03,100,100,100,-65,-99,100,-89,-93,100,-71,-58,-84,100,100,-91,-83,100,-90,-87,-77,-64,100,-80,-71,100,100
19,2022-07-17-21:31:08,100,100,100,-64,100,100,-83,-84,100,-72,-66,-82,100,100,100,-87,100,-87,-88,-77,-69,100,-78,-76,100,100
20,2022-07-17-21:31:13,100,100,100,-66,100,100,-87,100,100,-71,-57,-84,100,100,100,-85,100,-86,-80,-72,-64,100,-80,-71,100,100
21,2022-07-17-21:31:18,100,100,100,-64,100,100,-81,-85,100,-72,-65,-82,100,100,100,-85,100,-88,-86,-76,-68,100,-80,-76,100,100
22,2022-07-17-21:31:23,100,100,100,-75,100,100,-91,-96,100,-82,-62,-84,100,100,-91,-84,100,-87,-85,-85,-66,100,-79,-83,100,100
23,2022-07-17-21:31:28,100,100,100,-64,100,100,-86,-96,100,-71,-58,-87,100,100,100,-83,100,-87,-80,-74,-65,100,-80,-72,100,100
24,2022-07-17-21:31:33,100,100,100,-76,100,100,-90,100,100,-79,-66,-83,100,100,-91,-82,100,-89,100,-82,-67,100,-79,100,100,100
25,2022-07-17-21:31:38,100,100,100,-65,100,100,-85,-89,100,-71,-56,-86,100,100,-93,-86,100,-85,-78,-72,-65,100,-81,-71,100,100
26,2022-07-17-21:31:43,100,100,-97,-64,100,100,-80,-86,100,-72,-67,-82,100,100,100,-86,100,-88,-86,-76,-68,100,-82,-76,100,100
27,2022-07-17-21:31:48,100,100,100,-75,100,100,-93,-96,100,-81,-63,-84,100,100,-92,-84,100,-88,-96,-86,-66,100,-80,-82,100,100
28,2022-07-17-21:31:53,100,100,100,-64,100,100,-81,-85,100,-71,-70,-82,100,100,100,-84,100,100,-85,-77,-70,100,-82,-77,100,100
29,2022-07-17-21:31:58,100,100,100,-75,100,100,-93,-85,100,-81,-60,-84,100,100,-92,-84,100,-90,-85,-77,-66,100,-79,-83,100,100
30,2022-07-17-21:32:03,100,100,100,-65,-94,100,-86,100,100,-71,-57,-84,100,100,-91,-84,100,-86,-80,-73,-66,100,-81,-72,100,100
31,2022-07-17-21:32:08,100,100,-98,-64,100,100,-80,-85,100,-71,-65,-82,100,100,100,-83,100,-88,-85,-78,-68,100,-82,-77,100,100
32,2022-07-17-21:32:13,100,100,100,-64,100,100,-86,100,100,-71,-57,-84,100,100,100,-83,100,-87,100,-78,-66,100,-80,-77,100,100
33,2022-07-17-21:32:18,100,100,100,-64,-90,100,-81,-86,100,-72,-65,-83,100,100,100,-83,100,-86,-87,-73,-70,100,-82,-77,100,100
34,2022-07-17-21:32:23,100,100,100,-72,100,100,-91,-84,100,-78,-65,-84,100,100,-92,-87,100,-90,-85,-84,-67,100,-78,-82,100,100
35,2022-07-17-21:32:28,100,100,100,-64,100,100,-88,-99,100,-70,-58,-84,100,100,-90,-84,100,-88,-82,-73,-65,100,-82,-72,100,100
36,2022-07-17-21:32:33,100,100,100,-64,-90,100,100,100,100,-82,-60,100,100,100,-92,-85,100,-92,-82,-72,-65,100,-82,-71,100,100
37,2022-07-17-21:32:38,100,100,100,-64,100,100,-86,-96,100,-70,-58,-84,100,100,-92,-84,100,-86,-80,-72,-65,100,-82,-72,100,100
38,2022-07-17-21:32:43,100,100,100,-64,100,100,-81,-85,100,-71,-67,-82,100,100,100,-86,100,-90,-86,-76,-69,100,-82,-78,100,100
39,2022-07-17-21:32:48,100,100,100,-74,100,100,-93,-86,100,-82,-60,-84,100,100,-93,-86,100,-89,-85,-87,-67,100,-79,-82,100,100
40,2022-07-17-21:32:53,100,100,100,-72,100,100,-94,100,100,-81,-60,-84,100,100,-92,-85,100,-89,100,-86,-66,100,-78,-82,100,100
41,2022-07-17-21:32:58,100,100,100,-73,100,100,-94,-85,100,-72,-66,-82,100,100,-92,-85,100,-88,-85,-77,-66,100,-79,-78,100,100
42,2022-07-17-21:33:03,100,100,100,-65,100,100,-87,-95,100,-71,-57,-84,100,100,-93,-84,100,-85,-80,-72,-65,100,-81,-72,100,100
43,2022-07-17-21:33:08,100,100,100,-65,100,100,-81,-85,100,-71,-66,-82,100,100,100,-85,100,-85,-85,-76,-69,100,-82,-77,100,100
44,2022-07-17-21:33:13,100,100,100,-65,100,100,100,-85,100,-71,-66,-82,100,100,100,-86,100,-90,-85,-76,-69,100,-82,-78,100,100
45,2022-07-17-21:33:18,100,100,100,-68,100,100,-85,100,100,-73,-54,-85,100,100,100,-86,100,-87,-80,-72,-64,100,-78,-78,100,100
46,2022-07-17-21:33:23,100,100,100,-76,100,100,-93,-85,100,-82,-70,-82,100,100,-91,-84,100,-88,-85,-77,-69,100,-78,-78,100,100
47,2022-07-17-21:33:28,100,100,100,-65,100,100,-85,-96,100,-70,-60,-84,100,100,-93,-83,100,-86,-80,-73,-66,100,-82,-72,100,100
48,2022-07-17-21:33:33,100,100,100,-65,100,100,-86,100,100,-70,-60,-84,100,100,100,-83,100,-87,-80,-73,-66,100,-81,-72,100,100
49,2022-07-17-21:33:38,100,100,100,-76,100,100,-92,-96,100,-81,-59,-84,100,100,-92,-84,100,-89,-96,-90,-66,100,-78,-84,100,100
50,2022-07-17-21:33:43,100,100,100,-64,100,100,-80,-85,100,-71,-60,-84,100,100,100,-84,100,-86,-85,-77,-69,100,-83,-78,100,100
51,2022-07-17-21:33:48,100,100,100,-76,100,100,-93,-85,100,-81,-59,-84,100,100,-92,-84,100,-89,-96,-88,-66,100,-78,-84,100,100
52,2022-07-17-21:33:53,100,100,100,-76,100,100,-93,-98,100,-81,-59,-84,100,100,-93,-84,100,-89,-95,-88,-66,100,-79,-84,100,100
53,2022-07-17-21:33:58,100,100,100,-64,100,100,-80,-85,100,-72,-67,-82,100,100,100,-85,100,-87,-85,-77,-69,100,-82,-78,100,100
54,2022-07-17-21:34:03,100,100,100,-74,100,100,-85,100,100,-81,-60,-84,100,100,-92,-84,100,-88,-98,-89,-66,100,-82,-84,100,100
55,2022-07-17-21:34:08,100,100,100,-64,100,100,-80,-85,100,-72,-68,-82,100,100,100,-85,100,-88,-84,-77,-69,100,-83,-78,100,100
56,2022-07-17-21:34:13,100,100,100,-64,100,100,-80,-85,100,-72,-69,-82,100,100,100,-85,100,-88,-85,-77,-69,100,-83,-77,100,100
57,2022-07-17-21:34:18,100,100,100,-65,100,100,-85,-94,100,-71,-59,-84,100,100,100,-84,100,-86,-80,-73,-66,100,-81,-72,100,100
58,2022-07-17-21:34:23,100,100,100,-64,100,100,-80,-85,100,-72,-68,-82,100,100,100,-85,100,-88,-85,-77,-69,100,-83,-78,100,100
59,2022-07-17-21:34:28,100,100,100,-65,100,100,-93,-95,100,-71,-60,-84,100,100,-92,-84,100,-86,-80,-73,-66,100,-79,-83,100,100
