index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-81.94
32,2022-07-23-16:47:57,-77,-81,100,100,-71,-76,100,100,100,100,100,-74,-59,100,100,-70,100,100,100,100,100,100,100,-85,-63,,
33,2022-07-23-16:48:02,-77,-82,100,100,-72,-76,100,100,100,100,100,-74,-59,100,100,-70,100,100,100,100,100,100,100,-91,-63,,
34,2022-07-23-16:48:07,-86,-81,100,100,-71,-76,100,100,100,100,100,-74,-59,100,100,-67,100,100,100,100,100,100,100,-85,-69,,
35,2022-07-23-16:48:12,-79,-82,100,100,-71,-76,100,100,100,100,100,-71,-65,100,100,-70,100,100,100,100,100,100,100,-93,-63,,
36,2022-07-23-16:48:17,-79,-81,100,100,-72,-77,100,100,100,100,100,100,-59,100,100,-71,100,100,100,100,100,100,100,-93,-63,,
37,2022-07-23-16:48:22,-86,-82,100,100,-72,-76,100,100,100,100,100,-80,-65,100,100,-67,100,100,100,100,100,100,100,-93,100,,
38,2022-07-23-16:48:27,-86,-82,100,100,-76,-85,100,100,100,100,100,-71,-65,100,100,-68,100,100,100,100,100,100,100,-85,-70,,
39,2022-07-23-16:48:32,-86,-82,100,100,-71,-76,100,100,100,100,100,-80,-59,100,100,-70,100,100,100,100,100,100,100,-85,-69,,
40,2022-07-23-16:48:37,-86,-82,100,100,-71,-76,100,100,100,100,100,-80,-59,100,100,-71,100,100,100,100,100,100,100,-85,-63,,
41,2022-07-23-16:48:42,-77,-82,100,100,-76,-77,100,100,100,100,100,-80,-65,100,100,-67,100,100,100,100,100,100,100,-85,-69,,
42,2022-07-23-16:48:47,-86,-82,100,100,-72,-76,100,100,100,100,100,-71,-59,100,100,-70,100,100,100,100,100,100,100,-93,-63,,
43,2022-07-23-16:48:52,-77,-82,100,100,-76,-76,100,100,100,100,100,-73,-59,100,100,-68,100,100,100,100,100,100,100,-85,-67,,
44,2022-07-23-16:48:57,-86,-82,100,100,-72,-76,100,100,100,100,100,-71,-67,100,100,-71,100,100,100,100,100,100,100,-93,-69,,
45,2022-07-23-16:49:02,-86,-77,100,100,-72,-76,100,100,100,100,100,-71,-59,100,100,-70,100,100,100,100,100,100,100,-93,-67,,
46,2022-07-23-16:49:07,-86,-81,100,100,-71,-76,100,100,100,100,100,-74,-59,100,100,-70,100,100,100,100,100,100,100,-92,-68,,
47,2022-07-23-16:49:12,-79,-77,100,100,-72,-76,100,100,100,100,100,-74,-59,100,100,-71,100,100,100,100,100,100,100,-91,-68,,
48,2022-07-23-16:49:17,-86,-82,100,100,-71,-76,100,100,100,100,100,-71,-65,100,100,-70,100,100,100,100,100,100,100,-85,-69,,
49,2022-07-23-16:49:22,-86,-82,100,100,-71,-85,100,100,100,100,100,-74,-65,100,100,-71,100,100,100,100,100,100,100,-85,-63,,
50,2022-07-23-16:49:27,-77,-77,100,100,-76,-77,100,100,100,100,100,-71,-59,100,100,-68,100,100,100,100,100,100,100,100,-63,,
51,2022-07-23-16:49:32,-77,-81,100,100,-71,-85,100,100,100,100,100,-80,-65,100,100,-68,100,100,100,100,100,100,100,-85,-63,,
52,2022-07-23-16:49:37,-77,-82,100,100,-76,-77,100,100,100,100,100,-80,-59,100,100,-67,100,100,100,100,100,100,100,-85,-69,,
53,2022-07-23-16:49:42,-77,-77,100,100,-76,-76,100,100,100,100,100,-80,-59,100,100,-68,100,100,100,100,100,100,100,-91,-69,,
54,2022-07-23-16:49:47,-86,-82,100,100,-72,-77,100,100,100,100,100,-80,-59,100,100,-68,100,100,100,100,100,100,100,-85,-63,,
55,2022-07-23-16:49:52,-79,-77,100,100,-72,-76,100,100,100,100,100,-71,-66,100,100,-71,100,100,100,100,100,100,100,-93,-69,,
56,2022-07-23-16:49:57,-86,-77,100,100,-71,-85,100,100,100,100,100,-80,-66,100,100,-70,100,100,100,100,100,100,100,-91,-69,,
57,2022-07-23-16:50:02,-86,-77,100,100,-72,-76,100,100,100,100,100,-71,-67,100,100,-68,100,100,100,100,100,100,100,-93,-67,,
58,2022-07-23-16:50:07,-86,-81,100,100,-72,-76,100,100,100,100,100,-71,-66,100,100,-67,100,100,100,100,100,100,100,-92,-67,,
59,2022-07-23-16:50:12,-86,-81,100,100,-72,-85,100,100,100,100,100,-71,-67,100,100,-67,100,100,100,100,100,100,100,-85,-67,,
