index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-18-09:31:00,100,100,100,-81,-89,100,-86,-89,100,-91,-89,-70,100,100,-88,-84,100,-85,-92,-76,-86,100,-77,-90,100,100
1,2022-07-18-09:31:05,100,100,100,-76,-92,100,-85,100,100,-87,-82,-82,100,100,-88,-84,100,-92,100,-60,-78,100,-73,-84,100,100
2,2022-07-18-09:31:10,100,100,100,-85,-83,100,-83,-92,100,-88,-91,-76,100,100,100,-85,100,-84,-84,-65,-82,100,-82,-90,100,100
3,2022-07-18-09:31:15,100,100,100,-80,100,100,-89,-90,100,-91,-92,-71,100,100,-91,-85,100,-90,-86,-57,-72,100,-87,-82,100,100
4,2022-07-18-09:31:20,100,100,100,-82,-86,100,100,100,100,-88,-87,-67,100,100,100,-83,100,-84,-83,-75,-82,100,100,100,100,100
5,2022-07-18-09:31:25,100,100,100,-80,100,100,-88,-95,100,-91,-87,-71,100,100,-92,-90,100,-92,-92,-56,-74,100,-85,-83,100,100
6,2022-07-18-09:31:30,100,100,100,-80,-89,100,-88,-96,100,-84,-83,-87,100,100,-91,-88,100,-94,-95,-67,-79,100,-78,-88,100,100
7,2022-07-18-09:31:35,100,100,100,-78,100,100,-87,100,100,-85,-82,-65,100,100,-90,-83,100,-92,-84,-57,-71,100,-87,-80,100,100
8,2022-07-18-09:31:40,100,100,100,-79,-91,100,-92,100,100,-91,-84,-81,100,100,-90,-87,100,100,100,-65,-76,100,100,-84,100,100
9,2022-07-18-09:31:45,100,100,100,-79,-94,100,-90,100,100,-86,-83,-66,100,100,-91,-81,100,100,-84,-57,-71,100,-84,-80,100,100
10,2022-07-18-09:31:50,100,100,100,-81,100,100,-87,-91,100,-91,-89,-71,100,100,-88,-86,100,-86,-91,-56,-73,100,-82,-83,100,100
