index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-16:33:23,-76,-83,100,100,-89,-90,100,100,100,100,100,-70,-60,-99,100,-74,100,100,100,100,-90,100,100,-86,-88
1,2022-07-23-16:33:28,-77,-82,100,100,-89,-85,100,100,100,100,100,-72,-58,100,100,-82,100,100,100,100,100,100,100,-94,-73
2,2022-07-23-16:33:33,-77,-82,100,100,-86,-85,100,100,100,100,100,-71,-57,100,100,-62,100,100,100,100,100,100,100,-88,-78
3,2022-07-23-16:33:38,-76,-82,100,100,-86,-90,100,100,100,100,100,-74,-66,100,100,-64,100,100,100,100,100,100,100,100,-82
4,2022-07-23-16:33:43,-78,-82,100,100,-86,-85,100,100,100,100,100,-70,-57,100,100,-60,100,100,100,100,100,100,100,-90,-79
5,2022-07-23-16:33:48,-76,-76,100,100,-82,100,100,100,100,100,100,-71,-60,100,100,-64,100,100,100,100,100,100,100,-93,-70
6,2022-07-23-16:33:53,-76,-82,100,100,-86,100,100,100,100,100,100,-73,-65,100,100,-63,100,100,100,100,100,100,100,-94,-81
7,2022-07-23-16:33:58,100,-76,100,100,-83,-84,100,100,100,100,100,-72,-60,100,100,-63,100,100,100,100,-88,100,100,100,-69
8,2022-07-23-16:34:03,-76,-82,100,100,-85,-91,100,100,100,100,100,-74,-67,100,100,-64,100,100,100,100,100,100,100,-92,-68
9,2022-07-23-16:34:08,-83,-83,100,100,-89,-88,100,100,100,100,100,-70,-57,100,100,-61,100,100,100,100,-85,100,100,-87,-73
10,2022-07-23-16:34:13,-78,-74,100,100,-80,-87,100,100,100,100,100,-72,-61,100,100,-62,100,100,100,100,100,100,100,-87,-71
11,2022-07-23-16:34:18,-87,-82,100,100,-92,100,100,100,100,100,100,-82,-70,100,100,-60,100,100,100,100,-85,100,100,100,-71
12,2022-07-23-16:34:23,-77,-73,100,100,-81,-86,100,100,100,100,100,-70,-60,100,100,-60,100,100,100,100,100,100,100,-86,-73
13,2022-07-23-16:34:28,-76,-81,100,100,-86,-93,100,100,100,100,100,-73,-68,100,100,-63,100,100,100,100,-90,100,100,-87,-86
14,2022-07-23-16:34:33,-83,-85,100,100,100,-90,100,100,100,100,100,-71,-56,100,100,-68,100,100,100,100,-85,100,100,-88,-72
15,2022-07-23-16:34:38,-76,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100
16,2022-07-23-16:34:43,-87,-82,100,100,-88,-84,100,100,100,100,100,-74,-56,100,100,-59,100,100,100,100,-87,100,100,-85,-78
17,2022-07-23-16:34:48,-76,-75,100,100,-82,-86,100,100,100,100,100,-70,-58,100,100,-61,100,100,100,100,-86,100,100,-85,-76
18,2022-07-23-16:34:53,-75,-81,100,100,-88,-85,100,100,100,100,100,-73,-64,100,100,-62,100,100,100,100,100,100,100,-87,-86
19,2022-07-23-16:34:58,100,100,100,100,-82,100,100,100,100,100,100,-70,100,100,100,-63,100,100,100,100,100,100,100,100,100
20,2022-07-23-16:35:03,-74,-82,100,100,100,-85,100,100,100,100,100,-74,-64,100,100,-63,100,100,100,100,-87,100,100,-86,-86
21,2022-07-23-16:35:08,-74,-81,100,100,-88,-89,100,100,100,100,100,-71,-56,100,100,-60,100,100,100,100,100,100,100,-84,-76
22,2022-07-23-16:35:13,-85,-74,100,100,-82,-83,100,100,100,100,100,-71,-58,100,100,-60,100,100,100,100,100,100,100,-84,-76
23,2022-07-23-16:35:18,100,100,100,100,100,100,100,100,100,100,100,-72,-58,100,100,-60,100,100,100,100,100,100,100,100,100
24,2022-07-23-16:35:23,-78,-75,100,100,-82,-88,100,100,100,100,100,-71,-58,100,100,-60,100,100,100,100,-86,100,100,-84,-76
25,2022-07-23-16:35:28,-74,-76,100,100,-88,-83,100,100,100,100,100,-74,-64,100,100,-63,100,100,100,100,100,100,100,-85,-86
26,2022-07-23-16:35:33,-81,-82,100,100,-92,-88,100,100,100,100,100,-71,-56,100,100,-60,100,100,100,100,-86,100,100,-85,-78
27,2022-07-23-16:35:38,100,-81,100,100,100,-87,100,100,100,100,100,-70,-56,100,100,-59,100,100,100,100,100,100,100,-84,100
28,2022-07-23-16:35:43,-86,-80,100,100,-87,-84,100,100,100,100,100,-70,-58,100,100,-59,100,100,100,100,100,100,100,-84,-84
29,2022-07-23-16:35:48,-76,-75,100,100,-89,-89,100,100,100,100,100,-70,-58,100,100,-59,100,100,100,100,-85,100,100,-84,-81
30,2022-07-23-16:35:53,-75,-81,100,100,-88,-89,100,100,100,100,100,-73,-64,100,100,-63,100,100,100,100,-89,100,100,-87,-87
31,2022-07-23-16:35:58,100,-80,100,100,100,-90,100,100,100,100,100,-73,-64,100,100,-63,100,100,100,100,-90,100,100,100,100
32,2022-07-23-16:36:03,-76,-75,100,100,-82,-85,100,100,100,100,100,-74,-58,100,100,-61,100,100,100,100,100,100,100,-84,-86
33,2022-07-23-16:36:08,-75,-81,100,100,-89,-90,100,100,100,100,100,-71,-56,100,100,-60,100,100,100,100,-85,100,100,-86,-77
34,2022-07-23-16:36:13,-76,-74,100,100,-82,-88,100,100,100,100,100,-71,-58,100,100,-60,100,100,100,100,-86,100,100,-85,-76
35,2022-07-23-16:36:18,-76,-74,100,100,-82,-85,100,100,100,100,100,-71,-58,100,100,-60,100,100,100,100,100,100,100,-83,-76
36,2022-07-23-16:36:23,-82,-82,100,100,100,-87,100,100,100,100,100,-70,-56,100,100,-60,100,100,100,100,-86,100,100,-85,-77
37,2022-07-23-16:36:28,-74,-74,100,100,-82,100,100,100,100,100,100,-70,-64,100,100,-63,100,100,100,100,100,100,100,-83,-76
38,2022-07-23-16:36:33,-82,-81,100,100,-92,-89,100,100,100,100,100,-71,-56,100,100,-60,100,100,100,100,-86,100,100,-85,-86
39,2022-07-23-16:36:38,-82,-81,100,100,100,-88,100,100,100,100,100,-70,-57,100,100,-60,100,100,100,100,-86,100,100,-85,-77
40,2022-07-23-16:36:43,-74,-81,100,100,-88,-90,100,100,100,100,100,-73,-65,100,100,-62,100,100,100,100,100,100,100,100,-85
41,2022-07-23-16:36:48,-82,-81,100,100,100,-87,100,100,100,100,100,-70,-56,100,100,-60,100,100,100,100,-86,100,100,-84,-77
42,2022-07-23-16:36:53,-74,-81,100,100,-82,-85,100,100,100,100,100,-73,-64,100,100,-63,100,100,100,100,100,100,100,-86,-76
43,2022-07-23-16:36:58,-75,100,100,100,-88,-90,100,100,100,100,100,-73,-64,100,100,-62,100,100,100,100,100,100,100,-86,-85
44,2022-07-23-16:37:03,-76,-74,100,100,-82,100,100,100,100,100,100,-70,-58,100,100,-60,100,100,100,100,100,100,100,-84,-76
45,2022-07-23-16:37:08,-74,-74,100,100,-88,-89,100,100,100,100,100,-73,-64,100,100,-63,100,100,100,100,100,100,100,-87,-86
46,2022-07-23-16:37:13,-82,-81,100,100,-93,100,100,100,100,100,100,-70,-58,100,100,-60,100,100,100,100,100,100,100,-84,-77
47,2022-07-23-16:37:18,-77,-74,100,100,-82,-85,100,100,100,100,100,-71,-58,100,100,-60,100,100,100,100,100,100,100,-84,-77
48,2022-07-23-16:37:23,-83,-81,100,100,-94,-87,100,100,100,100,100,-70,-57,100,100,-60,100,100,100,100,-86,100,100,-85,-77
49,2022-07-23-16:37:28,-76,-74,100,100,-82,-85,100,100,100,100,100,-70,-58,100,100,-60,100,100,100,100,100,100,100,100,-76
50,2022-07-23-16:37:33,-83,-81,100,100,-88,-88,100,100,100,100,100,-73,-56,100,100,-63,100,100,100,100,-89,100,100,-87,-87
51,2022-07-23-16:37:38,-82,-81,100,100,-93,-89,100,100,100,100,100,-70,-56,100,100,-60,100,100,100,100,100,100,100,-85,100
52,2022-07-23-16:37:43,-75,-80,100,100,100,100,100,100,100,100,100,-73,-65,100,100,-62,100,100,100,100,100,100,100,-86,100
53,2022-07-23-16:37:48,-82,-81,100,100,-94,-88,100,100,100,100,100,-71,-56,100,100,-59,100,100,100,100,100,100,100,-84,-76
54,2022-07-23-16:37:53,-76,-74,100,100,-82,-84,100,100,100,100,100,-70,-58,100,100,-61,100,100,100,100,-88,100,100,-83,-76
55,2022-07-23-16:37:58,-75,-82,100,100,-88,100,100,100,100,100,100,-73,-64,100,100,-62,100,100,100,100,-91,100,100,-87,-86
